person,offer_id,received_time,instance_id,reward,difficulty,duration,offer_type,is_web,is_email,is_mobile,is_social,duration_hours,reward_ratio,gender,age,became_member_on,income,missing_profile,income_quartile,membership_days,natural_end,window_end,is_capped,viewed_time,is_viewed,completed_time,reward_received,is_completed,matched_amount,dup_transaction_flag
0011e0d4e6b944f998e987f904e8c1e5,5a8bc65990b245e5a138643cd4eb9837,336,28410,0,0,3,informational,0,1,1,1,72,,O,40.0,2018-01-09,57000.0,0,Q2_중하,198,408,408.0,False,354.0,1,,,0,,
0011e0d4e6b944f998e987f904e8c1e5,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,53881,5,5,7,bogo,1,1,1,0,168,1.0,O,40.0,2018-01-09,57000.0,0,Q2_중하,198,672,672.0,False,516.0,1,576.0,5.0,1,22.05,1.0
0020c2b971eb4e9188eac86d93036a77,4d5c57ea9a6940dd891ad53e9dbe8da0,408,39939,10,10,5,bogo,1,1,1,1,120,1.0,F,59.0,2016-03-04,90000.0,0,Q4_고,874,528,528.0,False,426.0,1,510.0,10.0,1,17.24,1.0
0020c2b971eb4e9188eac86d93036a77,5a8bc65990b245e5a138643cd4eb9837,504,52690,0,0,3,informational,0,1,1,1,72,,F,59.0,2016-03-04,90000.0,0,Q4_고,874,576,576.0,False,,0,,,0,,
0020c2b971eb4e9188eac86d93036a77,ae264e3637204a6fb9bb56bc8210ddfd,168,14561,10,10,7,bogo,0,1,1,1,168,1.0,F,59.0,2016-03-04,90000.0,0,Q4_고,874,336,336.0,False,,0,,,0,,
0020c2b971eb4e9188eac86d93036a77,fafdcd668e3743c1bb461111dcafc2a4,0,1889,2,10,10,discount,1,1,1,1,240,0.2,F,59.0,2016-03-04,90000.0,0,Q4_고,874,240,240.0,False,12.0,1,54.0,2.0,1,17.63,0.0
0020c2b971eb4e9188eac86d93036a77,fafdcd668e3743c1bb461111dcafc2a4,336,27189,2,10,10,discount,1,1,1,1,240,0.2,F,59.0,2016-03-04,90000.0,0,Q4_고,874,576,576.0,False,,0,510.0,2.0,1,17.24,1.0
0020ccbbb6d84e358d3414a3ff76cffd,2298d6c36e964ae4a3e7e9706d1fb8c2,168,18828,3,7,7,discount,1,1,1,1,168,0.42857142857142855,F,24.0,2016-11-11,60000.0,0,Q2_중하,622,336,336.0,False,168.0,1,222.0,3.0,1,11.65,0.0
0020ccbbb6d84e358d3414a3ff76cffd,5a8bc65990b245e5a138643cd4eb9837,408,44242,0,0,3,informational,0,1,1,1,72,,F,24.0,2016-11-11,60000.0,0,Q2_중하,622,480,480.0,False,408.0,1,,,0,,
0020ccbbb6d84e358d3414a3ff76cffd,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,56963,5,5,7,bogo,1,1,1,0,168,1.0,F,24.0,2016-11-11,60000.0,0,Q2_중하,622,672,672.0,False,582.0,1,600.0,5.0,1,10.32,0.0
0020ccbbb6d84e358d3414a3ff76cffd,f19421c1d4aa40978ebb69ca19b0e20d,336,31504,5,5,5,bogo,1,1,1,1,120,1.0,F,24.0,2016-11-11,60000.0,0,Q2_중하,622,456,456.0,False,348.0,1,378.0,5.0,1,14.53,0.0
003d66b6608740288d6cc97a6903f4f0,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,62602,5,20,10,discount,1,1,0,0,240,0.25,F,26.0,2017-06-21,73000.0,0,Q3_중상,400,744,744.0,False,,0,696.0,5.0,1,2.25,0.0
003d66b6608740288d6cc97a6903f4f0,3f207df678b143eea3cee63160fa8bed,336,27964,0,0,4,informational,1,1,1,0,96,,F,26.0,2017-06-21,73000.0,0,Q3_중상,400,432,432.0,False,372.0,1,,,0,,
003d66b6608740288d6cc97a6903f4f0,5a8bc65990b245e5a138643cd4eb9837,0,2652,0,0,3,informational,0,1,1,1,72,,F,26.0,2017-06-21,73000.0,0,Q3_중상,400,72,72.0,False,36.0,1,,,0,,
003d66b6608740288d6cc97a6903f4f0,fafdcd668e3743c1bb461111dcafc2a4,168,15333,2,10,10,discount,1,1,1,1,240,0.2,F,26.0,2017-06-21,73000.0,0,Q3_중상,400,408,408.0,True,300.0,1,384.0,2.0,1,3.66,0.0
003d66b6608740288d6cc97a6903f4f0,fafdcd668e3743c1bb461111dcafc2a4,408,45515,2,10,10,discount,1,1,1,1,240,0.2,F,26.0,2017-06-21,73000.0,0,Q3_중상,400,648,648.0,False,420.0,1,504.0,2.0,1,5.01,0.0
00426fe3ffde4c6b9cb9ad6d077a13ea,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,33693,5,20,10,discount,1,1,0,0,240,0.25,F,19.0,2016-08-09,65000.0,0,Q3_중상,716,576,576.0,False,,0,,,0,,
00426fe3ffde4c6b9cb9ad6d077a13ea,2906b810c7d4411798c6938adc9daaa5,408,46444,2,10,7,discount,1,1,1,0,168,0.2,F,19.0,2016-08-09,65000.0,0,Q3_중상,716,576,576.0,True,,0,,,0,,
00426fe3ffde4c6b9cb9ad6d077a13ea,2906b810c7d4411798c6938adc9daaa5,576,71876,2,10,7,discount,1,1,1,0,168,0.2,F,19.0,2016-08-09,65000.0,0,Q3_중상,716,744,744.0,False,,0,,,0,,
00426fe3ffde4c6b9cb9ad6d077a13ea,5a8bc65990b245e5a138643cd4eb9837,0,8354,0,0,3,informational,0,1,1,1,72,,F,19.0,2016-08-09,65000.0,0,Q3_중상,716,72,72.0,False,36.0,1,,,0,,
00426fe3ffde4c6b9cb9ad6d077a13ea,fafdcd668e3743c1bb461111dcafc2a4,168,21041,2,10,10,discount,1,1,1,1,240,0.2,F,19.0,2016-08-09,65000.0,0,Q3_중상,716,408,408.0,False,186.0,1,258.0,2.0,1,16.97,0.0
004b041fbfe44859945daa2c7f79ee64,3f207df678b143eea3cee63160fa8bed,168,16067,0,0,4,informational,1,1,1,0,96,,F,55.0,2018-05-08,74000.0,0,Q3_중상,79,264,264.0,False,,0,,,0,,
004b041fbfe44859945daa2c7f79ee64,f19421c1d4aa40978ebb69ca19b0e20d,504,54164,5,5,5,bogo,1,1,1,1,120,1.0,F,55.0,2018-05-08,74000.0,0,Q3_중상,79,624,624.0,False,510.0,1,534.0,5.0,1,27.92,0.0
004b041fbfe44859945daa2c7f79ee64,fafdcd668e3743c1bb461111dcafc2a4,576,66866,2,10,10,discount,1,1,1,1,240,0.2,F,55.0,2018-05-08,74000.0,0,Q3_중상,79,816,816.0,False,576.0,1,714.0,2.0,1,19.93,0.0
004c5799adbf42868b9cff0396190900,ae264e3637204a6fb9bb56bc8210ddfd,336,33754,10,10,7,bogo,0,1,1,1,168,1.0,M,54.0,2016-03-31,99000.0,0,Q4_고,847,504,504.0,False,,0,336.0,10.0,1,25.61,0.0
004c5799adbf42868b9cff0396190900,f19421c1d4aa40978ebb69ca19b0e20d,408,50769,5,5,5,bogo,1,1,1,1,120,1.0,M,54.0,2016-03-31,99000.0,0,Q4_고,847,528,504.0,True,408.0,1,432.0,5.0,1,22.82,0.0
004c5799adbf42868b9cff0396190900,f19421c1d4aa40978ebb69ca19b0e20d,504,63485,5,5,5,bogo,1,1,1,1,120,1.0,M,54.0,2016-03-31,99000.0,0,Q4_고,847,624,624.0,False,516.0,1,558.0,5.0,1,35.91,0.0
004c5799adbf42868b9cff0396190900,fafdcd668e3743c1bb461111dcafc2a4,168,14754,2,10,10,discount,1,1,1,1,240,0.2,M,54.0,2016-03-31,99000.0,0,Q4_고,847,408,408.0,False,174.0,1,222.0,2.0,1,43.21,0.0
004c5799adbf42868b9cff0396190900,fafdcd668e3743c1bb461111dcafc2a4,576,76245,2,10,10,discount,1,1,1,1,240,0.2,M,54.0,2016-03-31,99000.0,0,Q4_고,847,816,816.0,False,648.0,1,576.0,2.0,1,33.67,0.0
005500a7188546ff8a767329a2f7c76a,2906b810c7d4411798c6938adc9daaa5,408,48055,2,10,7,discount,1,1,1,0,168,0.2,M,56.0,2017-12-09,47000.0,0,Q1_저,229,576,576.0,False,,0,,,0,,
005500a7188546ff8a767329a2f7c76a,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,60762,5,5,7,bogo,1,1,1,0,168,1.0,M,56.0,2017-12-09,47000.0,0,Q1_저,229,672,672.0,False,,0,582.0,5.0,1,9.03,0.0
005500a7188546ff8a767329a2f7c76a,ae264e3637204a6fb9bb56bc8210ddfd,0,9960,10,10,7,bogo,0,1,1,1,168,1.0,M,56.0,2017-12-09,47000.0,0,Q1_저,229,168,168.0,True,60.0,1,,,0,,
005500a7188546ff8a767329a2f7c76a,ae264e3637204a6fb9bb56bc8210ddfd,168,22632,10,10,7,bogo,0,1,1,1,168,1.0,M,56.0,2017-12-09,47000.0,0,Q1_저,229,336,336.0,False,186.0,1,,,0,,
005500a7188546ff8a767329a2f7c76a,ae264e3637204a6fb9bb56bc8210ddfd,576,73511,10,10,7,bogo,0,1,1,1,168,1.0,M,56.0,2017-12-09,47000.0,0,Q1_저,229,744,744.0,False,576.0,1,,,0,,
0056df74b63b4298809f0b375a304cf4,0b1e1539f2cc45b7b9fa7c272da2e1d7,408,45983,5,20,10,discount,1,1,0,0,240,0.25,M,54.0,2016-08-21,91000.0,0,Q4_고,704,648,648.0,False,,0,414.0,5.0,1,27.59,0.0
0056df74b63b4298809f0b375a304cf4,2298d6c36e964ae4a3e7e9706d1fb8c2,576,73732,3,7,7,discount,1,1,1,1,168,0.42857142857142855,M,54.0,2016-08-21,91000.0,0,Q4_고,704,744,744.0,False,654.0,1,576.0,3.0,1,29.77,0.0
0056df74b63b4298809f0b375a304cf4,3f207df678b143eea3cee63160fa8bed,504,60972,0,0,4,informational,1,1,1,0,96,,M,54.0,2016-08-21,91000.0,0,Q4_고,704,600,600.0,False,528.0,1,,,0,,
0056df74b63b4298809f0b375a304cf4,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,10168,5,5,7,bogo,1,1,1,0,168,1.0,M,54.0,2016-08-21,91000.0,0,Q4_고,704,168,168.0,False,24.0,1,132.0,5.0,1,27.86,0.0
0063def0f9c14bc4805322a488839b32,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,73624,5,20,10,discount,1,1,0,0,240,0.25,,,2018-06-15,,1,,41,816,816.0,False,576.0,1,,,0,,
0063def0f9c14bc4805322a488839b32,2298d6c36e964ae4a3e7e9706d1fb8c2,336,33199,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-06-15,,1,,41,504,504.0,False,342.0,1,,,0,,
0063def0f9c14bc4805322a488839b32,5a8bc65990b245e5a138643cd4eb9837,504,60866,0,0,3,informational,0,1,1,1,72,,,,2018-06-15,,1,,41,576,576.0,False,510.0,1,,,0,,
0063def0f9c14bc4805322a488839b32,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,48157,5,5,7,bogo,1,1,1,0,168,1.0,,,2018-06-15,,1,,41,576,576.0,False,414.0,1,,,0,,
0063def0f9c14bc4805322a488839b32,ae264e3637204a6fb9bb56bc8210ddfd,168,22727,10,10,7,bogo,0,1,1,1,168,1.0,,,2018-06-15,,1,,41,336,336.0,False,186.0,1,,,0,,
0069a50874d846438e58acff5e594725,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,27667,5,20,10,discount,1,1,0,0,240,0.25,,,2016-05-03,,1,,814,576,576.0,False,,0,,,0,,
0069a50874d846438e58acff5e594725,2906b810c7d4411798c6938adc9daaa5,504,53166,2,10,7,discount,1,1,1,0,168,0.2,,,2016-05-03,,1,,814,672,576.0,True,552.0,1,,,0,,
0069a50874d846438e58acff5e594725,2906b810c7d4411798c6938adc9daaa5,576,65844,2,10,7,discount,1,1,1,0,168,0.2,,,2016-05-03,,1,,814,744,744.0,False,,0,696.0,2.0,1,7.97,0.0
0069a50874d846438e58acff5e594725,3f207df678b143eea3cee63160fa8bed,408,40401,0,0,4,informational,1,1,1,0,96,,,,2016-05-03,,1,,814,504,504.0,False,,0,,,0,,
00715b6e55c3431cb56ff7307eb19675,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,19930,5,20,10,discount,1,1,0,0,240,0.25,F,58.0,2017-12-07,119000.0,0,Q4_고,231,408,408.0,False,228.0,1,210.0,5.0,1,28.73,0.0
00715b6e55c3431cb56ff7307eb19675,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,70758,5,20,10,discount,1,1,0,0,240,0.25,F,58.0,2017-12-07,119000.0,0,Q4_고,231,816,816.0,False,,0,666.0,5.0,1,21.59,0.0
00715b6e55c3431cb56ff7307eb19675,2906b810c7d4411798c6938adc9daaa5,504,58063,2,10,7,discount,1,1,1,0,168,0.2,F,58.0,2017-12-07,119000.0,0,Q4_고,231,672,672.0,False,564.0,1,534.0,2.0,1,21.35,0.0
00715b6e55c3431cb56ff7307eb19675,3f207df678b143eea3cee63160fa8bed,408,45342,0,0,4,informational,1,1,1,0,96,,F,58.0,2017-12-07,119000.0,0,Q4_고,231,504,504.0,False,,0,,,0,,
00715b6e55c3431cb56ff7307eb19675,4d5c57ea9a6940dd891ad53e9dbe8da0,336,32586,10,10,5,bogo,1,1,1,1,120,1.0,F,58.0,2017-12-07,119000.0,0,Q4_고,231,456,456.0,False,,0,342.0,10.0,1,17.86,0.0
00715b6e55c3431cb56ff7307eb19675,ae264e3637204a6fb9bb56bc8210ddfd,0,7250,10,10,7,bogo,0,1,1,1,168,1.0,F,58.0,2017-12-07,119000.0,0,Q4_고,231,168,168.0,False,36.0,1,12.0,10.0,1,27.26,0.0
0082fd87c18f45f2be70dbcbb0fb8aad,3f207df678b143eea3cee63160fa8bed,168,13434,0,0,4,informational,1,1,1,0,96,,F,28.0,2017-09-08,68000.0,0,Q3_중상,321,264,264.0,False,168.0,1,,,0,,
0082fd87c18f45f2be70dbcbb0fb8aad,3f207df678b143eea3cee63160fa8bed,504,51602,0,0,4,informational,1,1,1,0,96,,F,28.0,2017-09-08,68000.0,0,Q3_중상,321,600,600.0,False,,0,,,0,,
0082fd87c18f45f2be70dbcbb0fb8aad,5a8bc65990b245e5a138643cd4eb9837,0,10597,0,0,3,informational,0,1,1,1,72,,F,28.0,2017-09-08,68000.0,0,Q3_중상,321,72,72.0,False,18.0,1,,,0,,
0082fd87c18f45f2be70dbcbb0fb8aad,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,26117,5,5,7,bogo,1,1,1,0,168,1.0,F,28.0,2017-09-08,68000.0,0,Q3_중상,321,504,408.0,True,348.0,1,366.0,5.0,1,19.24,0.0
0082fd87c18f45f2be70dbcbb0fb8aad,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,38854,5,5,7,bogo,1,1,1,0,168,1.0,F,28.0,2017-09-08,68000.0,0,Q3_중상,321,576,576.0,False,,0,450.0,5.0,1,8.95,0.0
00840a2ca5d2408e982d56544dc14ffd,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,70144,5,20,10,discount,1,1,0,0,240,0.25,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,816,816.0,False,,0,,,0,,
00840a2ca5d2408e982d56544dc14ffd,2906b810c7d4411798c6938adc9daaa5,0,6626,2,10,7,discount,1,1,1,0,168,0.2,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,168,168.0,False,,0,,,0,,
00840a2ca5d2408e982d56544dc14ffd,2906b810c7d4411798c6938adc9daaa5,504,57423,2,10,7,discount,1,1,1,0,168,0.2,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,672,672.0,False,510.0,1,540.0,2.0,1,6.05,0.0
00840a2ca5d2408e982d56544dc14ffd,3f207df678b143eea3cee63160fa8bed,336,31966,0,0,4,informational,1,1,1,0,96,,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,432,432.0,False,,0,,,0,,
00840a2ca5d2408e982d56544dc14ffd,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,44720,5,5,7,bogo,1,1,1,0,168,1.0,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,576,576.0,False,,0,522.0,5.0,1,5.41,0.0
00840a2ca5d2408e982d56544dc14ffd,fafdcd668e3743c1bb461111dcafc2a4,168,19300,2,10,10,discount,1,1,1,1,240,0.2,M,26.0,2014-12-21,61000.0,0,Q2_중하,1313,408,408.0,False,204.0,1,246.0,2.0,1,5.11,0.0
00857b24b13f4fe0ad17b605f00357f5,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,73418,5,20,10,discount,1,1,0,0,240,0.25,M,71.0,2017-10-23,41000.0,0,Q1_저,276,816,816.0,False,,0,,,0,,
00857b24b13f4fe0ad17b605f00357f5,4d5c57ea9a6940dd891ad53e9dbe8da0,0,9874,10,10,5,bogo,1,1,1,1,120,1.0,M,71.0,2017-10-23,41000.0,0,Q1_저,276,120,120.0,False,0.0,1,,,0,,
00857b24b13f4fe0ad17b605f00357f5,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,47969,5,5,7,bogo,1,1,1,0,168,1.0,M,71.0,2017-10-23,41000.0,0,Q1_저,276,576,576.0,False,,0,,,0,,
00857b24b13f4fe0ad17b605f00357f5,ae264e3637204a6fb9bb56bc8210ddfd,504,60678,10,10,7,bogo,0,1,1,1,168,1.0,M,71.0,2017-10-23,41000.0,0,Q1_저,276,672,672.0,False,522.0,1,,,0,,
00857b24b13f4fe0ad17b605f00357f5,f19421c1d4aa40978ebb69ca19b0e20d,336,35343,5,5,5,bogo,1,1,1,1,120,1.0,M,71.0,2017-10-23,41000.0,0,Q1_저,276,456,456.0,False,354.0,1,,,0,,
008d7088107b468893889da0ede0df5c,2906b810c7d4411798c6938adc9daaa5,168,23791,2,10,7,discount,1,1,1,0,168,0.2,M,24.0,2017-09-10,42000.0,0,Q1_저,319,336,336.0,False,,0,,,0,,
008d7088107b468893889da0ede0df5c,4d5c57ea9a6940dd891ad53e9dbe8da0,504,61955,10,10,5,bogo,1,1,1,1,120,1.0,M,24.0,2017-09-10,42000.0,0,Q1_저,319,624,624.0,False,558.0,1,,,0,,
008d7088107b468893889da0ede0df5c,5a8bc65990b245e5a138643cd4eb9837,336,36477,0,0,3,informational,0,1,1,1,72,,M,24.0,2017-09-10,42000.0,0,Q1_저,319,408,408.0,False,396.0,1,,,0,,
008d7088107b468893889da0ede0df5c,5a8bc65990b245e5a138643cd4eb9837,576,74721,0,0,3,informational,0,1,1,1,72,,M,24.0,2017-09-10,42000.0,0,Q1_저,319,648,648.0,False,606.0,1,,,0,,
008d7088107b468893889da0ede0df5c,ae264e3637204a6fb9bb56bc8210ddfd,408,49257,10,10,7,bogo,0,1,1,1,168,1.0,M,24.0,2017-09-10,42000.0,0,Q1_저,319,576,576.0,False,408.0,1,,,0,,
008d7088107b468893889da0ede0df5c,f19421c1d4aa40978ebb69ca19b0e20d,0,11128,5,5,5,bogo,1,1,1,1,120,1.0,M,24.0,2017-09-10,42000.0,0,Q1_저,319,120,120.0,False,18.0,1,,,0,,
0091d2b6a5ea4defaa8393e4e816db60,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,13226,5,20,10,discount,1,1,0,0,240,0.25,F,62.0,2016-06-17,81000.0,0,Q4_고,769,408,408.0,False,252.0,1,300.0,5.0,1,27.03,0.0
0091d2b6a5ea4defaa8393e4e816db60,4d5c57ea9a6940dd891ad53e9dbe8da0,0,584,10,10,5,bogo,1,1,1,1,120,1.0,F,62.0,2016-06-17,81000.0,0,Q4_고,769,120,120.0,False,6.0,1,6.0,10.0,1,18.26,0.0
0091d2b6a5ea4defaa8393e4e816db60,4d5c57ea9a6940dd891ad53e9dbe8da0,576,64092,10,10,5,bogo,1,1,1,1,120,1.0,F,62.0,2016-06-17,81000.0,0,Q4_고,769,696,696.0,False,576.0,1,,,0,,
0091d2b6a5ea4defaa8393e4e816db60,f19421c1d4aa40978ebb69ca19b0e20d,408,38634,5,5,5,bogo,1,1,1,1,120,1.0,F,62.0,2016-06-17,81000.0,0,Q4_고,769,528,504.0,True,408.0,1,408.0,5.0,1,27.32,0.0
0091d2b6a5ea4defaa8393e4e816db60,f19421c1d4aa40978ebb69ca19b0e20d,504,51391,5,5,5,bogo,1,1,1,1,120,1.0,F,62.0,2016-06-17,81000.0,0,Q4_고,769,624,624.0,False,510.0,1,540.0,5.0,1,42.83,0.0
0092a132ead946ceb30d11a1ed513d20,2298d6c36e964ae4a3e7e9706d1fb8c2,336,35833,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-05-02,,1,,85,504,504.0,False,336.0,1,,,0,,
0092a132ead946ceb30d11a1ed513d20,2906b810c7d4411798c6938adc9daaa5,576,74050,2,10,7,discount,1,1,1,0,168,0.2,,,2018-05-02,,1,,85,744,744.0,False,582.0,1,,,0,,
0092a132ead946ceb30d11a1ed513d20,5a8bc65990b245e5a138643cd4eb9837,504,54837,0,0,3,informational,0,1,1,1,72,,,,2018-05-02,,1,,85,576,576.0,False,504.0,1,,,0,,
0092a132ead946ceb30d11a1ed513d20,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,10475,5,5,7,bogo,1,1,1,0,168,1.0,,,2018-05-02,,1,,85,168,168.0,False,30.0,1,,,0,,
0092a132ead946ceb30d11a1ed513d20,ae264e3637204a6fb9bb56bc8210ddfd,408,45361,10,10,7,bogo,0,1,1,1,168,1.0,,,2018-05-02,,1,,85,576,576.0,False,408.0,1,,,0,,
0092a132ead946ceb30d11a1ed513d20,f19421c1d4aa40978ebb69ca19b0e20d,168,16719,5,5,5,bogo,1,1,1,1,120,1.0,,,2018-05-02,,1,,85,288,288.0,False,174.0,1,,,0,,
0099bf30e4cb4265875266eb3eb25eab,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,33507,5,20,10,discount,1,1,0,0,240,0.25,M,61.0,2018-02-14,66000.0,0,Q3_중상,162,576,576.0,False,,0,420.0,5.0,1,68.82,0.0
0099bf30e4cb4265875266eb3eb25eab,2906b810c7d4411798c6938adc9daaa5,504,59007,2,10,7,discount,1,1,1,0,168,0.2,M,61.0,2018-02-14,66000.0,0,Q3_중상,162,672,576.0,True,,0,,,0,,
0099bf30e4cb4265875266eb3eb25eab,2906b810c7d4411798c6938adc9daaa5,576,71701,2,10,7,discount,1,1,1,0,168,0.2,M,61.0,2018-02-14,66000.0,0,Q3_중상,162,744,744.0,False,576.0,1,,,0,,
0099bf30e4cb4265875266eb3eb25eab,4d5c57ea9a6940dd891ad53e9dbe8da0,168,20853,10,10,5,bogo,1,1,1,1,120,1.0,M,61.0,2018-02-14,66000.0,0,Q3_중상,162,288,288.0,False,180.0,1,,,0,,
0099bf30e4cb4265875266eb3eb25eab,fafdcd668e3743c1bb461111dcafc2a4,0,8180,2,10,10,discount,1,1,1,1,240,0.2,M,61.0,2018-02-14,66000.0,0,Q3_중상,162,240,240.0,False,0.0,1,234.0,2.0,1,5.76,0.0
009d10c2c38a4fd795a7bc6ddbbddb78,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,16821,5,20,10,discount,1,1,0,0,240,0.25,,,2018-06-27,,1,,29,408,408.0,False,228.0,1,,,0,,
009d10c2c38a4fd795a7bc6ddbbddb78,2298d6c36e964ae4a3e7e9706d1fb8c2,336,29505,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-06-27,,1,,29,504,504.0,False,342.0,1,,,0,,
009d10c2c38a4fd795a7bc6ddbbddb78,2298d6c36e964ae4a3e7e9706d1fb8c2,576,67653,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-06-27,,1,,29,744,744.0,False,576.0,1,,,0,,
009d10c2c38a4fd795a7bc6ddbbddb78,2906b810c7d4411798c6938adc9daaa5,504,54927,2,10,7,discount,1,1,1,0,168,0.2,,,2018-06-27,,1,,29,672,672.0,False,552.0,1,,,0,,
009d10c2c38a4fd795a7bc6ddbbddb78,f19421c1d4aa40978ebb69ca19b0e20d,408,42189,5,5,5,bogo,1,1,1,1,120,1.0,,,2018-06-27,,1,,29,528,528.0,False,408.0,1,,,0,,
00a794f62b9a48beb58f8f6c02c2f1a6,3f207df678b143eea3cee63160fa8bed,0,9783,0,0,4,informational,1,1,1,0,96,,F,88.0,2015-10-24,54000.0,0,Q2_중하,1006,96,96.0,False,24.0,1,,,0,,
00a794f62b9a48beb58f8f6c02c2f1a6,3f207df678b143eea3cee63160fa8bed,168,22463,0,0,4,informational,1,1,1,0,96,,F,88.0,2015-10-24,54000.0,0,Q2_중하,1006,264,264.0,False,174.0,1,,,0,,
00a794f62b9a48beb58f8f6c02c2f1a6,3f207df678b143eea3cee63160fa8bed,336,35124,0,0,4,informational,1,1,1,0,96,,F,88.0,2015-10-24,54000.0,0,Q2_중하,1006,432,432.0,False,354.0,1,,,0,,
00a794f62b9a48beb58f8f6c02c2f1a6,4d5c57ea9a6940dd891ad53e9dbe8da0,408,47881,10,10,5,bogo,1,1,1,1,120,1.0,F,88.0,2015-10-24,54000.0,0,Q2_중하,1006,528,528.0,False,414.0,1,,,0,,
00a794f62b9a48beb58f8f6c02c2f1a6,f19421c1d4aa40978ebb69ca19b0e20d,504,60585,5,5,5,bogo,1,1,1,1,120,1.0,F,88.0,2015-10-24,54000.0,0,Q2_중하,1006,624,624.0,False,504.0,1,534.0,5.0,1,11.27,0.0
