Order ID,Order Date,State/Province,Region,Country/Region,Category,Segment,Sales,Quantity,Discount,Profit,Order Year
US-2023-149020,2023-01-10,Virginia,South,United States,Furniture,Corporate,51.94,1,0.0,21.2954,2023
US-2023-149020,2023-01-10,Virginia,South,United States,Office Supplies,Corporate,2.89,1,0.0,1.3583,2023
US-2023-130092,2023-01-11,Delaware,East,United States,Furniture,Consumer,9.94,2,0.0,3.0813999999999995,2023
US-2023-157147,2023-01-13,California,West,United States,Furniture,Consumer,333.99899999999997,3,0.15,3.929400000000008,2023
US-2023-109232,2023-01-13,South Carolina,South,United States,Furniture,Consumer,545.9399999999999,6,0.0,87.35040000000004,2023
US-2023-157147,2023-01-13,California,West,United States,Office Supplies,Consumer,19.9,5,0.0,6.566999999999998,2023
US-2023-118192,2023-01-13,Ohio,East,United States,Office Supplies,Consumer,3.4380000000000006,2,0.7,-2.5212000000000003,2023
US-2023-162775,2023-01-13,Louisiana,South,United States,Office Supplies,Corporate,5.64,3,0.0,2.7071999999999994,2023
US-2023-162775,2023-01-13,Louisiana,South,United States,Office Supplies,Corporate,50.94,3,0.0,25.47,2023
US-2023-162775,2023-01-13,Louisiana,South,United States,Office Supplies,Corporate,11.36,2,0.0,5.339199999999999,2023
US-2023-118192,2023-01-13,Ohio,East,United States,Office Supplies,Consumer,37.408,7,0.2,13.0928,2023
US-2023-162775,2023-01-13,Louisiana,South,United States,Office Supplies,Corporate,572.58,6,0.0,34.354799999999955,2023
US-2023-157147,2023-01-13,California,West,United States,Office Supplies,Consumer,1325.8500000000001,5,0.0,238.6529999999999,2023
US-2023-162775,2023-01-13,Louisiana,South,United States,Technology,Corporate,646.74,6,0.0,258.696,2023
US-2023-149524,2023-01-14,Pennsylvania,East,United States,Furniture,Corporate,61.96,4,0.5,-53.28560000000001,2023
US-2023-103366,2023-01-15,Georgia,South,United States,Technology,Consumer,149.95,5,0.0,65.97800000000001,2023
US-2023-115791,2023-01-16,Pennsylvania,East,United States,Furniture,Consumer,127.10400000000001,6,0.2,28.598399999999998,2023
US-2023-115791,2023-01-16,Pennsylvania,East,United States,Office Supplies,Consumer,18.588000000000005,2,0.7,-13.6312,2023
US-2023-115791,2023-01-16,Pennsylvania,East,United States,Office Supplies,Consumer,30.072000000000003,3,0.2,10.149299999999997,2023
US-2023-115791,2023-01-16,Pennsylvania,East,United States,Technology,Consumer,124.19999999999999,3,0.4,-31.05000000000001,2023
US-2023-123477,2023-01-18,Oregon,West,United States,Office Supplies,Corporate,64.864,4,0.2,6.486400000000003,2023
US-2023-146591,2023-01-19,Arizona,West,United States,Furniture,Consumer,181.47000000000003,5,0.7,-320.597,2023
US-2023-146591,2023-01-19,Arizona,West,United States,Office Supplies,Consumer,32.34,10,0.7,-23.716,2023
US-2023-146591,2023-01-19,Arizona,West,United States,Office Supplies,Consumer,108.72,5,0.2,36.693,2023
US-2023-146591,2023-01-19,Arizona,West,United States,Office Supplies,Consumer,56.064,4,0.2,19.6224,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Furniture,Consumer,1067.94,3,0.0,224.2673999999999,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Furniture,Consumer,14.73,3,0.0,4.860899999999999,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Furniture,Consumer,272.94,3,0.0,30.02340000000001,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Furniture,Consumer,38.6,4,0.0,11.579999999999998,2023
US-2023-148614,2023-01-20,California,West,United States,Furniture,Consumer,19.3,2,0.0,5.789999999999999,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,247.716,4,0.1,93.58160000000001,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Office Supplies,Consumer,22.959999999999997,7,0.0,6.658399999999997,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Office Supplies,Consumer,6.63,3,0.0,1.7901,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,43.92,3,0.0,12.736799999999999,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,19.05,5,0.0,8.953499999999998,2023
US-2023-147774,2023-01-20,Tennessee,South,United States,Office Supplies,Corporate,67.194,1,0.7,-51.515399999999985,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,29.700000000000003,5,0.0,13.365,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Office Supplies,Consumer,23.34,3,0.0,10.9698,2023
US-2023-148614,2023-01-20,California,West,United States,Office Supplies,Consumer,19.36,2,0.0,9.2928,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,13.98,1,0.0,4.0542,2023
US-2023-167927,2023-01-20,Michigan,Central,United States,Office Supplies,Consumer,66.58,2,0.0,15.979199999999999,2023
US-2023-147627,2023-01-20,Arkansas,South,United States,Technology,Consumer,699.93,7,0.0,181.9818,2023
US-2023-110422,2023-01-21,Florida,South,United States,Furniture,Consumer,25.248,3,0.2,4.102799999999999,2023
CA-2023-115238,2023-01-21,Ontario,East,Canada,Furniture,Corporate,24.3,5,0.0,10.45,2023
CA-2023-115238,2023-01-21,Ontario,East,Canada,Furniture,Corporate,9.48,1,0.0,3.79,2023
CA-2023-115238,2023-01-21,Ontario,East,Canada,Furniture,Corporate,31.4,5,0.0,13.19,2023
CA-2023-115238,2023-01-21,Ontario,East,Canada,Office Supplies,Corporate,6.48,1,0.0,3.11,2023
CA-2023-115238,2023-01-21,Ontario,East,Canada,Technology,Corporate,209.5,10,0.0,58.66,2023
US-2023-146997,2023-01-23,Indiana,Central,United States,Office Supplies,Consumer,5.9399999999999995,3,0.0,0.0,2023
US-2023-102645,2023-01-23,Nevada,West,United States,Office Supplies,Consumer,40.08,6,0.0,19.2384,2023
US-2023-167997,2023-01-26,South Dakota,Central,United States,Furniture,Corporate,141.96,2,0.0,39.7488,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Furniture,Home Office,12.419999999999998,3,0.0,4.4712,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Furniture,Home Office,62.82000000000001,3,0.0,30.7818,2023
US-2023-167997,2023-01-26,South Dakota,Central,United States,Office Supplies,Corporate,10.68,2,0.0,5.0196,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Office Supplies,Home Office,16.68,2,0.0,8.34,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Office Supplies,Home Office,19.44,3,0.0,9.3312,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Office Supplies,Home Office,489.92,8,0.0,0.0,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Technology,Home Office,187.98,2,0.0,52.6344,2023
US-2023-155502,2023-01-26,Virginia,South,United States,Technology,Home Office,155.35,13,0.0,0.0,2023
US-2023-117163,2023-01-27,California,West,United States,Furniture,Consumer,333.0,3,0.2,-16.64999999999999,2023
US-2023-117163,2023-01-27,California,West,United States,Office Supplies,Consumer,36.44,4,0.0,12.025199999999998,2023
US-2023-117163,2023-01-27,California,West,United States,Office Supplies,Consumer,57.23,1,0.0,14.307499999999997,2023
US-2023-100328,2023-01-28,New York,East,United States,Office Supplies,Consumer,3.9280000000000004,1,0.2,1.3256999999999999,2023
US-2023-134103,2023-01-30,Michigan,Central,United States,Office Supplies,Consumer,10.56,2,0.0,4.752,2023
US-2023-134103,2023-01-30,Michigan,Central,United States,Office Supplies,Consumer,229.94,2,0.0,6.898200000000003,2023
US-2023-115161,2023-01-31,California,West,United States,Furniture,Consumer,290.666,2,0.15,3.4195999999999884,2023
US-2023-140795,2023-02-01,Wisconsin,Central,United States,Technology,Consumer,468.90000000000003,6,0.0,206.31600000000006,2023
US-2023-123400,2023-02-02,Florida,South,United States,Office Supplies,Consumer,18.336000000000002,2,0.7,-12.224,2023
US-2023-139857,2023-02-02,California,West,United States,Office Supplies,Home Office,12.350000000000001,5,0.0,5.8045,2023
US-2023-123400,2023-02-02,Florida,South,United States,Technology,Consumer,180.96,5,0.2,13.571999999999996,2023
US-2023-111059,2023-02-03,Washington,West,United States,Office Supplies,Consumer,13.272000000000002,3,0.2,4.3134,2023
US-2023-111059,2023-02-03,Washington,West,United States,Office Supplies,Consumer,83.84,2,0.2,27.247999999999998,2023
US-2023-104808,2023-02-04,California,West,United States,Office Supplies,Corporate,17.248,2,0.2,6.036799999999999,2023
US-2023-107181,2023-02-04,California,West,United States,Office Supplies,Home Office,82.896,3,0.2,29.0136,2023
US-2023-107181,2023-02-04,California,West,United States,Office Supplies,Home Office,34.24,4,0.0,16.0928,2023
US-2023-108182,2023-02-06,Illinois,Central,United States,Office Supplies,Consumer,8.951999999999998,2,0.8,-14.770800000000001,2023
US-2023-131905,2023-02-06,Virginia,South,United States,Office Supplies,Corporate,15.0,4,0.0,7.199999999999999,2023
US-2023-131905,2023-02-06,Virginia,South,United States,Technology,Corporate,144.95,5,0.0,42.035499999999985,2023
US-2023-131905,2023-02-06,Virginia,South,United States,Technology,Corporate,161.61,1,0.0,42.018600000000006,2023
US-2023-169390,2023-02-07,New York,East,United States,Office Supplies,Corporate,64.96,4,0.0,9.744,2023
US-2023-107755,2023-02-07,New Jersey,East,United States,Technology,Corporate,115.36,7,0.0,49.60480000000001,2023
US-2023-125759,2023-02-08,Nevada,West,United States,Furniture,Home Office,14.56,2,0.0,5.5328,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Furniture,Consumer,60.89,1,0.0,15.222499999999997,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Furniture,Consumer,332.94,3,0.0,53.270399999999995,2023
US-2023-127614,2023-02-11,Virginia,South,United States,Furniture,Consumer,1256.22,6,0.0,75.37319999999994,2023
US-2023-127614,2023-02-11,Virginia,South,United States,Office Supplies,Consumer,17.46,2,0.0,8.206199999999999,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Office Supplies,Consumer,51.900000000000006,3,0.0,24.393,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Office Supplies,Consumer,9.64,2,0.0,4.4344,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Office Supplies,Consumer,14.940000000000001,3,0.0,6.8724,2023
US-2023-168368,2023-02-11,Missouri,Central,United States,Office Supplies,Consumer,64.96,2,0.0,2.598399999999998,2023
US-2023-127614,2023-02-11,Virginia,South,United States,Technology,Consumer,234.45000000000002,3,0.0,103.15800000000003,2023
US-2023-110674,2023-02-12,California,West,United States,Furniture,Consumer,129.568,2,0.2,-24.29400000000002,2023
US-2023-121762,2023-02-14,Washington,West,United States,Office Supplies,Corporate,81.96,2,0.0,22.9488,2023
US-2023-107706,2023-02-14,Texas,Central,United States,Office Supplies,Consumer,16.176000000000002,3,0.2,6.065999999999999,2023
US-2023-121762,2023-02-14,Washington,West,United States,Office Supplies,Corporate,238.62,2,0.0,4.772400000000005,2023
US-2023-121762,2023-02-14,Washington,West,United States,Technology,Corporate,239.96999999999997,3,0.0,86.38919999999999,2023
US-2023-165568,2023-02-15,Washington,West,United States,Office Supplies,Corporate,21.36,5,0.2,7.209,2023
US-2023-122567,2023-02-16,Texas,Central,United States,Office Supplies,Consumer,7.959999999999997,2,0.8,-13.930000000000003,2023
US-2023-122567,2023-02-16,Texas,Central,United States,Office Supplies,Consumer,1.0799999999999998,3,0.8,-1.7280000000000002,2023
US-2023-154165,2023-02-17,Illinois,Central,United States,Office Supplies,Consumer,54.208,14,0.2,8.808799999999998,2023
US-2023-165589,2023-02-18,Texas,Central,United States,Furniture,Consumer,25.16,5,0.6,-11.322,2023
US-2023-152905,2023-02-18,Texas,Central,United States,Office Supplies,Consumer,12.624,2,0.2,-2.524800000000002,2023
US-2023-109491,2023-02-20,Indiana,Central,United States,Furniture,Corporate,20.32,4,0.0,6.908799999999999,2023
US-2023-164903,2023-02-20,California,West,United States,Office Supplies,Home Office,12.96,2,0.0,6.2208000000000006,2023
US-2023-109491,2023-02-20,Indiana,Central,United States,Technology,Corporate,62.31,3,0.0,22.4316,2023
US-2023-165540,2023-02-21,Illinois,Central,United States,Office Supplies,Consumer,8.849999999999998,5,0.8,-13.717499999999998,2023
US-2023-133354,2023-02-22,California,West,United States,Office Supplies,Consumer,19.44,3,0.0,9.3312,2023
US-2023-103744,2023-02-23,Texas,Central,United States,Office Supplies,Home Office,4.427999999999999,3,0.8,-6.863399999999999,2023
US-2023-103744,2023-02-23,Texas,Central,United States,Office Supplies,Home Office,6.936000000000001,3,0.2,2.3409000000000004,2023
US-2023-137680,2023-02-24,Oregon,West,United States,Office Supplies,Consumer,22.776000000000003,3,0.2,7.6869,2023
US-2023-137680,2023-02-24,Oregon,West,United States,Office Supplies,Consumer,32.896,4,0.2,11.102399999999996,2023
US-2023-156545,2023-02-27,Ohio,East,United States,Office Supplies,Consumer,19.456000000000003,4,0.2,3.404799999999998,2023
US-2023-113880,2023-03-01,Illinois,Central,United States,Furniture,Home Office,634.116,6,0.3,-172.11720000000003,2023
US-2023-131009,2023-03-01,Texas,Central,United States,Furniture,Consumer,362.24999999999994,6,0.3,0.0,2023
US-2023-104269,2023-03-01,Washington,West,United States,Furniture,Consumer,457.56800000000004,2,0.2,51.47639999999994,2023
US-2023-131009,2023-03-01,Texas,Central,United States,Furniture,Consumer,63.55200000000001,6,0.6,-34.9536,2023
US-2023-168312,2023-03-01,Texas,Central,United States,Furniture,Consumer,376.50899999999996,3,0.3,-43.029600000000045,2023
US-2023-131009,2023-03-01,Texas,Central,United States,Office Supplies,Consumer,18.84,5,0.2,-3.5324999999999998,2023
US-2023-113880,2023-03-01,Illinois,Central,United States,Office Supplies,Home Office,17.472,3,0.2,5.678399999999998,2023
US-2023-131009,2023-03-01,Texas,Central,United States,Office Supplies,Consumer,129.552,3,0.2,-22.671600000000005,2023
US-2023-168312,2023-03-01,Texas,Central,United States,Office Supplies,Consumer,137.352,3,0.2,8.584499999999991,2023
US-2023-143707,2023-03-01,New York,East,United States,Technology,Home Office,5.9399999999999995,3,0.0,1.6038,2023
US-2023-107524,2023-03-02,New York,East,United States,Office Supplies,Home Office,11.36,2,0.0,5.339199999999999,2023
US-2023-111157,2023-03-02,Pennsylvania,East,United States,Office Supplies,Corporate,3.4240000000000004,1,0.2,1.0699999999999996,2023
US-2023-107524,2023-03-02,New York,East,United States,Office Supplies,Home Office,36.4,5,0.0,17.472,2023
US-2023-111157,2023-03-02,Pennsylvania,East,United States,Technology,Corporate,151.20000000000002,3,0.2,32.13,2023
US-2023-127978,2023-03-03,Ohio,East,United States,Furniture,Corporate,302.45,5,0.5,-199.61700000000002,2023
US-2023-105648,2023-03-03,California,West,United States,Furniture,Consumer,626.3520000000001,3,0.2,-23.48820000000009,2023
US-2023-130421,2023-03-03,Texas,Central,United States,Office Supplies,Consumer,176.77199999999996,3,0.8,-459.60720000000003,2023
US-2023-155852,2023-03-03,North Carolina,South,United States,Office Supplies,Consumer,19.456000000000003,4,0.2,3.404799999999998,2023
US-2023-127964,2023-03-03,New York,East,United States,Office Supplies,Home Office,25.32,5,0.2,9.178500000000001,2023
US-2023-127964,2023-03-03,New York,East,United States,Office Supplies,Home Office,125.76,3,0.2,40.872,2023
US-2023-127978,2023-03-03,Ohio,East,United States,Office Supplies,Corporate,15.120000000000001,3,0.2,4.913999999999999,2023
US-2023-127978,2023-03-03,Ohio,East,United States,Office Supplies,Corporate,44.672000000000004,8,0.2,-10.051200000000003,2023
US-2023-127964,2023-03-03,New York,East,United States,Technology,Home Office,9.99,1,0.0,4.5954,2023
US-2023-117016,2023-03-04,Florida,South,United States,Office Supplies,Consumer,15.552000000000003,3,0.2,2.332799999999999,2023
US-2023-116239,2023-03-04,South Carolina,South,United States,Office Supplies,Consumer,354.90000000000003,5,0.0,17.744999999999962,2023
US-2023-169061,2023-03-05,New York,East,United States,Office Supplies,Consumer,59.519999999999996,3,0.0,15.475200000000001,2023
US-2023-169061,2023-03-05,New York,East,United States,Office Supplies,Consumer,49.632000000000005,6,0.2,16.750799999999998,2023
US-2023-169061,2023-03-05,New York,East,United States,Office Supplies,Consumer,97.82,2,0.0,45.97539999999999,2023
US-2023-169061,2023-03-05,New York,East,United States,Office Supplies,Consumer,18.62,2,0.0,5.399799999999999,2023
US-2023-169061,2023-03-05,New York,East,United States,Technology,Consumer,479.97,3,0.0,177.58890000000002,2023
US-2023-104563,2023-03-07,Washington,West,United States,Furniture,Corporate,436.70400000000006,6,0.2,21.835199999999986,2023
US-2023-156587,2023-03-07,Washington,West,United States,Furniture,Consumer,48.712,1,0.2,5.480099999999997,2023
US-2023-104563,2023-03-07,Washington,West,United States,Furniture,Corporate,481.56800000000004,2,0.2,54.17639999999993,2023
US-2023-104563,2023-03-07,Washington,West,United States,Office Supplies,Corporate,20.65,5,0.0,9.498999999999999,2023
US-2023-156587,2023-03-07,Washington,West,United States,Office Supplies,Consumer,17.94,3,0.0,4.6644000000000005,2023
US-2023-131982,2023-03-07,Washington,West,United States,Office Supplies,Home Office,107.64800000000001,2,0.2,33.639999999999986,2023
US-2023-104563,2023-03-07,Washington,West,United States,Office Supplies,Corporate,204.89999999999998,5,0.0,0.0,2023
US-2023-156587,2023-03-07,Washington,West,United States,Office Supplies,Consumer,242.94,3,0.0,4.858800000000016,2023
US-2023-140116,2023-03-10,Colorado,West,United States,Office Supplies,Consumer,83.168,4,0.2,9.356399999999994,2023
US-2023-100279,2023-03-10,Michigan,Central,United States,Office Supplies,Consumer,22.38,2,0.0,10.7424,2023
US-2023-140116,2023-03-10,Colorado,West,United States,Office Supplies,Consumer,636.4080000000001,3,0.2,-15.910200000000088,2023
US-2023-166884,2023-03-11,Ohio,East,United States,Furniture,Consumer,8.32,5,0.2,2.2880000000000003,2023
US-2023-114790,2023-03-11,Kentucky,South,United States,Office Supplies,Corporate,146.76,3,0.0,38.1576,2023
US-2023-103338,2023-03-11,California,West,United States,Office Supplies,Consumer,7.98,3,0.0,2.0747999999999998,2023
US-2023-166884,2023-03-11,Ohio,East,United States,Office Supplies,Consumer,10.464000000000002,6,0.2,1.7003999999999992,2023
US-2023-114790,2023-03-11,Kentucky,South,United States,Office Supplies,Corporate,14.940000000000001,3,0.0,7.021800000000001,2023
US-2023-158337,2023-03-11,New York,East,United States,Office Supplies,Consumer,108.92,14,0.0,49.013999999999996,2023
US-2023-114790,2023-03-11,Kentucky,South,United States,Technology,Corporate,32.96,2,0.0,14.172800000000002,2023
US-2023-114790,2023-03-11,Kentucky,South,United States,Technology,Corporate,587.97,3,0.0,164.63160000000005,2023
CA-2023-139675,2023-03-13,Alberta,West,Canada,Furniture,Home Office,915.14,4,0.2,102.95,2023
CA-2023-139675,2023-03-13,Alberta,West,Canada,Furniture,Home Office,327.76,8,0.0,91.77,2023
US-2023-125521,2023-03-14,Virginia,South,United States,Furniture,Home Office,1139.92,4,0.0,284.98,2023
US-2023-157623,2023-03-14,California,West,United States,Office Supplies,Corporate,3.38,1,0.0,1.2506,2023
US-2023-114510,2023-03-14,Utah,West,United States,Office Supplies,Consumer,33.088,4,0.2,11.1672,2023
US-2023-114510,2023-03-14,Utah,West,United States,Office Supplies,Consumer,62.048,2,0.2,20.165599999999998,2023
US-2023-100293,2023-03-14,Florida,South,United States,Office Supplies,Home Office,91.056,6,0.2,31.869599999999995,2023
US-2023-157623,2023-03-14,California,West,United States,Office Supplies,Corporate,10.56,2,0.0,4.752,2023
US-2023-152618,2023-03-14,Illinois,Central,United States,Office Supplies,Home Office,8.448,2,0.2,2.6399999999999997,2023
US-2023-114510,2023-03-14,Utah,West,United States,Office Supplies,Consumer,80.98,1,0.0,3.2391999999999967,2023
US-2023-114510,2023-03-14,Utah,West,United States,Office Supplies,Consumer,21.36,2,0.0,5.767200000000001,2023
US-2023-114510,2023-03-14,Utah,West,United States,Technology,Consumer,82.80000000000001,12,0.0,6.623999999999995,2023
US-2023-152618,2023-03-14,Illinois,Central,United States,Technology,Home Office,574.91,2,0.3,156.04699999999997,2023
US-2023-149958,2023-03-15,Florida,South,United States,Furniture,Consumer,45.696,3,0.2,5.140799999999992,2023
US-2023-149958,2023-03-15,Florida,South,United States,Office Supplies,Consumer,7.218,3,0.7,-5.533800000000001,2023
US-2023-149958,2023-03-15,Florida,South,United States,Office Supplies,Consumer,43.18800000000001,4,0.7,-31.6712,2023
US-2023-149958,2023-03-15,Florida,South,United States,Office Supplies,Consumer,131.904,3,0.2,47.815200000000004,2023
US-2023-149958,2023-03-15,Florida,South,United States,Office Supplies,Consumer,142.776,1,0.2,17.84699999999998,2023
US-2023-157609,2023-03-16,North Carolina,South,United States,Technology,Home Office,471.92,2,0.2,29.49500000000002,2023
US-2023-148838,2023-03-17,New York,East,United States,Furniture,Corporate,1071.576,4,0.4,-553.6476,2023
US-2023-148838,2023-03-17,New York,East,United States,Furniture,Corporate,1579.746,7,0.4,-447.5946999999999,2023
US-2023-148838,2023-03-17,New York,East,United States,Furniture,Corporate,613.908,3,0.4,-122.78160000000003,2023
US-2023-118339,2023-03-17,Minnesota,Central,United States,Office Supplies,Consumer,93.78,2,0.0,36.574200000000005,2023
US-2023-164763,2023-03-17,Mississippi,South,United States,Office Supplies,Corporate,32.67,3,0.0,8.494200000000001,2023
US-2023-158442,2023-03-17,Texas,Central,United States,Office Supplies,Consumer,4.4479999999999995,2,0.2,0.3335999999999999,2023
US-2023-118339,2023-03-17,Minnesota,Central,United States,Office Supplies,Consumer,19.68,6,0.0,5.707199999999998,2023
US-2023-118339,2023-03-17,Minnesota,Central,United States,Office Supplies,Consumer,35.88,6,0.0,17.2224,2023
US-2023-164763,2023-03-17,Mississippi,South,United States,Office Supplies,Corporate,30.44,2,0.0,14.9156,2023
US-2023-164763,2023-03-17,Mississippi,South,United States,Office Supplies,Corporate,11.43,3,0.0,5.3721,2023
US-2023-118339,2023-03-17,Minnesota,Central,United States,Office Supplies,Consumer,53.4,10,0.0,25.098,2023
US-2023-118339,2023-03-17,Minnesota,Central,United States,Office Supplies,Consumer,47.18,7,0.0,23.59,2023
US-2023-148838,2023-03-17,New York,East,United States,Office Supplies,Corporate,155.04,4,0.0,75.9696,2023
US-2023-158442,2023-03-17,Texas,Central,United States,Office Supplies,Consumer,5.184000000000001,1,0.2,1.8792,2023
US-2023-158442,2023-03-17,Texas,Central,United States,Office Supplies,Consumer,15.552000000000003,3,0.2,5.4432,2023
US-2023-148838,2023-03-17,New York,East,United States,Office Supplies,Corporate,34.86,7,0.0,16.3842,2023
US-2023-164763,2023-03-17,Mississippi,South,United States,Office Supplies,Corporate,16.0,4,0.0,7.68,2023
US-2023-164763,2023-03-17,Mississippi,South,United States,Office Supplies,Corporate,12.96,2,0.0,6.3504000000000005,2023
US-2023-127859,2023-03-17,Pennsylvania,East,United States,Office Supplies,Corporate,126.624,6,0.2,41.15279999999999,2023
US-2023-111871,2023-03-18,California,West,United States,Furniture,Home Office,1198.33,10,0.15,70.49000000000001,2023
US-2023-145317,2023-03-18,Florida,South,United States,Furniture,Home Office,122.352,3,0.2,15.29399999999999,2023
US-2023-145317,2023-03-18,Florida,South,United States,Furniture,Home Office,30.768,2,0.2,8.076600000000003,2023
US-2023-131275,2023-03-18,California,West,United States,Furniture,Home Office,111.0,2,0.0,14.430000000000007,2023
US-2023-145317,2023-03-18,Florida,South,United States,Office Supplies,Home Office,8.016,3,0.2,1.0019999999999993,2023
US-2023-145317,2023-03-18,Florida,South,United States,Office Supplies,Home Office,18.936,3,0.2,5.917499999999999,2023
US-2023-145317,2023-03-18,Florida,South,United States,Office Supplies,Home Office,21.376,4,0.2,7.481599999999999,2023
US-2023-131275,2023-03-18,California,West,United States,Office Supplies,Home Office,1856.19,7,0.0,334.11419999999987,2023
US-2023-131275,2023-03-18,California,West,United States,Technology,Home Office,1279.968,4,0.2,415.98959999999994,2023
US-2023-145317,2023-03-18,Florida,South,United States,Technology,Home Office,22638.48,6,0.5,-1811.0784000000021,2023
US-2023-145317,2023-03-18,Florida,South,United States,Technology,Home Office,821.3,4,0.5,-16.426000000000045,2023
US-2023-103989,2023-03-19,Florida,South,United States,Furniture,Corporate,20.016000000000002,3,0.2,5.504400000000001,2023
US-2023-103989,2023-03-19,Florida,South,United States,Furniture,Corporate,4.992000000000001,3,0.2,1.3728000000000002,2023
US-2023-103989,2023-03-19,Florida,South,United States,Office Supplies,Corporate,33.57,5,0.7,-25.737000000000002,2023
US-2023-103989,2023-03-19,Florida,South,United States,Office Supplies,Corporate,11.808,4,0.2,3.9852,2023
US-2023-103989,2023-03-19,Florida,South,United States,Office Supplies,Corporate,26.160000000000004,3,0.2,1.961999999999998,2023
US-2023-103989,2023-03-19,Florida,South,United States,Technology,Corporate,170.24,2,0.2,53.19999999999999,2023
US-2023-103989,2023-03-19,Florida,South,United States,Technology,Corporate,323.97600000000006,3,0.2,28.34789999999998,2023
US-2023-155544,2023-03-21,Tennessee,South,United States,Furniture,Consumer,218.376,3,0.2,-10.918799999999983,2023
US-2023-155544,2023-03-21,Tennessee,South,United States,Furniture,Consumer,32.952000000000005,3,0.2,6.590399999999999,2023
US-2023-163223,2023-03-21,Virginia,South,United States,Office Supplies,Corporate,9.32,4,0.0,2.702799999999999,2023
US-2023-140004,2023-03-21,Ohio,East,United States,Office Supplies,Consumer,6.048,3,0.2,1.5876000000000006,2023
US-2023-140004,2023-03-21,Ohio,East,United States,Office Supplies,Consumer,7.408,2,0.2,1.2037999999999995,2023
US-2023-163223,2023-03-21,Virginia,South,United States,Office Supplies,Corporate,122.94,3,0.0,59.01119999999999,2023
US-2023-163223,2023-03-21,Virginia,South,United States,Office Supplies,Corporate,14.399999999999999,5,0.0,6.623999999999999,2023
