user_pseudo_id,medium,device_category,is_new_visitor,purchased
13861460.3611459608,organic,mobile,1,0
1393130.5334130308,organic,mobile,1,0
13955040.4504199530,organic,mobile,1,0
14179568.2680134480,organic,desktop,1,0
14295909.4412763786,organic,mobile,1,0
14377089.8095400679,organic,desktop,1,0
14497444.9422384728,organic,desktop,1,0
1454384.6672852769,organic,mobile,1,0
1454702.5869072078,cpc,mobile,1,0
1454924.4200287795,organic,desktop,1,0
14659386.2592335582,organic,mobile,1,0
14660111.3466937517,organic,mobile,1,0
1468440.8589924973,organic,mobile,1,0
1479028.5614631415,cpc,desktop,1,0
14852669.9791388097,organic,desktop,0,1
14859230.4842443883,organic,desktop,1,0
1493676.5629798153,organic,desktop,1,0
14955339.6896310536,organic,desktop,1,0
14991339.2702029440,organic,mobile,1,0
1513334.7749546523,organic,mobile,1,0
1513616.9228790726,organic,mobile,1,0
1519346.5874445530,organic,desktop,0,0
1519864.0939122096,organic,desktop,1,0
15276971.3158352088,organic,desktop,1,0
1528542.5868052018,organic,desktop,1,0
1529746.2151935759,organic,desktop,1,0
1534142.3849060315,organic,desktop,1,0
1540370.7983850814,organic,desktop,1,0
15404022.8334704724,organic,desktop,1,0
1540840.8307652027,organic,desktop,1,0
15454557.3002346306,organic,desktop,1,0
15471385.5939071553,cpc,desktop,1,0
15493794.4663857188,organic,desktop,0,0
15609914.3089263363,organic,desktop,1,0
15715580.1889227736,organic,desktop,1,0
1583154.6052383281,organic,desktop,0,0
1586290.6295009252,organic,mobile,1,0
15874986.6333447178,organic,mobile,1,0
15913291.5178538815,organic,mobile,1,0
15936937.6978980021,organic,desktop,1,0
15978497.4679266162,organic,mobile,0,0
1600491.3294364893,cpc,desktop,1,0
1602650.0252760012,organic,desktop,0,0
1603033.1668055706,organic,desktop,1,0
1619042.3128495797,cpc,desktop,1,0
1632698.8853748220,organic,desktop,0,0
1635531.0527343970,cpc,desktop,1,0
16364411.7758265270,organic,mobile,1,0
16477800.9247058873,organic,desktop,0,1
16619516.6499241051,organic,desktop,1,0
16667459.2673647515,organic,desktop,1,0
1677135.4648010799,cpc,tablet,1,0
1680980.9394794084,organic,desktop,1,0
16872350.7934225972,organic,mobile,1,0
1688920.2654830326,organic,desktop,1,0
1690458.7778490258,organic,desktop,0,0
1698979.7313778826,organic,desktop,1,0
17004731.2502599287,organic,mobile,0,0
17088821.2959984175,organic,tablet,1,0
1709204.0031099305,organic,desktop,0,0
17187334.7376557883,organic,desktop,0,0
17230966.2829261253,organic,desktop,1,0
17527023.7105619640,organic,mobile,0,0
1769361.6124696978,organic,mobile,1,0
1773818.5854873896,organic,mobile,1,0
1790839.9829879198,organic,mobile,1,0
1794656.9970653312,organic,desktop,1,0
17975115.8500926396,cpc,desktop,1,0
18102017.9811590658,organic,mobile,1,0
18136847.1798153867,cpc,desktop,1,0
1815378.8005833179,organic,mobile,1,0
18247169.8329596817,organic,desktop,1,0
1830609.6535101867,organic,desktop,0,0
1836215289.8434921970,cpc,mobile,1,0
1854151.7921299477,organic,desktop,1,0
1856280.5800156435,organic,mobile,1,0
1875206.4785580880,organic,desktop,1,0
18881112.0982932507,organic,mobile,1,0
1901459.6189768082,organic,desktop,1,0
19083369.1843830021,organic,desktop,1,0
1910892.6488062129,organic,mobile,1,0
19127713.1946044003,cpc,mobile,1,0
1915861.2747686951,organic,desktop,0,0
19230478.7065245755,organic,desktop,1,0
19297862.2056411858,organic,desktop,0,0
1930951.1042348154,cpc,desktop,1,0
1938261.9946636032,organic,desktop,1,0
19389023.1221707461,organic,desktop,1,0
19411366.5660834475,organic,desktop,1,0
1950680.7850348205,organic,desktop,1,0
1961128.9287219940,organic,mobile,1,0
19745729.9661047910,organic,desktop,0,0
19764244.9061038727,organic,mobile,1,0
19806207.4648676533,organic,desktop,1,0
19832014.9024698805,organic,desktop,1,0
19877544.2153690135,organic,desktop,1,0
1996115.9350577079,organic,mobile,1,0
20016362.4820909455,organic,mobile,1,0
2002577.9589562095,organic,mobile,1,0
20037508.6055547801,organic,mobile,1,0
20195756.6034757849,organic,desktop,1,0
2042831.7286537321,organic,mobile,0,1
2044220784.7585673187,organic,mobile,1,0
20444550.9360006858,organic,desktop,1,0
2053446.0537188341,organic,mobile,1,0
2063313.1298525043,organic,desktop,1,0
2068054.9611310747,cpc,mobile,1,0
2073216.0750205492,organic,mobile,1,0
20772654.4101645725,organic,desktop,1,0
2083538.9147350792,organic,desktop,1,0
2110330.3279648754,organic,desktop,1,0
21136683.0730930138,organic,desktop,1,0
21186344.0480007338,organic,desktop,1,0
2119396033.5347272934,organic,desktop,1,0
21255074.2316903864,organic,mobile,1,0
21291201.9716557816,organic,desktop,1,0
2129304.8230025258,organic,mobile,1,0
21426152.9999965412,organic,mobile,0,0
21495461.5630057176,organic,desktop,0,0
21505595.4386047667,organic,desktop,1,0
2150896.8439523961,organic,tablet,1,0
2155829.8873130581,organic,desktop,1,0
2158864.8414298757,organic,desktop,1,0
2160515.1902326402,organic,desktop,1,0
2163216.4694282296,organic,desktop,1,0
21705493.1237510281,organic,desktop,1,0
2171960.0030314859,organic,desktop,1,0
2175065.2192239255,organic,desktop,0,1
2175246.7380754987,organic,mobile,1,0
2207780498.7150035623,organic,mobile,1,0
2221196.1829775355,cpc,desktop,1,0
22322558.3808119866,cpc,desktop,1,0
2232984.6575670000,organic,desktop,0,0
22343888.2408364048,cpc,mobile,1,0
2268493.1062792157,cpc,desktop,1,0
22707483.9649191643,organic,mobile,1,0
2275111.4028372694,organic,mobile,1,0
2276429.9800125809,organic,desktop,1,0
2278847.6693407640,organic,desktop,1,0
22853494.5834403431,organic,mobile,1,0
22865588.3430105195,organic,desktop,0,0
2293348.1504179783,organic,desktop,1,0
22996136.2786720616,organic,tablet,1,0
23009103.6304718639,organic,mobile,1,0
23187562.6596256792,organic,desktop,1,0
23316033.4527068739,organic,mobile,1,0
2335413.8885857657,organic,mobile,1,0
23482938.1621749558,organic,desktop,1,0
23532849.7273967406,organic,tablet,1,0
23745807.9053154828,organic,desktop,1,0
2382978.8216892656,organic,mobile,1,0
23876467.3131944144,cpc,desktop,1,0
2389257.4016460382,organic,mobile,0,0
23968817.7180868014,organic,desktop,1,0
2404283.8805687362,organic,mobile,1,0
2406782.8180648634,organic,mobile,1,0
24092037.2148017146,organic,mobile,1,0
24109792.3232010028,organic,mobile,1,0
2413930.2189073444,cpc,desktop,1,0
2430425.9750330691,organic,desktop,1,0
2437347.4201805462,organic,desktop,1,0
24456683.5681587875,organic,mobile,0,0
24458254.0645745622,organic,desktop,1,0
24606874.9282905077,organic,mobile,1,0
24668995.6269067346,organic,desktop,1,0
24759143.7844473998,organic,desktop,0,0
2485932.4049744611,organic,mobile,1,0
24983394.0609587308,organic,desktop,1,0
2504077.1978796044,organic,desktop,1,0
25134129.0750322529,cpc,desktop,1,0
25162494.6515151538,organic,mobile,1,0
25246776.9671678001,organic,mobile,1,0
25296266.5111266609,organic,desktop,1,0
25369322.2479276775,organic,desktop,1,0
25585313.2441743538,organic,mobile,1,0
2566104.8788692791,organic,mobile,1,0
25693325.9998405448,organic,mobile,1,0
25699111.9128802632,organic,desktop,1,0
25712283.2548580985,organic,mobile,1,1
2572110.7051024470,organic,desktop,1,0
2578001.6969607491,organic,mobile,1,0
2581044.1409968870,organic,desktop,0,0
25835415.0251245983,organic,desktop,0,0
2585608.8944690964,organic,mobile,1,0
25964332.3892971815,organic,desktop,1,0
25999468.5911942181,organic,mobile,1,0
26203579.8214215814,organic,desktop,1,0
26345398.1354143511,organic,desktop,1,0
2637684.2664716834,organic,desktop,1,0
26424635.3695697388,organic,desktop,1,0
26432727.0699976584,organic,desktop,1,0
2644753.6493520713,organic,desktop,0,0
26464090.0464158156,organic,desktop,1,0
2651624.9773733074,organic,mobile,1,0
26563028.9488261223,organic,mobile,1,0
2657559.6262231429,organic,mobile,1,0
2665115.8761808709,organic,mobile,1,0
26772644.3702713592,organic,desktop,0,1
2680827.6566056434,organic,mobile,1,0
26871364.6046547430,cpc,desktop,1,0
2689828.0636215956,organic,mobile,1,0
2695632.3212228943,organic,desktop,0,0
26992464.8436049429,organic,mobile,1,0
2711426.7981464410,organic,mobile,1,0
2738635.9961413788,organic,desktop,1,0
27406300.5146471322,organic,desktop,1,0
2757283.4167473977,organic,mobile,1,0
2770732.9833807396,organic,desktop,1,0
2784433162.4269418205,organic,desktop,1,0
27973593.1763007448,organic,tablet,0,0
27998436.7171322976,organic,mobile,1,0
2810686995.4627124311,organic,mobile,1,0
2830879.5591571314,organic,desktop,1,0
2831043.1385371919,organic,mobile,1,0
28488358.7885503002,organic,desktop,1,0
28595932.8956419443,organic,desktop,0,0
2862818.1612281427,organic,desktop,1,0
28631033.6178277879,cpc,mobile,1,0
28638101.4305898565,organic,mobile,1,0
28699197.0092543926,organic,desktop,1,0
2874123.5239938863,organic,mobile,1,0
28750624.5919803763,organic,desktop,0,0
2878210.2644575353,organic,desktop,1,0
28834418.9181096414,organic,desktop,0,0
29003237.1418287762,organic,mobile,1,0
29060616.4029163657,cpc,mobile,1,1
2922731.0436203747,organic,mobile,0,0
29281493.8735764526,organic,mobile,1,0
29437006.7517444692,organic,desktop,1,0
2945321.2603942833,organic,desktop,0,0
29460428.4137572496,organic,desktop,1,0
2946364.6926432862,organic,mobile,1,0
2960007.4635793458,organic,desktop,1,0
2961549.1349696916,cpc,desktop,1,0
2968645423.6407428046,organic,desktop,1,0
2972700.4684530940,organic,desktop,1,0
29777183.2026149190,organic,desktop,1,0
29857471.4229355384,cpc,desktop,1,0
29872184.5931918924,cpc,mobile,1,0
29872399.0635003502,organic,mobile,1,0
29877567.2503031520,organic,desktop,0,0
2992162.7816495834,organic,desktop,0,1
2992794.4703749262,organic,mobile,0,0
2994973745.4829371593,organic,mobile,0,0
2996299.8831894833,organic,desktop,1,0
29984667.0363731894,organic,desktop,1,1
29989896.2022879040,cpc,mobile,1,0
3007807.7780186219,organic,desktop,1,0
30148340.9496894643,organic,mobile,1,0
30192108.8217675251,cpc,desktop,1,0
30365707.6899641980,organic,mobile,1,0
30378943.0589015820,organic,mobile,1,0
30409668.9640335346,organic,mobile,1,0
30519171.4323076255,organic,desktop,1,0
30528343.7565609310,organic,desktop,0,0
3054940.5115950840,organic,mobile,1,0
30586679.6312306641,organic,desktop,0,0
30606996.3020042721,organic,mobile,0,0
3070669.8711127478,organic,desktop,1,0
30709130.5801495714,organic,desktop,1,0
3079552.1109883510,organic,tablet,1,0
30831070.0418945058,organic,mobile,1,0
3091736.0273308554,organic,mobile,0,1
3101785.3756793994,cpc,desktop,1,0
31062168.0187452171,organic,mobile,1,0
31156852.3924889864,organic,desktop,1,0
31157574.1482314682,organic,desktop,1,0
31175989.2703182611,organic,mobile,1,0
31188290.9331978973,organic,mobile,1,0
31259484.7228189985,organic,desktop,1,0
31393564.9378583146,organic,desktop,1,0
3142664.5144934990,organic,mobile,1,0
3144991.5040151665,organic,desktop,1,0
3148903.8889518954,organic,desktop,1,0
31535232.0437532168,organic,mobile,1,0
31758961.3388797441,organic,desktop,1,0
3178461251.1336317633,organic,mobile,0,0
3179998.2553594690,organic,desktop,1,0
3183775.3729786588,organic,mobile,0,0
31867480.4665631060,organic,mobile,1,0
31905621.9453577136,organic,mobile,1,0
3209814.0353115078,organic,mobile,0,0
3211992.0206209062,organic,mobile,1,0
3218263.9466542125,organic,mobile,1,0
32233385.0161249864,organic,mobile,0,0
32236845.5381091300,organic,mobile,1,0
32241576.1481683741,organic,mobile,0,0
3224459.9117431146,cpc,desktop,1,0
3226259.0459503843,organic,mobile,1,0
32328103.1782726087,cpc,desktop,1,0
32425539.2144015128,organic,tablet,1,0
32448139.6766400840,organic,desktop,1,0
32464174.2880890161,organic,desktop,1,0
32471235.8527632564,organic,mobile,1,0
3249140.7819642786,organic,desktop,1,0
3259754.1136598237,organic,mobile,1,0
32608896.7279342085,organic,mobile,1,0
32631231.0378722641,organic,desktop,1,0
3267532.4169721149,organic,desktop,1,0
3300111.9965024839,organic,desktop,1,0
33077393.2838241562,organic,mobile,1,0
3308704898.2017514860,organic,desktop,1,0
3311844.5521906980,organic,tablet,1,0
3314482.0833572534,organic,mobile,1,0
33277078.0202025516,organic,mobile,1,0
33326266.4776797583,organic,mobile,1,0
3345165.5991839816,organic,mobile,1,0
3350485245.5354967434,organic,mobile,1,0
3359722.3031731029,organic,desktop,1,0
3361720.0434899008,organic,desktop,0,0
3370421.6187185703,organic,desktop,1,0
33766302.3241028381,organic,mobile,1,0
3378623.6902144249,cpc,desktop,0,0
33812419.6815664264,organic,mobile,1,0
33814190.3102470417,organic,desktop,1,0
33816234.0091935456,organic,mobile,1,0
3388799.0699151116,organic,tablet,1,0
33942961.4856705615,organic,mobile,1,0
3396267.7231052071,organic,mobile,0,0
3410005.3240046240,cpc,desktop,1,0
3414099.2722799289,cpc,mobile,1,0
34222302.2433230912,organic,mobile,1,0
34291558.9801362987,organic,desktop,1,0
3432611.1246430943,organic,desktop,0,0
34326566.7207233415,organic,desktop,1,0
3434475.4232528961,organic,mobile,0,1
3442489.8686924691,organic,mobile,0,1
34518048.8279749399,organic,desktop,1,0
3452860.4715306369,organic,desktop,1,0
3459881.1483323789,organic,desktop,1,0
34614836.1391263980,organic,desktop,0,0
3461787.6377090961,cpc,desktop,1,0
34637848.8891512600,cpc,desktop,1,0
3472601.7137252645,organic,desktop,1,0
3483150.6549842300,organic,desktop,0,0
3495504.0884946722,organic,desktop,1,0
34991580.2875914513,cpc,mobile,1,0
3501331.0982427356,organic,desktop,1,0
3506090.2950557821,organic,mobile,1,0
3510105.7283237742,organic,desktop,1,0
3510250.1136292568,organic,desktop,1,0
35192540.1501781688,organic,desktop,1,0
3520049.6744841086,organic,mobile,1,0
35228512.1948136246,organic,desktop,1,0
35248214.0727417857,organic,desktop,0,0
35365041.0955904184,organic,mobile,1,0
35444424.2433626548,organic,desktop,1,0
35458928.8759290628,organic,desktop,1,0
35511513.2537976393,organic,desktop,1,0
35526859.7272689504,organic,desktop,0,0
3553239.7078667188,organic,mobile,0,0
35626013.2825498407,organic,desktop,1,0
35684687.1637832170,organic,desktop,1,0
35738838.6467961770,organic,desktop,1,0
35774406.3546169137,organic,mobile,1,0
3578024.8451339996,organic,mobile,0,0
36016999.7871153595,organic,desktop,1,0
36141363.3262654599,cpc,desktop,1,0
3617740.2894446437,organic,desktop,1,0
3621247.6931138401,organic,desktop,1,0
36314976.7482739417,organic,desktop,1,0
36426116.0187013311,organic,mobile,1,0
3645008.5403884739,organic,desktop,1,0
3647883.2485071102,organic,desktop,1,0
365321855.4484117640,organic,desktop,1,0
3659964.4392980860,organic,desktop,1,0
36621942.4428646018,organic,mobile,1,0
36651977.1149423897,organic,desktop,1,0
36826811.0424708822,organic,desktop,1,0
3685967.3247792959,organic,mobile,1,0
36981184.9269883432,organic,desktop,1,0
3700643479.0436713353,organic,mobile,1,0
3709461.2741125358,organic,desktop,0,0
3718666.6730531460,organic,desktop,1,0
37294978.4189160723,organic,desktop,1,0
37303589.9159739753,organic,desktop,1,0
37312038.7001962062,organic,mobile,1,0
37350364.1473549216,organic,desktop,1,0
3735105.2452428535,cpc,desktop,1,0
3738751818.1770545158,organic,desktop,0,0
37419778.2741758223,organic,desktop,1,0
37470639.4447774753,organic,desktop,1,0
37602307.1427461138,organic,mobile,1,0
3760591.9353776430,organic,mobile,1,0
3761625.5377631309,organic,desktop,0,0
37688112.9838964164,organic,desktop,0,0
37757131.8457131102,organic,desktop,1,0
3777036.7343476181,organic,desktop,1,0
3791983697.7452906706,organic,desktop,1,0
37938740.9285994656,cpc,mobile,0,0
38144226.9207966000,organic,desktop,1,0
38223432.0156421298,organic,desktop,0,0
38373013.9495248134,organic,desktop,1,0
38445150.1415659001,organic,mobile,1,0
38464925.1730519200,organic,desktop,1,0
38529832.1784890949,organic,mobile,1,0
38570160.2085473490,cpc,mobile,1,0
3858520.4026547931,organic,desktop,1,0
3879797.0045869010,organic,mobile,1,0
3883790.5012971472,organic,mobile,0,0
38935867.0140407790,organic,mobile,1,0
38940289.3281759849,cpc,desktop,1,0
3897249084.5770727006,organic,desktop,0,0
38980347.9571569113,organic,mobile,1,0
3911238.4769662681,organic,desktop,1,0
3915859332.7344911656,organic,desktop,1,0
3928605.3500948402,organic,desktop,1,0
39313463.3631514538,organic,mobile,1,0
3941781.2947267495,organic,desktop,0,0
39434174.5075047575,organic,mobile,1,0
39554685.4123060533,organic,desktop,1,0
3969262.6086303065,organic,desktop,1,0
39767201.4818555231,organic,desktop,1,0
39806542.5515801996,organic,desktop,1,0
39834561.1037534307,organic,desktop,1,0
39900664.0026836871,organic,mobile,0,1
3994648569.0651658269,cpc,desktop,1,0
3997756.6840236580,organic,mobile,1,0
40335493.2567038752,organic,desktop,1,0
40364221.0329632750,organic,desktop,1,0
40572382.3364718176,organic,desktop,1,0
4058805.8213427453,organic,mobile,1,0
4073666.5292719256,organic,desktop,1,0
40996840.9651638383,organic,tablet,1,0
41024205.4681945319,organic,mobile,1,0
41142168.2117914705,cpc,mobile,1,0
4118165.9593113577,organic,mobile,1,0
41240049.6795640606,organic,mobile,1,0
41300787.7160755961,organic,mobile,1,0
4132435.3832724004,organic,desktop,1,0
4135818.1293599247,organic,tablet,1,0
41375620.9768028258,organic,mobile,1,0
4145277.1326254457,organic,desktop,1,0
4145315029.7818281220,organic,desktop,1,0
41603541.1137182147,cpc,mobile,1,0
4160583.7896690228,organic,mobile,1,0
41674302.8734498777,organic,desktop,0,0
4169937.4332655341,cpc,desktop,1,0
41703616.4086971768,organic,desktop,1,0
41707359.6641730484,cpc,tablet,1,0
41745947.6464720705,organic,desktop,0,0
4182033.6968566187,organic,desktop,0,0
41840109.9152753966,organic,mobile,0,0
41949391.4571667905,organic,desktop,1,0
4208045.9956939794,organic,mobile,1,0
4212023332.6572982088,organic,desktop,1,0
4213623.2273383358,organic,desktop,1,0
4227889.5991316473,organic,mobile,1,0
42314370.5082817478,organic,mobile,1,0
42318034.1931255991,organic,mobile,1,0
4239458.9831399006,organic,mobile,1,0
42397190.9975944077,organic,desktop,1,0
4257119.2089883864,organic,mobile,1,0
4257733.5023029660,organic,desktop,1,0
42595379.3822582816,organic,mobile,1,0
4263632.0344927727,organic,mobile,1,0
42663671.1623932753,organic,desktop,1,0
4273610.1073641906,organic,desktop,1,0
4273644.7663957590,cpc,desktop,1,0
4278674.4053681041,organic,desktop,1,0
42796817.0165272907,organic,desktop,1,0
42845428.3296257993,organic,desktop,1,0
42922020.6784395196,organic,desktop,1,0
42951770.7449485258,organic,desktop,1,0
42988511.9096536341,organic,mobile,1,0
43000329.0190912233,organic,tablet,0,0
4306567.5907475713,organic,desktop,1,0
4311491.5180397016,cpc,desktop,1,0
4319180.7003457663,organic,mobile,1,0
43301338.6789925615,cpc,desktop,1,0
4334101483.1309219735,organic,mobile,1,0
4335865.9937887517,cpc,desktop,1,0
4338514.5283503632,organic,desktop,1,0
4341321.0196964556,organic,desktop,1,0
43606133.7082922920,organic,desktop,1,0
43640044.7402742585,organic,mobile,1,0
43824191.3980692855,organic,desktop,1,0
43837632.6815581091,organic,desktop,1,0
4394654.2407513583,organic,desktop,1,0
4399291.9760638518,organic,mobile,1,0
44131556.8650421912,organic,desktop,1,0
44134006.4650547610,organic,desktop,1,0
44202281.0895251907,organic,mobile,1,0
4438827.1792992066,organic,desktop,1,0
44394753.0107016440,organic,desktop,1,0
44411482.4753024878,organic,mobile,1,0
4441559.9247055168,organic,desktop,1,0
4450343161.6874066060,organic,desktop,1,0
44782527.1724178617,organic,desktop,0,0
4484105.5198275902,organic,desktop,0,0
4500411.5137982703,organic,mobile,0,0
4501187.8722822235,organic,mobile,1,0
45055904.6272896203,organic,desktop,1,0
45093861.1550874750,organic,desktop,1,0
4516133521.2374070133,organic,desktop,1,0
45182857.0638372056,organic,mobile,0,0
45242801.3923121581,organic,desktop,0,0
45279398.7666861594,cpc,desktop,0,0
45347802.6372363444,organic,mobile,1,0
45360471.9517190787,organic,mobile,1,0
4549721.1046295320,organic,desktop,0,1
45644670.7272314798,cpc,tablet,1,1
45852371.0179526238,organic,mobile,1,0
4586547.7737813781,organic,mobile,1,0
45887980.1518259856,organic,desktop,1,0
45891282.9604024378,organic,mobile,1,0
45943661.1742577779,organic,desktop,1,0
4606122.1395985507,organic,desktop,0,0
46065627.1880964263,organic,mobile,1,0
46080298.7763021758,organic,mobile,1,0
4611812.3216277465,organic,mobile,0,0
4614795.7306919061,organic,mobile,0,0
46219658.1171122922,organic,mobile,1,0
46330024.4788741495,organic,desktop,0,0
4635603.6691008039,organic,mobile,1,0
4646570.0721924267,organic,mobile,1,0
4651794.2500202347,organic,desktop,1,0
4653595.5870345082,cpc,mobile,1,0
46604824.7443033794,organic,desktop,1,0
46608869.6423796283,organic,desktop,1,0
4675080.9295313117,organic,mobile,0,0
46774123.2064728554,organic,mobile,0,0
46807024.7970650337,cpc,mobile,1,0
4690062.5039717664,organic,desktop,1,0
46902607.7030183921,organic,desktop,1,0
46953451.7825270593,organic,mobile,0,0
46972648.1526030896,cpc,desktop,1,0
4713262.5096747942,organic,desktop,1,0
4723010.3543019769,organic,desktop,1,0
47416269.1313769797,organic,mobile,0,1
47425577.0520876567,organic,desktop,1,0
4745309.0858441709,organic,desktop,1,0
4747895462.0710423331,organic,mobile,1,0
4760060155.2330596507,organic,mobile,1,0
4761156.5470297709,organic,mobile,1,0
4764354.7450120807,organic,desktop,1,0
4774062.0666028056,organic,desktop,1,0
47748905.6685110389,organic,desktop,1,0
47769472.3330201267,organic,desktop,1,0
47837246.6689828771,cpc,mobile,1,0
4786113.0548286426,organic,mobile,0,0
47868287.4512029132,cpc,desktop,1,0
47889826.1143642840,organic,mobile,0,0
47914258.7889466969,organic,desktop,1,0
47936789.5000529475,organic,mobile,0,0
4802825.1393849701,organic,desktop,1,0
48035150.7794756396,organic,mobile,1,0
4804024.0418064707,organic,mobile,0,0
48150080.9592471512,organic,mobile,1,0
4819311.8592940779,organic,mobile,1,0
48202646.5929656437,organic,desktop,1,0
4825174.5805170288,organic,mobile,1,0
4846382.5124933993,organic,desktop,1,0
4858799.9867754916,organic,desktop,1,0
4861384034.1851968612,cpc,mobile,1,0
4862936976.8094455930,organic,desktop,1,0
4863867.7719132178,organic,mobile,1,0
48727956.1075404183,organic,mobile,0,0
4893996.9195920064,cpc,mobile,1,0
48981361.3028514075,organic,mobile,0,1
4898462699.2813212949,organic,tablet,1,0
48998188.9981109682,organic,mobile,1,0
4902358.1074330176,organic,desktop,1,0
49055091.9221404447,organic,desktop,1,0
49060364.7793501464,organic,mobile,0,1
4913288.7035661364,organic,mobile,0,0
49180121.1533267410,organic,mobile,1,0
4918871.7634156455,organic,mobile,1,0
49209321.5573158097,organic,desktop,1,0
4931757.3093719948,organic,desktop,1,0
4938934.6462143742,organic,mobile,1,0
4944003.5212602795,organic,desktop,0,0
49472728.5097011906,organic,desktop,1,0
4947804.4889968293,organic,mobile,1,0
49524310.2421345283,organic,desktop,1,0
49801810.8122270688,organic,mobile,0,0
49826903.2475761149,organic,desktop,1,0
4994072.4598037652,organic,mobile,0,0
4995196.8007508232,organic,desktop,0,0
49972222.2824139250,organic,tablet,1,0
5009131.0421248156,organic,desktop,0,0
50147524.0209306452,cpc,desktop,1,0
5020723.4158301508,organic,desktop,1,0
50395591.8616736349,organic,desktop,1,0
5049161.5751539103,organic,mobile,1,0
50495183.4434889150,organic,mobile,1,0
5052433.8058635356,organic,mobile,1,0
50552020.4748862562,organic,desktop,1,0
50614323.9127543874,organic,mobile,1,0
51012596.0259682972,cpc,mobile,1,0
51034463.5355348273,organic,mobile,1,0
5105043.1782598934,organic,mobile,1,0
51065226.4802983076,cpc,desktop,1,1
51069406.8561317613,organic,mobile,1,1
51089965.7418536103,organic,desktop,1,0
51135361.9212237415,organic,mobile,0,0
5134494.8109487052,organic,mobile,1,0
51353951.3216208923,organic,desktop,1,0
5145251.0695186555,organic,desktop,1,0
5145608.2089466546,cpc,mobile,1,0
5154316.9683138370,organic,mobile,0,0
5154351.5722722200,organic,mobile,1,0
5160435.7475219863,organic,desktop,1,0
51862613.4882162178,organic,desktop,1,0
5197348.5445233375,organic,desktop,1,0
5206858.2177831128,organic,desktop,1,0
52075061.8090744386,organic,mobile,1,0
52110723.7796147730,organic,desktop,1,0
5212688.5292141656,organic,desktop,1,0
52180777.0134545440,cpc,desktop,1,0
52197982.2378151930,organic,mobile,1,0
52263569.4712284576,cpc,mobile,1,0
52287956.7851650181,organic,desktop,1,0
5233481.7984881487,organic,mobile,0,0
52387246.4942491324,organic,desktop,1,0
52436914.5372122340,organic,desktop,1,0
5250536796.6211067933,organic,mobile,1,0
52528932.5817890347,organic,mobile,1,0
52594053.3854407850,organic,mobile,0,0
52604911.6632902058,organic,desktop,1,0
5272351.8000783751,cpc,desktop,1,0
5273218.5152268913,organic,desktop,0,0
5297304.3964715619,organic,desktop,0,0
53074988.2161416765,organic,desktop,1,0
5307593.0326958945,organic,desktop,1,0
53079708.7744936920,organic,mobile,1,0
