STD_YM|BLOCK_CD|X_COORD|Y_COORD|MAN_FLOW_POP_CNT_10G|MAN_FLOW_POP_CNT_20G|MAN_FLOW_POP_CNT_30G|MAN_FLOW_POP_CNT_40G|MAN_FLOW_POP_CNT_50G|MAN_FLOW_POP_CNT_60GU|WMAN_FLOW_POP_CNT_10G|WMAN_FLOW_POP_CNT_20G|WMAN_FLOW_POP_CNT_30G|WMAN_FLOW_POP_CNT_40G|WMAN_FLOW_POP_CNT_50G|WMAN_FLOW_POP_CNT_60GU
202509|11230510101020000001|956833.991787|1947729.147389|0.28|0.84|1.42|1.85|2.01|1.85|0.33|0.91|1.02|1.04|0.94|0.97
202509|11230510101020000001|956833.991787|1947779.147389|1.22|3.48|5.54|6.73|6.86|6.5|1.37|3.63|4.22|4.06|3.61|4.19
202509|11230510101020000001|956883.991787|1947229.147389|0.48|0.86|1.37|1.78|2.01|1.88|0.58|1.07|1.04|1.07|0.94|1.07
202509|11230510101020000001|956883.991787|1947279.147389|0.36|0.86|1.45|1.83|1.96|1.8|0.33|0.81|1.02|1.09|1.02|1.04
202509|11230510101020000001|956883.991787|1947329.147389|0.23|0.53|0.84|1.07|1.09|1.19|0.23|0.51|0.64|0.64|0.61|0.76
202509|11230510101020000001|956883.991787|1947379.147389|0.18|0.46|0.81|1.04|1.17|1.14|0.2|0.46|0.56|0.58|0.56|0.64
202509|11230510101020000001|956883.991787|1947429.147389|0.08|0.23|0.36|0.46|0.48|0.43|0.08|0.23|0.25|0.25|0.23|0.23
202509|11230510101020000001|956883.991787|1947479.147389|0.08|0.2|0.36|0.41|0.41|0.38|0.13|0.23|0.25|0.25|0.23|0.25
202509|11230510101020000001|956883.991787|1947529.147389|0.08|0.23|0.36|0.41|0.46|0.43|0.13|0.28|0.28|0.25|0.23|0.25
202509|11230510101020000001|956883.991787|1947579.147389|0|0.08|0.15|0.18|0.2|0.18|0.03|0.1|0.1|0.1|0.1|0.1
202509|11230510101020000001|956883.991787|1947629.147389|0|0.08|0.1|0.15|0.15|0.13|0.03|0.1|0.1|0.1|0.08|0.08
202509|11230510101020000001|956883.991787|1947679.147389|0.41|1.17|1.96|2.46|2.62|2.41|0.46|1.27|1.4|1.42|1.24|1.3
202509|11230510101020000001|956883.991787|1947729.147389|1.07|3.05|4.83|5.89|6.07|5.84|1.19|3.33|3.71|3.53|3.12|3.61
202509|11230510101020000001|956883.991787|1947779.147389|1.65|4.67|7.34|8.64|8.92|8.84|1.91|5.03|5.64|5.23|4.65|5.49
202509|11230510101020000001|956883.991787|1947829.147389|1.09|3.07|4.83|5.84|6.02|5.89|1.27|3.3|3.58|3.4|2.95|3.35
202509|11230510101020000001|956933.991787|1947229.147389|0.51|1.5|2.59|3.28|3.56|3.07|0.64|1.68|1.85|1.85|1.65|1.57
202509|11230510101020000001|956933.991787|1947279.147389|0.43|1.22|2.01|2.59|2.79|2.59|0.48|1.42|1.45|1.5|1.37|1.42
202509|11230510101020000001|956933.991787|1947329.147389|0.08|0.23|0.46|0.56|0.56|0.51|0.1|0.25|0.33|0.3|0.28|0.25
202509|11230510101020000001|956933.991787|1947379.147389|0.08|0.23|0.38|0.51|0.56|0.48|0.1|0.3|0.3|0.3|0.28|0.25
202509|11230510101020000001|956933.991787|1947429.147389|0.08|0.2|0.3|0.41|0.38|0.38|0.1|0.25|0.25|0.25|0.2|0.23
202509|11230510101020000001|956933.991787|1947479.147389|0.1|0.2|0.36|0.41|0.43|0.46|0.13|0.25|0.28|0.25|0.23|0.28
202509|11230510101020000001|956933.991787|1947529.147389|0.08|0.25|0.36|0.48|0.53|0.51|0.13|0.3|0.28|0.3|0.28|0.28
202509|11230510101020000001|956933.991787|1947579.147389|0.2|0.41|0.64|0.76|0.81|0.76|0.25|0.53|0.48|0.51|0.41|0.46
202509|11230510101020000001|956933.991787|1947629.147389|0.46|1.09|1.75|2.21|2.29|2.13|0.51|1.19|1.32|1.32|1.19|1.32
202509|11230510101020000001|956933.991787|1947679.147389|0.91|2.59|4.14|4.95|5|4.83|0.99|2.79|3.15|2.97|2.59|2.95
202509|11230510101020000001|956933.991787|1947729.147389|0.46|1.4|2.24|2.72|2.84|2.67|0.56|1.55|1.7|1.6|1.37|1.45
202509|11230510101020000001|956933.991787|1947779.147389|0.15|0.43|0.69|0.86|0.86|0.74|0.18|0.53|0.53|0.48|0.41|0.41
202509|11230510101020000001|956933.991787|1947829.147389|0.25|0.64|0.99|1.24|1.27|1.27|0.28|0.71|0.71|0.69|0.61|0.66
202509|11230510101020000001|956933.991787|1947879.147389|0.28|0.76|1.17|1.37|1.35|1.24|0.3|0.79|0.86|0.79|0.66|0.71
202509|11230510101020000001|956933.991787|1947929.147389|0.13|0.41|0.61|0.79|0.79|0.71|0.18|0.53|0.53|0.46|0.56|0.53
202509|11230510101020000001|956983.991787|1947179.147389|2.67|6.3|9.96|12.45|13.39|12.9|3|6.83|7.37|7.49|6.73|7.72
202509|11230510101020000001|956983.991787|1947229.147389|3.02|7.16|11.23|13.79|14.73|14.17|3.43|7.57|8.23|8.31|7.42|8.51
202509|11230510101020000001|956983.991787|1947279.147389|0.81|2.08|3.23|3.99|4.22|4.22|0.91|2.29|2.44|2.44|2.26|2.62
202509|11230510101020000001|956983.991787|1947329.147389|0.08|0.2|0.33|0.43|0.48|0.51|0.08|0.23|0.25|0.25|0.23|0.28
202509|11230510101020000001|956983.991787|1947379.147389|0.18|0.48|0.74|0.91|0.94|0.91|0.23|0.56|0.56|0.56|0.51|0.56
202509|11230510101020000001|956983.991787|1947429.147389|0.15|0.28|0.41|0.48|0.51|0.51|0.15|0.28|0.3|0.3|0.28|0.3
202509|11230510101020000001|956983.991787|1947479.147389|0.23|0.46|0.69|0.86|0.91|0.91|0.28|0.61|0.58|0.56|0.51|0.58
202509|11230510101020000001|956983.991787|1947529.147389|1.24|2.64|4.11|4.85|5.08|5|1.32|2.74|3.15|3.12|2.82|3.25
202509|11230510101020000001|956983.991787|1947579.147389|1.37|3.1|4.8|5.56|5.66|5.61|1.47|3.3|3.76|3.61|3.2|3.66
202509|11230510101020000001|956983.991787|1947629.147389|0.76|2.16|3.45|4.17|4.27|4.19|0.81|2.36|2.64|2.51|2.21|2.57
202509|11230510101020000001|956983.991787|1947679.147389|0.25|0.61|0.94|1.17|1.24|1.24|0.36|0.79|0.79|0.76|0.66|0.79
202509|11230510101020000001|956983.991787|1947729.147389|0.08|0.18|0.25|0.3|0.33|0.33|0.13|0.25|0.23|0.2|0.18|0.18
202509|11230510101020000001|956983.991787|1947779.147389|0.13|0.33|0.48|0.58|0.61|0.56|0.15|0.41|0.38|0.36|0.33|0.3
202509|11230510101020000001|956983.991787|1947829.147389|0.18|0.48|0.76|0.91|0.89|0.84|0.18|0.51|0.53|0.48|0.41|0.41
202509|11230510101020000001|956983.991787|1947879.147389|0.36|1.04|1.65|2.03|2.18|2.08|0.41|1.04|1.12|1.09|0.99|1.02
202509|11230510101020000001|956983.991787|1947929.147389|0.18|0.56|0.84|0.97|0.94|0.84|0.18|0.56|0.61|0.58|0.48|0.48
202509|11230510101020000001|956983.991787|1947979.147389|0.18|0.81|1.12|1.45|1.4|1.32|0.33|0.86|0.97|0.84|0.91|0.91
202509|11230510101020000001|957033.991787|1947229.147389|1.42|2.97|4.65|5.74|5.97|5.71|1.7|3.33|3.56|3.76|3.28|3.86
202509|11230510101020000001|957033.991787|1947279.147389|1.68|3.99|6.2|7.44|7.67|7.44|1.93|4.42|4.83|4.67|4.06|4.83
202509|11230510101020000001|957033.991787|1947329.147389|0.38|1.04|1.55|1.91|1.98|1.88|0.46|1.17|1.22|1.22|1.12|1.22
202509|11230510101020000001|957033.991787|1947379.147389|0.23|0.46|0.74|0.91|0.91|0.99|0.28|0.51|0.58|0.56|0.51|0.61
202509|11230510101020000001|957033.991787|1947429.147389|0.08|0.25|0.41|0.51|0.56|0.51|0.15|0.3|0.33|0.3|0.28|0.28
202509|11230510101020000001|957033.991787|1947479.147389|2.18|4.72|7.37|8.71|8.84|8.71|2.36|4.98|5.69|5.59|4.88|5.51
202509|11230510101020000001|957033.991787|1947529.147389|2.24|5.18|8.05|9.35|9.5|9.37|2.44|5.51|6.22|5.97|5.28|6.1
202509|11230510101020000001|957033.991787|1947579.147389|1.32|3.02|4.62|5.28|5.31|5.21|1.45|3.18|3.61|3.4|2.97|3.43
202509|11230510101020000001|957033.991787|1947629.147389|0.18|0.38|0.56|0.64|0.66|0.61|0.2|0.43|0.43|0.41|0.33|0.38
202509|11230510101020000001|957033.991787|1947679.147389|0.18|0.46|0.71|0.81|0.84|0.76|0.2|0.56|0.53|0.51|0.41|0.41
202509|11230510101020000001|957033.991787|1947729.147389|0.08|0.15|0.23|0.28|0.28|0.25|0.08|0.15|0.15|0.15|0.15|0.15
202509|11230510101020000001|957033.991787|1947779.147389|0|0.08|0.15|0.2|0.2|0.18|0.05|0.13|0.1|0.1|0.1|0.13
202509|11230510101020000001|957033.991787|1947829.147389|0.15|0.41|0.61|0.71|0.71|0.66|0.15|0.48|0.48|0.46|0.38|0.43
202509|11230510101020000001|957033.991787|1947879.147389|0.18|0.51|0.81|0.97|0.97|0.97|0.2|0.51|0.56|0.53|0.46|0.46
202509|11230510101020000001|957033.991787|1947929.147389|0|0.05|0.08|0.1|0.1|0.05|0|0.08|0.08|0.05|0.05|0.05
202509|11230510101020000001|957033.991787|1947979.147389|0.03|0.13|0.18|0.23|0.28|0.25|0.05|0.13|0.13|0.15|0.13|0.1
202509|11230510101020000001|957033.991787|1948029.147389|0|0.15|0.18|0.28|0.25|0.2|0.08|0.18|0.18|0.15|0.25|0.2
202509|11230510101020000001|957083.991787|1947329.147389|1.35|3.02|4.6|5.33|5.41|5.33|1.55|3.35|3.71|3.61|3.1|3.68
202509|11230510101020000001|957083.991787|1947379.147389|0.71|1.68|2.62|3.1|3.12|3.05|0.74|1.65|1.96|1.91|1.68|1.83
202509|11230510101020000001|957083.991787|1947429.147389|1.7|3.45|5.54|6.5|6.58|6.45|1.83|3.76|4.47|4.37|3.84|4.37
202509|11230510101020000001|957083.991787|1947479.147389|2.49|5.82|8.97|10.46|10.67|10.69|2.69|6.27|7.01|6.63|5.82|6.73
202509|11230510101020000001|957083.991787|1947529.147389|0.41|0.99|1.55|1.91|2.06|1.96|0.48|1.12|1.19|1.17|1.02|1.14
202509|11230510101020000001|957083.991787|1947579.147389|0.13|0.25|0.36|0.46|0.48|0.43|0.15|0.33|0.3|0.3|0.28|0.28
202509|11230510101020000001|957083.991787|1947629.147389|0.1|0.28|0.46|0.53|0.56|0.48|0.1|0.36|0.38|0.36|0.28|0.28
202509|11230510101020000001|957083.991787|1947679.147389|0.1|0.38|0.61|0.74|0.81|0.74|0.13|0.43|0.43|0.46|0.41|0.41
202509|11230510101020000001|957083.991787|1947729.147389|0.08|0.13|0.15|0.2|0.2|0.18|0.08|0.13|0.15|0.15|0.1|0.13
202509|11230510101020000001|957083.991787|1947779.147389|0|0.08|0.1|0.15|0.15|0.15|0|0.08|0.08|0.08|0.08|0.05
202509|11230510101020000001|957083.991787|1947829.147389|0|0.05|0.1|0.1|0.1|0.1|0|0.08|0.08|0.05|0.05|0.05
202509|11230510101020000001|957083.991787|1947879.147389|0|0.1|0.15|0.15|0.15|0.13|0|0.1|0.1|0.1|0.08|0.08
202509|11230510101020000001|957083.991787|1947929.147389|0.03|0.08|0.15|0.15|0.15|0.15|0.05|0.13|0.13|0.1|0.1|0.13
202509|11230510101020000001|957083.991787|1948029.147389|0.03|0.08|0.15|0.15|0.15|0.15|0.03|0.13|0.13|0.1|0.1|0.13
202509|11230510101020000001|957083.991787|1948079.147389|0.08|0.15|0.25|0.3|0.28|0.3|0.08|0.18|0.2|0.18|0.15|0.15
202509|11230510101020000001|957133.991787|1947379.147389|2.95|6.5|10.01|11.51|11.63|11.4|3.23|7.11|8.15|7.82|6.83|7.87
202509|11230510101020000001|957133.991787|1947429.147389|2.59|5.82|9.07|10.52|10.95|10.77|2.82|6.27|7.16|6.88|6.17|6.88
202509|11230510101020000001|957133.991787|1947479.147389|1.3|3.2|5|5.79|5.89|5.72|1.45|3.4|3.89|3.68|3.2|3.51
202509|11230510101020000001|957133.991787|1947529.147389|0.15|0.38|0.61|0.71|0.71|0.71|0.2|0.46|0.51|0.48|0.41|0.48
202509|11230510101020000001|957133.991787|1947579.147389|0.13|0.33|0.53|0.66|0.71|0.61|0.18|0.46|0.43|0.41|0.36|0.36
202509|11230510101020000001|957133.991787|1947629.147389|0.15|0.28|0.36|0.41|0.43|0.43|0.15|0.3|0.3|0.3|0.28|0.3
202509|11230510101020000001|957133.991787|1947679.147389|0.15|0.28|0.41|0.46|0.48|0.46|0.18|0.38|0.33|0.3|0.28|0.3
202509|11230510101020000001|957133.991787|1947729.147389|0.1|0.25|0.41|0.46|0.43|0.51|0.1|0.23|0.25|0.25|0.23|0.25
202509|11230510101020000001|957133.991787|1947779.147389|0.08|0.13|0.2|0.25|0.25|0.25|0.08|0.18|0.18|0.15|0.13|0.13
202509|11230510101020000001|957133.991787|1947829.147389|0.1|0.43|0.69|0.84|0.91|0.81|0.1|0.43|0.48|0.48|0.43|0.38
202509|11230510101020000001|957133.991787|1947879.147389|0|0.05|0.1|0.1|0.08|0.08|0|0.08|0.08|0.05|0.05|0.1
202509|11230510101020000001|957133.991787|1947929.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.05|0.05|0.05|0.03|0
202509|11230510101020000001|957133.991787|1947979.147389|0.03|0.13|0.2|0.28|0.28|0.25|0.03|0.13|0.15|0.15|0.13|0.13
202509|11230510101020000001|957133.991787|1948029.147389|0.08|0.23|0.36|0.46|0.51|0.51|0.08|0.25|0.25|0.25|0.23|0.25
202509|11230510101020000001|957133.991787|1948079.147389|0|0.08|0.1|0.1|0.1|0.13|0|0.08|0.1|0.08|0.08|0.08
202509|11230510101020000001|957133.991787|1948129.147389|0.03|0.13|0.15|0.2|0.23|0.2|0.05|0.15|0.13|0.15|0.13|0.15
202509|11230510101020000001|957183.991787|1947379.147389|3.58|7.92|12.24|14.02|14.45|14.43|3.96|8.61|9.75|9.35|8.18|9.27
202509|11230510101020000001|957183.991787|1947429.147389|2.54|5.51|8.59|9.83|10.13|10.08|2.69|5.51|6.3|6.1|5.36|5.94
202509|11230510101020000001|957183.991787|1947479.147389|1.5|3.43|5.36|6.17|6.38|6.3|1.57|3.4|3.91|3.71|3.28|3.51
202509|11230510101020000001|957183.991787|1947529.147389|0.2|0.53|0.81|0.86|0.81|0.76|0.23|0.48|0.56|0.53|0.41|0.41
202509|11230510101020000001|957183.991787|1947579.147389|0.08|0.2|0.3|0.36|0.33|0.33|0.13|0.23|0.23|0.25|0.2|0.2
202509|11230510101020000001|957183.991787|1947629.147389|0.18|0.41|0.56|0.66|0.61|0.69|0.18|0.41|0.43|0.38|0.33|0.38
202509|11230510101020000001|957183.991787|1947679.147389|0.38|0.76|1.19|1.37|1.45|1.45|0.41|0.76|0.86|0.84|0.76|0.76
202509|11230510101020000001|957183.991787|1947729.147389|0.03|0.08|0.1|0.15|0.15|0.15|0.08|0.08|0.1|0.1|0.08|0.08
202509|11230510101020000001|957183.991787|1947779.147389|0|0.05|0.08|0.1|0.1|0.1|0|0.05|0.05|0.05|0.05|0.05
202509|11230510101020000001|957183.991787|1947829.147389|0.13|0.25|0.36|0.41|0.43|0.43|0.15|0.3|0.3|0.3|0.23|0.33
202509|11230510101020000001|957183.991787|1947879.147389|0.08|0.28|0.41|0.51|0.48|0.51|0.1|0.3|0.28|0.28|0.25|0.28
202509|11230510101020000001|957183.991787|1947929.147389|0.05|0.2|0.28|0.33|0.33|0.36|0.1|0.3|0.28|0.25|0.2|0.28
202509|11230510101020000001|957183.991787|1947979.147389|0.08|0.28|0.43|0.58|0.64|0.61|0.08|0.3|0.3|0.3|0.28|0.25
202509|11230510101020000001|957183.991787|1948029.147389|0.08|0.2|0.36|0.41|0.38|0.38|0.1|0.25|0.28|0.28|0.23|0.28
202509|11230510101020000001|957183.991787|1948079.147389|0|0.03|0.05|0.05|0.05|0.03|0|0.05|0.05|0.05|0.03|0
202509|11230510101020000001|957183.991787|1948129.147389|0.05|0.08|0.15|0.15|0.18|0.18|0.05|0.1|0.1|0.1|0.1|0.13
202509|11230510101020000001|957183.991787|1948179.147389|0|0.05|0.1|0.1|0.1|0.08|0|0.08|0.05|0.05|0.05|0.05
202509|11230510101020000001|957233.991787|1947329.147389|3.73|6.81|10.67|12.67|12.83|12.7|4.06|7.54|8.79|8.89|7.87|9.12
202509|11230510101020000001|957233.991787|1947379.147389|3.51|7.24|11.3|13.13|13.39|13.23|3.73|7.49|8.66|8.53|7.44|8.31
202509|11230510101020000001|957233.991787|1947429.147389|2.16|4.93|7.67|8.81|9.07|9.04|2.31|4.9|5.64|5.38|4.72|5.11
202509|11230510101020000001|957233.991787|1947479.147389|1.75|3.99|6.17|7.11|7.37|7.37|1.88|3.96|4.55|4.42|3.91|4.24
202509|11230510101020000001|957233.991787|1947529.147389|0.41|0.89|1.3|1.52|1.57|1.6|0.46|1.02|1.04|0.99|0.89|1.04
202509|11230510101020000001|957233.991787|1947579.147389|0.76|1.73|2.57|2.9|2.95|3|0.84|1.68|1.91|1.78|1.55|1.73
202509|11230510101020000001|957233.991787|1947629.147389|0.53|1.14|1.73|1.88|1.91|1.88|0.56|1.14|1.27|1.17|1.02|1.04
202509|11230510101020000001|957233.991787|1947679.147389|0|0.08|0.1|0.1|0.1|0.1|0.03|0.1|0.1|0.08|0.05|0.08
202509|11230510101020000001|957233.991787|1947729.147389|0.13|0.2|0.3|0.36|0.38|0.38|0.15|0.28|0.28|0.25|0.23|0.23
202509|11230510101020000001|957233.991787|1947779.147389|0.03|0.1|0.18|0.15|0.15|0.18|0.03|0.13|0.18|0.13|0.1|0.15
202509|11230510101020000001|957233.991787|1947829.147389|0.15|0.33|0.53|0.66|0.71|0.71|0.2|0.41|0.38|0.41|0.36|0.46
202509|11230510101020000001|957233.991787|1947879.147389|0.05|0.18|0.25|0.3|0.28|0.33|0.08|0.25|0.23|0.25|0.18|0.28
202509|11230510101020000001|957233.991787|1947929.147389|0.13|0.38|0.58|0.66|0.61|0.69|0.18|0.51|0.53|0.48|0.36|0.51
202509|11230510101020000001|957233.991787|1947979.147389|0.23|0.94|1.55|2.03|2.31|2.11|0.28|1.14|1.12|1.19|1.09|1.19
202509|11230510101020000001|957233.991787|1948029.147389|0.13|0.41|0.64|0.76|0.81|0.74|0.15|0.43|0.46|0.48|0.43|0.43
202509|11230510101020000001|957233.991787|1948079.147389|0|0.13|0.2|0.2|0.2|0.15|0.03|0.18|0.18|0.15|0.13|0.08
202509|11230510101020000001|957233.991787|1948129.147389|0.03|0.08|0.1|0.15|0.13|0.13|0|0.08|0.1|0.1|0.08|0.08
202509|11230510100010000001|957233.991787|1948179.147389|0.08|0.13|0.2|0.28|0.33|0.33|0.08|0.15|0.15|0.15|0.18|0.18
202509|11230510100010000001|957233.991787|1948229.147389|0.08|0.2|0.33|0.43|0.48|0.51|0.08|0.2|0.23|0.2|0.23|0.28
202509|11230510101020000001|957283.991787|1947279.147389|2.9|5.31|8.59|10.46|10.74|10.57|3.18|5.97|6.96|7.14|6.32|7.21
202509|11230510101020000001|957283.991787|1947329.147389|3.07|5.69|9.37|11.3|11.46|10.92|3.35|5.99|7.16|7.54|6.55|7.19
202509|11230510101020000001|957283.991787|1947379.147389|3.84|7.82|12.32|14.63|14.94|14.68|4.14|8.26|9.45|9.37|8.18|9.09
202509|11230510101020000001|957283.991787|1947429.147389|2.46|5.33|8.33|9.75|10.03|9.88|2.64|5.26|6.07|5.87|5.18|5.59
202509|11230510101020000001|957283.991787|1947479.147389|0.84|1.7|2.67|3.12|3.33|3.33|0.94|1.91|2.03|1.98|1.75|1.98
202509|11230510101020000001|957283.991787|1947529.147389|1.35|2.95|4.57|5.28|5.54|5.74|1.5|3.1|3.4|3.3|2.95|3.51
202509|11230510101020000001|957283.991787|1947579.147389|0.94|1.88|2.82|3.2|3.33|3.45|1.04|1.93|2.16|2.06|1.83|2.06
202509|11230510101020000001|957283.991787|1947629.147389|0.38|0.97|1.47|1.57|1.6|1.6|0.41|0.94|1.07|0.97|0.84|0.86
202509|11230510101020000001|957283.991787|1947679.147389|0.08|0.2|0.3|0.3|0.33|0.33|0.1|0.23|0.23|0.2|0.18|0.18
202509|11230510101020000001|957283.991787|1947729.147389|0.13|0.2|0.3|0.3|0.33|0.28|0.15|0.23|0.23|0.25|0.18|0.23
202509|11230510101020000001|957283.991787|1947779.147389|0.1|0.2|0.36|0.43|0.43|0.46|0.08|0.2|0.23|0.25|0.23|0.28
202509|11230510101020000001|957283.991787|1947829.147389|0.1|0.33|0.51|0.56|0.64|0.74|0.1|0.38|0.38|0.38|0.36|0.53
202509|11230510101020000001|957283.991787|1947879.147389|0.05|0.18|0.25|0.25|0.23|0.28|0.08|0.25|0.23|0.23|0.18|0.28
202509|11230510101020000001|957283.991787|1947929.147389|0.25|0.71|1.14|1.47|1.5|1.6|0.38|0.97|0.97|0.94|0.84|1.02
202509|11230510101020000001|957283.991787|1947979.147389|0|0.03|0.05|0.05|0.05|0.05|0|0|0|0|0|0
202509|11230510101020000001|957283.991787|1948029.147389|0.13|0.41|0.64|0.74|0.71|0.79|0.2|0.56|0.56|0.53|0.43|0.51
202509|11230510101020000001|957283.991787|1948079.147389|0.03|0.2|0.3|0.36|0.38|0.36|0.03|0.25|0.23|0.2|0.18|0.2
202509|11230510100010000001|957283.991787|1948129.147389|0.08|0.2|0.33|0.43|0.43|0.43|0.08|0.18|0.2|0.2|0.18|0.18
202509|11230510100010000001|957283.991787|1948179.147389|0.05|0.08|0.1|0.15|0.15|0.23|0.08|0.1|0.1|0.1|0.1|0.2
202509|11230510100010000001|957283.991787|1948229.147389|0.05|0.13|0.2|0.23|0.23|0.23|0.05|0.18|0.18|0.15|0.13|0.15
202509|11230510100010000001|957283.991787|1948279.147389|0.13|0.48|0.79|0.99|0.99|1.02|0.15|0.43|0.53|0.48|0.51|0.64
202509|11230510101050000001|957333.991787|1947179.147389|2.34|4.7|7.8|9.96|10.31|9.63|2.44|5.49|6.27|6.58|5.84|6.5
202509|11230510101050000001|957333.991787|1947229.147389|1.12|2.13|3.33|3.94|4.04|3.81|1.3|2.51|2.72|2.74|2.36|2.74
202509|11230510101020000001|957333.991787|1947279.147389|2.49|3.96|6.3|7.54|7.75|7.72|2.72|4.45|5.23|5.49|4.88|5.71
202509|11230510101020000001|957333.991787|1947329.147389|4.8|7.98|12.67|15.34|15.85|16.23|5.72|9.09|10.57|11.1|9.75|12.14
202509|11230510101020000001|957333.991787|1947379.147389|4.75|8.31|13.16|15.7|15.88|15.8|5|8.74|10.29|10.69|9.3|10.64
202509|11230510101020000001|957333.991787|1947429.147389|3.3|6.45|10.19|12.04|12.27|11.94|3.58|6.86|7.87|7.92|6.81|7.62
202509|11230510101020000001|957333.991787|1947479.147389|0.99|1.7|2.67|3.35|3.68|3.66|1.14|2.03|2.11|2.18|1.98|2.36
202509|11230510101020000001|957333.991787|1947529.147389|0.71|1.68|2.74|3.35|3.61|3.58|0.76|1.73|2.01|1.96|1.78|1.96
202509|11230510101020000001|957333.991787|1947579.147389|1.19|2.31|3.56|3.91|4.09|4.34|1.3|2.41|2.72|2.59|2.31|2.72
202509|11230510101020000001|957333.991787|1947629.147389|1.02|2.01|3.1|3.45|3.61|3.78|1.07|2.08|2.34|2.21|1.96|2.24
