STD_YM|BLOCK_CD|X_COORD|Y_COORD|MAN_FLOW_POP_CNT_10G|MAN_FLOW_POP_CNT_20G|MAN_FLOW_POP_CNT_30G|MAN_FLOW_POP_CNT_40G|MAN_FLOW_POP_CNT_50G|MAN_FLOW_POP_CNT_60GU|WMAN_FLOW_POP_CNT_10G|WMAN_FLOW_POP_CNT_20G|WMAN_FLOW_POP_CNT_30G|WMAN_FLOW_POP_CNT_40G|WMAN_FLOW_POP_CNT_50G|WMAN_FLOW_POP_CNT_60GU
202510|11230510101020000001|956783.991787|1947529.147389|0.03|0.13|0.15|0.2|0.2|0.18|0.03|0.13|0.13|0.13|0.1|0.08
202510|11230510101020000001|956783.991787|1947579.147389|0|0.05|0.05|0.05|0.1|0.05|0.03|0.05|0.05|0.05|0.05|0.05
202510|11230510101020000001|956783.991787|1947679.147389|0.1|0.25|0.41|0.46|0.46|0.41|0.1|0.23|0.25|0.25|0.2|0.18
202510|11230510101020000001|956783.991787|1947729.147389|0|0.03|0|0|0|0|0|0.03|0.03|0|0|0
202510|11230510101020000001|956833.991787|1947279.147389|0.08|0.15|0.28|0.3|0.28|0.2|0.08|0.13|0.18|0.2|0.15|0.13
202510|11230510101020000001|956833.991787|1947329.147389|0.33|0.79|1.19|1.45|1.52|1.3|0.41|0.91|0.91|0.97|0.79|0.74
202510|11230510101020000001|956833.991787|1947379.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.03|0.05|0.05|0.03|0
202510|11230510101020000001|956833.991787|1947429.147389|0|0.08|0.1|0.1|0.1|0.08|0|0.13|0.1|0.08|0.05|0.08
202510|11230510101020000001|956833.991787|1947479.147389|0.08|0.13|0.2|0.25|0.23|0.18|0.08|0.13|0.15|0.15|0.13|0.13
202510|11230510101020000001|956833.991787|1947529.147389|0|0.08|0.1|0.15|0.15|0.13|0.03|0.08|0.1|0.1|0.08|0.08
202510|11230510101020000001|956833.991787|1947579.147389|0.08|0.15|0.25|0.3|0.28|0.25|0.08|0.18|0.2|0.2|0.15|0.13
202510|11230510101020000001|956833.991787|1947629.147389|0.03|0.08|0.15|0.18|0.2|0.18|0.03|0.08|0.1|0.1|0.1|0.1
202510|11230510101020000001|956833.991787|1947679.147389|0.03|0.13|0.2|0.25|0.25|0.23|0.05|0.13|0.15|0.15|0.13|0.1
202510|11230510101020000001|956833.991787|1947729.147389|0.46|0.89|1.4|1.78|1.96|1.85|0.48|0.99|1.07|1.12|1.02|1.04
202510|11230510101020000001|956833.991787|1947779.147389|1.57|3.3|5.03|5.94|6.17|6.02|1.63|3.45|3.94|3.91|3.51|4.09
202510|11230510101020000001|956883.991787|1947229.147389|0.64|0.74|1.12|1.47|1.63|1.57|0.71|0.89|0.86|0.97|0.84|0.99
202510|11230510101020000001|956883.991787|1947279.147389|0.41|0.86|1.35|1.65|1.78|1.68|0.41|0.79|0.97|1.09|1.04|0.99
202510|11230510101020000001|956883.991787|1947329.147389|0.3|0.48|0.74|0.94|0.97|1.07|0.3|0.48|0.56|0.64|0.61|0.71
202510|11230510101020000001|956883.991787|1947379.147389|0.23|0.43|0.69|0.89|0.97|0.94|0.23|0.43|0.48|0.53|0.51|0.56
202510|11230510101020000001|956883.991787|1947429.147389|0.1|0.2|0.3|0.41|0.43|0.41|0.13|0.2|0.23|0.25|0.23|0.2
202510|11230510101020000001|956883.991787|1947479.147389|0.15|0.2|0.3|0.36|0.38|0.33|0.15|0.2|0.23|0.25|0.23|0.23
202510|11230510101020000001|956883.991787|1947529.147389|0.15|0.2|0.3|0.36|0.38|0.36|0.15|0.23|0.23|0.25|0.23|0.23
202510|11230510101020000001|956883.991787|1947579.147389|0.03|0.08|0.1|0.15|0.15|0.15|0.03|0.1|0.1|0.1|0.1|0.08
202510|11230510101020000001|956883.991787|1947629.147389|0|0.08|0.1|0.1|0.13|0.1|0.03|0.1|0.08|0.08|0.08|0.08
202510|11230510101020000001|956883.991787|1947679.147389|0.53|1.07|1.68|2.08|2.24|2.03|0.58|1.14|1.27|1.32|1.17|1.22
202510|11230510101020000001|956883.991787|1947729.147389|1.35|2.82|4.27|5.11|5.26|5.21|1.45|3.1|3.4|3.33|3.05|3.45
202510|11230510101020000001|956883.991787|1947779.147389|1.98|4.14|6.25|7.19|7.44|7.47|2.13|4.5|4.95|4.72|4.24|4.95
202510|11230510101020000001|956883.991787|1947829.147389|1.32|2.67|4.04|4.78|5.03|4.95|1.42|2.87|3.05|3|2.67|3.07
202510|11230510101020000001|956933.991787|1947229.147389|0.71|1.35|2.21|2.79|3.05|2.77|0.86|1.55|1.68|1.8|1.6|1.57
202510|11230510101020000001|956933.991787|1947279.147389|0.61|1.12|1.75|2.21|2.44|2.29|0.61|1.24|1.3|1.42|1.32|1.35
202510|11230510101020000001|956933.991787|1947329.147389|0.1|0.23|0.38|0.46|0.48|0.43|0.13|0.23|0.28|0.3|0.25|0.25
202510|11230510101020000001|956933.991787|1947379.147389|0.08|0.2|0.3|0.41|0.48|0.43|0.1|0.28|0.28|0.25|0.23|0.25
202510|11230510101020000001|956933.991787|1947429.147389|0.08|0.2|0.28|0.36|0.38|0.33|0.13|0.25|0.23|0.23|0.2|0.23
202510|11230510101020000001|956933.991787|1947479.147389|0.15|0.23|0.36|0.43|0.43|0.43|0.15|0.25|0.28|0.28|0.23|0.3
202510|11230510101020000001|956933.991787|1947529.147389|0.15|0.2|0.3|0.41|0.48|0.46|0.15|0.28|0.25|0.25|0.25|0.28
202510|11230510101020000001|956933.991787|1947579.147389|0.23|0.38|0.53|0.66|0.71|0.69|0.3|0.46|0.43|0.46|0.38|0.46
202510|11230510101020000001|956933.991787|1947629.147389|0.61|1.04|1.57|1.96|2.03|1.96|0.64|1.12|1.22|1.32|1.17|1.3
202510|11230510101020000001|956933.991787|1947679.147389|1.07|2.31|3.56|4.17|4.24|4.14|1.14|2.49|2.77|2.72|2.41|2.77
202510|11230510101020000001|956933.991787|1947729.147389|0.56|1.22|1.88|2.21|2.34|2.21|0.61|1.37|1.45|1.45|1.24|1.3
202510|11230510101020000001|956933.991787|1947779.147389|0.18|0.38|0.58|0.71|0.71|0.66|0.18|0.46|0.48|0.46|0.38|0.38
202510|11230510101020000001|956933.991787|1947829.147389|0.28|0.53|0.81|0.99|1.04|1.04|0.28|0.58|0.58|0.64|0.53|0.58
202510|11230510101020000001|956933.991787|1947879.147389|0.3|0.66|0.97|1.12|1.12|1.07|0.36|0.69|0.74|0.69|0.58|0.58
202510|11230510101020000001|956933.991787|1947929.147389|0.13|0.3|0.46|0.53|0.56|0.53|0.15|0.36|0.36|0.36|0.36|0.33
202510|11230510101020000001|956983.991787|1947179.147389|3.89|6.55|9.96|12.12|12.93|12.83|4.19|7.11|7.57|8.13|7.29|8.53
202510|11230510101020000001|956983.991787|1947229.147389|4.29|7.16|10.72|12.98|13.72|13.64|4.52|7.65|8.15|8.66|7.77|9.14
202510|11230510101020000001|956983.991787|1947279.147389|1.09|1.98|2.95|3.61|3.86|3.94|1.24|2.21|2.31|2.44|2.29|2.64
202510|11230510101020000001|956983.991787|1947329.147389|0.08|0.18|0.28|0.36|0.41|0.41|0.1|0.2|0.2|0.2|0.2|0.23
202510|11230510101020000001|956983.991787|1947379.147389|0.25|0.46|0.66|0.81|0.86|0.84|0.25|0.51|0.53|0.56|0.51|0.56
202510|11230510101020000001|956983.991787|1947429.147389|0.15|0.25|0.36|0.41|0.43|0.43|0.15|0.23|0.28|0.25|0.28|0.3
202510|11230510101020000001|956983.991787|1947479.147389|0.3|0.41|0.61|0.74|0.81|0.79|0.36|0.56|0.53|0.56|0.48|0.56
202510|11230510101020000001|956983.991787|1947529.147389|1.4|2.31|3.45|4.09|4.34|4.34|1.42|2.39|2.69|2.82|2.59|2.97
202510|11230510101020000001|956983.991787|1947579.147389|1.55|2.87|4.32|4.95|5.05|5.11|1.65|3|3.4|3.4|3.02|3.45
202510|11230510101020000001|956983.991787|1947629.147389|1.02|2.13|3.23|3.84|3.94|3.96|1.07|2.26|2.51|2.46|2.21|2.57
202510|11230510101020000001|956983.991787|1947679.147389|0.33|0.56|0.84|0.99|1.07|1.09|0.41|0.71|0.71|0.71|0.61|0.79
202510|11230510101020000001|956983.991787|1947729.147389|0.08|0.18|0.2|0.25|0.3|0.25|0.13|0.2|0.2|0.2|0.18|0.18
202510|11230510101020000001|956983.991787|1947779.147389|0.15|0.28|0.41|0.48|0.53|0.48|0.18|0.36|0.33|0.36|0.28|0.28
202510|11230510101020000001|956983.991787|1947829.147389|0.25|0.61|0.91|1.12|1.17|1.07|0.25|0.56|0.64|0.64|0.56|0.53
202510|11230510101020000001|956983.991787|1947879.147389|0.43|0.94|1.42|1.75|1.85|1.75|0.48|0.94|1.02|1.02|0.94|0.94
202510|11230510101020000001|956983.991787|1947929.147389|0.2|0.48|0.74|0.81|0.79|0.71|0.18|0.48|0.53|0.51|0.43|0.46
202510|11230510101020000001|956983.991787|1947979.147389|0.23|0.66|0.94|1.14|1.17|1.09|0.28|0.79|0.76|0.71|0.74|0.71
202510|11230510101020000001|957033.991787|1947229.147389|1.78|2.67|3.99|4.88|5.16|5.05|1.96|2.97|3.15|3.48|3.07|3.63
202510|11230510101020000001|957033.991787|1947279.147389|2.16|3.66|5.51|6.55|6.81|6.86|2.34|4.01|4.34|4.47|3.94|4.72
202510|11230510101020000001|957033.991787|1947329.147389|0.48|0.89|1.32|1.57|1.7|1.65|0.51|1.04|1.07|1.12|1.02|1.17
202510|11230510101020000001|957033.991787|1947379.147389|0.3|0.41|0.61|0.76|0.81|0.84|0.33|0.43|0.51|0.51|0.46|0.56
202510|11230510101020000001|957033.991787|1947429.147389|0.15|0.2|0.36|0.43|0.48|0.43|0.15|0.25|0.28|0.3|0.28|0.28
202510|11230510101020000001|957033.991787|1947479.147389|2.49|4.24|6.32|7.47|7.65|7.7|2.59|4.45|5|5.11|4.55|5.16
202510|11230510101020000001|957033.991787|1947529.147389|2.57|4.67|7.09|8.15|8.26|8.28|2.64|5|5.59|5.56|4.95|5.74
202510|11230510101020000001|957033.991787|1947579.147389|1.5|2.72|4.06|4.6|4.7|4.67|1.6|2.84|3.18|3.15|2.79|3.23
202510|11230510101020000001|957033.991787|1947629.147389|0.23|0.3|0.46|0.51|0.56|0.51|0.25|0.38|0.36|0.36|0.3|0.33
202510|11230510101020000001|957033.991787|1947679.147389|0.23|0.38|0.56|0.66|0.66|0.58|0.25|0.46|0.43|0.43|0.36|0.38
202510|11230510101020000001|957033.991787|1947729.147389|0.08|0.13|0.2|0.25|0.25|0.25|0.1|0.15|0.15|0.15|0.15|0.15
202510|11230510101020000001|957033.991787|1947779.147389|0.05|0.08|0.15|0.15|0.18|0.15|0.08|0.1|0.1|0.1|0.1|0.08
202510|11230510101020000001|957033.991787|1947829.147389|0.15|0.36|0.51|0.58|0.58|0.56|0.2|0.43|0.43|0.41|0.33|0.38
202510|11230510101020000001|957033.991787|1947879.147389|0.2|0.46|0.66|0.79|0.79|0.81|0.2|0.43|0.46|0.46|0.41|0.43
202510|11230510101020000001|957033.991787|1947929.147389|0|0.05|0.05|0.05|0.05|0.05|0|0.05|0.05|0.05|0.05|0.03
202510|11230510101020000001|957033.991787|1947979.147389|0.08|0.1|0.15|0.2|0.23|0.23|0.08|0.13|0.1|0.1|0.13|0.1
202510|11230510101020000001|957033.991787|1948029.147389|0|0.08|0.15|0.15|0.15|0.1|0.03|0.1|0.1|0.1|0.1|0.05
202510|11230510101020000001|957083.991787|1947329.147389|1.55|2.67|3.91|4.52|4.72|4.78|1.65|2.9|3.18|3.3|2.9|3.45
202510|11230510101020000001|957083.991787|1947379.147389|0.84|1.47|2.26|2.67|2.72|2.72|0.86|1.45|1.7|1.78|1.57|1.75
202510|11230510101020000001|957083.991787|1947429.147389|1.93|3.18|4.9|5.79|5.89|5.94|2.01|3.45|4.01|4.14|3.66|4.11
202510|11230510101020000001|957083.991787|1947479.147389|2.84|5.18|7.7|8.94|9.14|9.3|2.95|5.54|6.12|6.05|5.38|6.22
202510|11230510101020000001|957083.991787|1947529.147389|0.53|0.91|1.4|1.73|1.85|1.8|0.58|1.04|1.12|1.12|1.02|1.09
202510|11230510101020000001|957083.991787|1947579.147389|0.15|0.2|0.3|0.38|0.43|0.41|0.18|0.28|0.28|0.3|0.23|0.28
202510|11230510101020000001|957083.991787|1947629.147389|0.1|0.25|0.38|0.46|0.48|0.43|0.1|0.33|0.33|0.3|0.28|0.28
202510|11230510101020000001|957083.991787|1947679.147389|0.15|0.33|0.46|0.58|0.64|0.61|0.18|0.36|0.38|0.36|0.36|0.33
202510|11230510101020000001|957083.991787|1947729.147389|0.08|0.08|0.15|0.15|0.15|0.15|0.08|0.13|0.1|0.1|0.1|0.13
202510|11230510101020000001|957083.991787|1947779.147389|0|0.08|0.1|0.1|0.13|0.1|0.03|0.05|0.05|0.05|0.05|0.05
202510|11230510101020000001|957083.991787|1947829.147389|0|0.05|0.1|0.1|0.1|0.08|0.03|0.05|0.05|0.05|0.05|0.05
202510|11230510101020000001|957083.991787|1947879.147389|0|0.08|0.1|0.15|0.13|0.1|0.03|0.08|0.1|0.1|0.08|0.05
202510|11230510101020000001|957083.991787|1947929.147389|0.03|0.08|0.13|0.15|0.13|0.15|0.05|0.13|0.1|0.1|0.1|0.1
202510|11230510101020000001|957083.991787|1948029.147389|0.05|0.08|0.1|0.15|0.15|0.15|0.03|0.1|0.1|0.1|0.08|0.1
202510|11230510101020000001|957083.991787|1948079.147389|0.08|0.15|0.2|0.25|0.23|0.28|0.08|0.18|0.18|0.15|0.13|0.15
202510|11230510101020000001|957133.991787|1947379.147389|3.33|5.99|8.84|10.16|10.34|10.41|3.45|6.35|7.26|7.29|6.45|7.44
202510|11230510101020000001|957133.991787|1947429.147389|3|5.38|8.05|9.32|9.75|9.7|3.15|5.79|6.53|6.6|5.92|6.68
202510|11230510101020000001|957133.991787|1947479.147389|1.47|2.77|4.19|4.85|4.98|4.93|1.55|2.92|3.33|3.3|2.9|3.15
202510|11230510101020000001|957133.991787|1947529.147389|0.23|0.38|0.56|0.66|0.71|0.71|0.23|0.43|0.48|0.48|0.46|0.48
202510|11230510101020000001|957133.991787|1947579.147389|0.15|0.28|0.46|0.53|0.58|0.56|0.18|0.38|0.38|0.41|0.33|0.33
202510|11230510101020000001|957133.991787|1947629.147389|0.23|0.46|0.66|0.79|0.86|0.81|0.25|0.48|0.53|0.51|0.51|0.46
202510|11230510101020000001|957133.991787|1947679.147389|0.15|0.25|0.3|0.38|0.41|0.43|0.18|0.3|0.28|0.3|0.28|0.3
202510|11230510101020000001|957133.991787|1947729.147389|0.1|0.2|0.3|0.36|0.33|0.41|0.1|0.18|0.2|0.2|0.18|0.23
202510|11230510101020000001|957133.991787|1947779.147389|0.08|0.13|0.15|0.2|0.2|0.18|0.08|0.13|0.15|0.15|0.13|0.1
202510|11230510101020000001|957133.991787|1947829.147389|0.1|0.36|0.56|0.66|0.71|0.66|0.1|0.36|0.43|0.41|0.38|0.33
202510|11230510101020000001|957133.991787|1947879.147389|0.08|0.25|0.36|0.41|0.36|0.33|0.1|0.25|0.25|0.23|0.18|0.18
202510|11230510101020000001|957133.991787|1947929.147389|0|0.03|0.05|0.05|0.05|0.03|0|0.05|0.05|0.05|0.03|0
202510|11230510101020000001|957133.991787|1947979.147389|0.05|0.13|0.2|0.25|0.28|0.25|0.05|0.13|0.15|0.15|0.13|0.13
202510|11230510101020000001|957133.991787|1948029.147389|0.08|0.2|0.3|0.36|0.41|0.38|0.08|0.2|0.23|0.23|0.23|0.2
202510|11230510101020000001|957133.991787|1948079.147389|0|0.08|0.1|0.1|0.1|0.13|0.03|0.08|0.1|0.1|0.08|0.08
202510|11230510101020000001|957133.991787|1948129.147389|0.05|0.13|0.15|0.2|0.2|0.18|0.08|0.15|0.13|0.15|0.13|0.15
202510|11230510101020000001|957183.991787|1947379.147389|3.96|7.04|10.52|11.96|12.42|12.52|4.19|7.49|8.43|8.46|7.52|8.46
202510|11230510101020000001|957183.991787|1947429.147389|2.87|4.9|7.34|8.43|8.74|8.76|2.92|4.9|5.51|5.61|5.03|5.61
202510|11230510101020000001|957183.991787|1947479.147389|1.63|2.92|4.45|5.11|5.33|5.33|1.65|2.95|3.35|3.35|3|3.23
202510|11230510101020000001|957183.991787|1947529.147389|0.25|0.46|0.69|0.76|0.74|0.69|0.28|0.46|0.51|0.48|0.41|0.38
202510|11230510101020000001|957183.991787|1947579.147389|0.1|0.18|0.25|0.3|0.3|0.28|0.13|0.2|0.2|0.2|0.18|0.18
202510|11230510101020000001|957183.991787|1947629.147389|0.18|0.3|0.46|0.51|0.51|0.53|0.18|0.33|0.33|0.33|0.28|0.33
202510|11230510101020000001|957183.991787|1947679.147389|0.41|0.61|0.91|1.07|1.14|1.17|0.41|0.61|0.69|0.69|0.64|0.66
202510|11230510101020000001|957183.991787|1947729.147389|0.08|0.08|0.13|0.15|0.15|0.18|0.08|0.1|0.1|0.1|0.1|0.13
202510|11230510101020000001|957183.991787|1947779.147389|0.03|0.08|0.1|0.15|0.15|0.15|0.05|0.08|0.1|0.1|0.08|0.08
202510|11230510101020000001|957183.991787|1947829.147389|0.15|0.23|0.3|0.33|0.33|0.38|0.15|0.28|0.25|0.25|0.23|0.3
202510|11230510101020000001|957183.991787|1947879.147389|0.1|0.25|0.33|0.41|0.38|0.43|0.1|0.25|0.23|0.25|0.23|0.28
202510|11230510101020000001|957183.991787|1947929.147389|0.1|0.18|0.25|0.25|0.28|0.3|0.1|0.23|0.23|0.2|0.18|0.28
202510|11230510101020000001|957183.991787|1947979.147389|0.08|0.23|0.41|0.48|0.53|0.51|0.08|0.25|0.3|0.28|0.28|0.25
202510|11230510101020000001|957183.991787|1948029.147389|0.1|0.2|0.3|0.33|0.33|0.33|0.13|0.23|0.25|0.25|0.23|0.28
202510|11230510101020000001|957183.991787|1948079.147389|0|0|0.03|0.05|0.03|0|0|0.03|0.03|0|0|0
202510|11230510101020000001|957183.991787|1948129.147389|0.08|0.08|0.15|0.15|0.15|0.15|0.08|0.1|0.1|0.1|0.1|0.1
202510|11230510101020000001|957183.991787|1948179.147389|0|0.05|0.05|0.05|0.08|0.05|0|0.05|0.05|0.05|0.05|0.03
202510|11230510101020000001|957233.991787|1947329.147389|4.04|6.25|9.3|11.02|11.35|11.43|4.27|6.73|7.72|8.18|7.37|8.53
202510|11230510101020000001|957233.991787|1947379.147389|3.78|6.32|9.47|11.05|11.33|11.38|3.91|6.53|7.49|7.65|6.83|7.57
202510|11230510101020000001|957233.991787|1947429.147389|2.34|4.17|6.3|7.24|7.52|7.57|2.41|4.19|4.75|4.75|4.24|4.6
202510|11230510101020000001|957233.991787|1947479.147389|1.91|3.3|4.95|5.74|6.02|6.1|1.93|3.28|3.76|3.81|3.43|3.76
202510|11230510101020000001|957233.991787|1947529.147389|0.56|0.86|1.22|1.45|1.5|1.5|0.61|0.99|1.02|1.04|0.91|1.07
202510|11230510101020000001|957233.991787|1947579.147389|0.86|1.42|2.08|2.36|2.41|2.49|0.86|1.4|1.57|1.55|1.4|1.57
202510|11230510101020000001|957233.991787|1947629.147389|0.66|1.14|1.68|1.8|1.85|1.83|0.69|1.12|1.24|1.19|1.04|1.07
202510|11230510101020000001|957233.991787|1947679.147389|0|0.08|0.1|0.1|0.1|0.08|0.03|0.08|0.08|0.05|0.05|0.05
202510|11230510101020000001|957233.991787|1947729.147389|0.15|0.18|0.25|0.3|0.33|0.33|0.15|0.25|0.23|0.25|0.18|0.23
202510|11230510101020000001|957233.991787|1947779.147389|0.05|0.13|0.18|0.15|0.18|0.18|0.05|0.13|0.18|0.13|0.13|0.15
202510|11230510101020000001|957233.991787|1947829.147389|0.23|0.33|0.48|0.61|0.61|0.66|0.23|0.38|0.38|0.41|0.36|0.43
202510|11230510101020000001|957233.991787|1947879.147389|0.08|0.15|0.2|0.25|0.23|0.28|0.1|0.2|0.2|0.2|0.18|0.25
202510|11230510101020000001|957233.991787|1947929.147389|0.15|0.36|0.51|0.58|0.51|0.61|0.2|0.43|0.46|0.43|0.33|0.46
202510|11230510101020000001|957233.991787|1947979.147389|0.28|0.86|1.32|1.68|1.93|1.8|0.33|1.02|0.99|1.07|0.99|1.09
202510|11230510101020000001|957233.991787|1948029.147389|0.18|0.41|0.56|0.66|0.66|0.61|0.18|0.41|0.43|0.43|0.41|0.38
202510|11230510101020000001|957233.991787|1948079.147389|0|0.13|0.15|0.15|0.15|0.1|0.03|0.18|0.13|0.1|0.1|0.08
202510|11230510101020000001|957233.991787|1948129.147389|0.03|0.08|0.1|0.1|0.13|0.1|0.03|0.08|0.1|0.1|0.08|0.08
202510|11230510100010000001|957233.991787|1948179.147389|0.08|0.13|0.2|0.25|0.3|0.33|0.08|0.15|0.15|0.15|0.18|0.18
202510|11230510100010000001|957233.991787|1948229.147389|0.08|0.18|0.3|0.38|0.43|0.46|0.08|0.18|0.2|0.2|0.23|0.28
202510|11230510101020000001|957283.991787|1947279.147389|3.18|4.72|7.26|8.86|9.25|9.3|3.43|5.16|5.97|6.48|5.82|6.65
202510|11230510101020000001|957283.991787|1947329.147389|3.48|5.18|8.26|9.93|10.24|10.03|3.71|5.44|6.43|7.06|6.22|6.88
202510|11230510101020000001|957283.991787|1947379.147389|4.19|6.73|10.21|12.17|12.55|12.47|4.34|7.04|8.03|8.31|7.44|8.2
202510|11230510101020000001|957283.991787|1947429.147389|2.74|4.57|6.93|8.1|8.46|8.38|2.84|4.52|5.16|5.23|4.7|5.03
202510|11230510101020000001|957283.991787|1947479.147389|0.99|1.47|2.24|2.67|2.87|2.92|1.02|1.63|1.75|1.83|1.65|1.83
202510|11230510101020000001|957283.991787|1947529.147389|1.5|2.57|3.86|4.47|4.75|4.95|1.6|2.69|2.95|3|2.74|3.12
202510|11230510101020000001|957283.991787|1947579.147389|0.99|1.52|2.26|2.57|2.74|2.84|1.02|1.57|1.78|1.78|1.63|1.85
202510|11230510101020000001|957283.991787|1947629.147389|0.53|0.86|1.32|1.42|1.47|1.47|0.53|0.91|1.02|0.99|0.84|0.86
202510|11230510101020000001|957283.991787|1947679.147389|0.08|0.15|0.25|0.3|0.3|0.3|0.1|0.18|0.2|0.2|0.18|0.18
202510|11230510101020000001|957283.991787|1947729.147389|0.15|0.18|0.25|0.3|0.28|0.28|0.15|0.18|0.2|0.2|0.18|0.2
202510|11230510101020000001|957283.991787|1947779.147389|0.15|0.2|0.3|0.36|0.38|0.41|0.15|0.18|0.23|0.23|0.23|0.28
202510|11230510101020000001|957283.991787|1947829.147389|0.1|0.33|0.46|0.46|0.51|0.58|0.1|0.33|0.33|0.33|0.3|0.43
202510|11230510101020000001|957283.991787|1947879.147389|0.05|0.13|0.2|0.2|0.2|0.25|0.08|0.2|0.18|0.18|0.18|0.23
202510|11230510101020000001|957283.991787|1947929.147389|0.38|0.64|0.94|1.22|1.27|1.37|0.48|0.84|0.81|0.86|0.71|0.97
202510|11230510101020000001|957283.991787|1948029.147389|0.23|0.51|0.79|0.91|0.86|0.91|0.25|0.58|0.61|0.64|0.53|0.66
202510|11230510101020000001|957283.991787|1948079.147389|0.08|0.15|0.25|0.3|0.33|0.33|0.08|0.23|0.23|0.2|0.18|0.18
202510|11230510100010000001|957283.991787|1948129.147389|0.08|0.2|0.3|0.36|0.36|0.33|0.08|0.15|0.18|0.18|0.18|0.15
202510|11230510100010000001|957283.991787|1948179.147389|0.08|0.08|0.1|0.1|0.13|0.2|0.08|0.08|0.1|0.1|0.1|0.2
202510|11230510100010000001|957283.991787|1948229.147389|0.08|0.13|0.2|0.2|0.2|0.25|0.08|0.13|0.18|0.15|0.13|0.18
202510|11230510100010000001|957283.991787|1948279.147389|0.28|0.53|0.81|0.97|0.94|0.99|0.28|0.51|0.58|0.53|0.53|0.69
202510|11230510101050000001|957333.991787|1947179.147389|2.62|4.34|6.68|8.43|8.86|8.46|2.77|4.88|5.56|5.99|5.46|6.07
202510|11230510101050000001|957333.991787|1947229.147389|1.3|1.93|2.84|3.4|3.53|3.45|1.42|2.26|2.44|2.51|2.21|2.51
202510|11230510101020000001|957333.991787|1947279.147389|2.59|3.53|5.33|6.43|6.71|6.83|2.82|3.86|4.52|4.9|4.42|5.23
202510|11230510101020000001|957333.991787|1947329.147389|5.44|7.34|11.18|13.51|14.1|14.73|6.15|8.23|9.4|10.34|9.27|11.51
202510|11230510101020000001|957333.991787|1947379.147389|5.13|7.34|11.2|13.46|13.77|13.84|5.36|7.67|8.89|9.73|8.64|9.83
202510|11230510101020000001|957333.991787|1947429.147389|3.58|5.64|8.51|10.08|10.34|10.19|3.73|5.92|6.73|7.06|6.22|6.86
202510|11230510101020000001|957333.991787|1947479.147389|1.19|1.5|2.29|2.84|3.18|3.2|1.3|1.75|1.88|2.01|1.85|2.18
202510|11230510101020000001|957333.991787|1947529.147389|0.84|1.42|2.21|2.69|2.97|2.97|0.81|1.42|1.68|1.73|1.6|1.78
202510|11230510101020000001|957333.991787|1947579.147389|1.22|1.88|2.79|3.12|3.3|3.58|1.24|1.93|2.18|2.18|2.01|2.34
202510|11230510101020000001|957333.991787|1947629.147389|1.02|1.65|2.46|2.77|2.95|3.07|1.07|1.68|1.88|1.88|1.73|1.91
202510|11230510101020000001|957333.991787|1947679.147389|1.63|2.84|4.24|4.8|5.03|5.16|1.68|2.82|3.15|3.12|2.84|3.23
