STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
202510|32010350100010000001|1001083.991787|1969479.147389|0.53|0.53|0.58|0.56|0.48|1.22|1.3
202510|32010350100010000001|1001083.991787|1969529.147389|0.66|0.64|0.66|0.71|0.89|0.1|0.05
202510|32010350100010000001|1001083.991787|1969579.147389|4.11|3.96|4.09|4.01|4.06|0|0
202510|32010350100010000001|1001083.991787|1969629.147389|5.54|5.36|5.51|5.41|5.49|0.03|0.03
202510|32010350100010000001|1001083.991787|1969679.147389|1.68|1.7|1.85|1.73|1.52|0.03|0.03
202510|32010350100010000001|1001083.991787|1969779.147389|7.06|7.04|7.42|7.37|8.03|0.84|0.76
202510|32010350100010000001|1001083.991787|1969829.147389|1.37|1.32|1.19|1.19|1.35|0.13|0.1
202510|32010350100010000001|1001083.991787|1969879.147389|1.73|1.63|1.7|1.55|1.91|0.2|0.18
202510|32010350100010000001|1001083.991787|1970329.147389|0.61|0.64|0.69|0.61|0.64|2.24|1.91
202510|32010350100010000001|1001083.991787|1970379.147389|0.51|0.56|0.61|0.53|0.58|1.98|1.63
202510|32010350100010000001|1001083.991787|1970729.147389|0.48|0.51|0.71|0.46|0.41|0.18|0.15
202510|32010350100010000001|1001083.991787|1970779.147389|0.84|0.97|0.99|1.12|1.37|0.94|0.69
202510|32010350100010000001|1001133.991787|1968979.147389|0.3|0.3|0.3|0.25|0.28|0|0
202510|32010350100010000001|1001133.991787|1969029.147389|1.04|0.97|0.94|0.99|1.09|0.05|0.03
202510|32010350100010000001|1001133.991787|1969079.147389|0.74|0.69|0.71|0.74|0.76|0.15|0.13
202510|32010350100010000001|1001133.991787|1969129.147389|2.16|2.13|2.13|2.16|2.39|0.97|0.84
202510|32010350100010000001|1001133.991787|1969179.147389|2.77|2.62|2.69|2.79|2.9|3.76|3.33
202510|32010350100010000001|1001133.991787|1969229.147389|3.91|3.73|4.14|4.01|4.32|6.86|6.02
202510|32010350100010000001|1001133.991787|1969279.147389|2.29|2.24|2.51|2.34|2.59|5.28|4.5
202510|32010350100010000001|1001133.991787|1969329.147389|4.04|3.86|4.27|4.14|4.45|7.92|6.96
202510|32010350100010000001|1001133.991787|1969379.147389|2.59|2.46|2.46|2.49|2.67|5.46|4.85
202510|32010350100010000001|1001133.991787|1969429.147389|1.83|1.7|1.88|1.93|2.03|6.3|5.77
202510|32010350100010000001|1001133.991787|1969479.147389|1.17|1.14|1.12|1.14|1.32|1.22|1.02
202510|32010350100010000001|1001133.991787|1969529.147389|3.18|3.48|3.68|3.58|3.86|0.36|0.28
202510|32010350100010000001|1001133.991787|1969579.147389|5.18|5.13|5.18|5.18|5.69|0|0
202510|32010350100010000001|1001133.991787|1969629.147389|4.75|4.6|4.72|4.65|4.7|0|0
202510|32010350100010000001|1001133.991787|1969779.147389|0.38|0.38|0.36|0.33|0.38|0.03|0.03
202510|32010350100010000001|1001133.991787|1969979.147389|1.07|0.99|1.04|0.94|1.17|0.1|0.1
202510|32010350100010000001|1001133.991787|1970079.147389|1.27|1.24|1.32|1.22|1.27|0.28|0.25
202510|32010350100010000001|1001133.991787|1970129.147389|0.28|0.28|0.3|0.28|0.28|0.46|0.46
202510|32010350100010000001|1001133.991787|1970179.147389|0.1|0.1|0.1|0.1|0.1|0.61|0.58
202510|32010350100010000001|1001133.991787|1970329.147389|0.08|0.08|0.08|0.1|0.1|0.25|0.2
202510|32010350100010000001|1001133.991787|1970379.147389|0.28|0.3|0.3|0.3|0.33|1.63|1.37
202510|32010350100010000001|1001133.991787|1970779.147389|2.26|2.44|2.72|2.36|2.44|1.85|1.4
202510|32010350100010000001|1001133.991787|1970829.147389|0.94|0.89|0.89|0.84|0.76|0|0
202510|32010350100010000001|1001183.991787|1968779.147389|0.15|0.15|0.15|0.15|0.18|0|0
202510|32010350100010000001|1001183.991787|1969079.147389|0.33|0.28|0.3|0.3|0.33|0.15|0.13
202510|32010350100010000001|1001183.991787|1969129.147389|1.85|1.83|1.78|1.78|2.06|0.79|0.58
202510|32010350100010000001|1001183.991787|1969179.147389|1.57|1.4|1.47|1.6|1.65|1.65|1.47
202510|32010350100010000001|1001183.991787|1969229.147389|1.37|1.22|1.24|1.35|1.4|2.54|2.24
202510|32010350100010000001|1001183.991787|1969279.147389|3.3|3.12|3.2|3.3|3.48|5.74|5.08
202510|32010350100010000001|1001183.991787|1969329.147389|3.33|3.12|3.23|3.33|3.48|5.97|5.28
202510|32010350100010000001|1001183.991787|1969429.147389|1.09|1.09|1.09|1.04|1.12|0.48|0.43
202510|32010350100010000001|1001183.991787|1969529.147389|0.66|0.64|0.58|0.58|0.66|0|0
202510|32010350100010000001|1001183.991787|1969579.147389|3.51|3.4|3.58|3.53|3.71|0|0
202510|32010350100010000001|1001183.991787|1969829.147389|0.76|0.76|0.84|0.79|0.69|0.05|0.08
202510|32010350100010000001|1001183.991787|1969879.147389|2.16|2.01|2.24|2.13|2.18|0.2|0.2
202510|32010350100010000001|1001183.991787|1969929.147389|1.14|1.09|1.14|1.04|1.24|0.13|0.1
202510|32010350100010000001|1001183.991787|1969979.147389|1.19|1.14|1.19|1.07|1.32|0.13|0.1
202510|32010350100010000001|1001183.991787|1970229.147389|0.08|0.08|0.08|0.08|0.1|0.25|0.2
202510|32010350100010000001|1001183.991787|1970279.147389|0.03|0.05|0.05|0.05|0.05|0.18|0.13
202510|32010350100010000001|1001183.991787|1970379.147389|0.08|0.1|0.1|0.1|0.13|0.53|0.46
202510|32010350100010000001|1001183.991787|1970779.147389|0.86|0.74|0.79|0.69|0.74|0.03|0.03
202510|32010350100010000001|1001183.991787|1970829.147389|0.58|0.61|0.81|0.61|0.51|0|0
202510|32010350100010000001|1001233.991787|1969129.147389|0.69|0.69|0.69|0.64|0.71|0.18|0.15
202510|32010350100010000001|1001233.991787|1969179.147389|3.53|3.4|3.1|3.18|3.81|1.3|0.97
202510|32010350100010000001|1001233.991787|1969229.147389|2.62|2.26|2.34|2.69|2.77|1.45|1.19
202510|32010350100010000001|1001233.991787|1969279.147389|1.3|1.17|1.19|1.27|1.32|2.11|1.88
202510|32010350100010000001|1001233.991787|1969329.147389|5.23|4.98|5.21|5.31|5.59|10.59|9.45
202510|32010350100010000001|1001233.991787|1969379.147389|2.31|2.24|2.24|2.24|2.39|1.57|1.37
202510|32010350100010000001|1001233.991787|1969429.147389|1.8|1.75|1.68|1.63|1.8|0.38|0.33
202510|32010350100010000001|1001233.991787|1969579.147389|0.61|0.56|0.58|0.53|0.66|0|0
202510|32010350100010000001|1001233.991787|1969629.147389|1.3|1.57|1.91|1.83|1.8|0|0
202510|32010350100010000001|1001233.991787|1969879.147389|2.31|2.11|2.18|2.16|2.44|0.13|0.1
202510|32010350100010000001|1001233.991787|1970279.147389|0.05|0.05|0.05|0.05|0.08|0.2|0.15
202510|32010350100010000001|1001233.991787|1970329.147389|0.05|0.05|0.05|0.05|0.05|0.2|0.13
202510|32010350100010000001|1001233.991787|1970379.147389|0.15|0.15|0.15|0.18|0.2|1.27|1.12
202510|32010350100010000001|1001233.991787|1970429.147389|0.13|0.13|0.13|0.13|0.13|1.07|0.97
202510|32010350100010000001|1001233.991787|1970879.147389|0.28|0.28|0.41|0.25|0.23|0|0
202510|32010350100010000001|1001233.991787|1970929.147389|0.18|0.18|0.23|0.15|0.13|0|0
202510|32010350100010000001|1001283.991787|1969129.147389|1.12|1.19|1.14|1.17|1.17|0.1|0.1
202510|32010350100010000001|1001283.991787|1969329.147389|2.62|2.59|2.64|2.62|2.74|1.55|1.45
202510|32010350100010000001|1001283.991787|1969429.147389|0.25|0.2|0.23|0.2|0.25|0.05|0.05
202510|32010350100010000001|1001283.991787|1969629.147389|0.08|0.05|0.08|0.1|0.1|0|0
202510|32010350100010000001|1001283.991787|1969679.147389|0.46|0.46|0.46|0.43|0.48|0|0
202510|32010350100010000001|1001283.991787|1969729.147389|0.71|0.69|0.61|0.61|0.69|0|0
202510|32010350100010000001|1001283.991787|1969779.147389|1.12|1.04|1.09|0.99|1.22|0|0
202510|32010350100010000001|1001283.991787|1969829.147389|1.19|1.12|1.17|1.07|1.3|0|0
202510|32010350100010000001|1001283.991787|1969879.147389|1.19|1.12|1.17|1.07|1.3|0.03|0.03
202510|32010350100010000001|1001283.991787|1970329.147389|0.05|0.05|0.05|0.05|0.05|0.2|0.13
202510|32010350100010000001|1001283.991787|1970379.147389|0.2|0.2|0.2|0.2|0.23|1.35|1.17
202510|32010350100010000001|1001283.991787|1970429.147389|0.15|0.15|0.18|0.18|0.2|1.27|1.12
202510|32010350100010000001|1001333.991787|1968929.147389|0.18|0.15|0.18|0.23|0.2|0.03|0.03
202510|32010350100010000001|1001333.991787|1969279.147389|0.2|0.13|0.2|0.25|0.23|0.08|0.08
202510|32010350100010000001|1001333.991787|1969329.147389|7.95|7.85|7.67|7.65|9.3|1.09|0.94
202510|32010350100010000001|1001333.991787|1969579.147389|0.13|0.13|0.13|0.13|0.13|0.03|0.03
202510|32010350100010000001|1001333.991787|1969629.147389|0.05|0.05|0.05|0.05|0.05|0|0
202510|32010350100010000001|1001333.991787|1969729.147389|0.23|0.2|0.2|0.2|0.23|0|0
202510|32010350100010000001|1001333.991787|1970329.147389|0.05|0.05|0.03|0.03|0.03|0.08|0.08
202510|32010350100010000001|1001333.991787|1970379.147389|0.13|0.13|0.13|0.13|0.15|0.61|0.51
202510|32010350100010000001|1001333.991787|1970429.147389|0.15|0.15|0.18|0.18|0.2|1.27|1.12
202510|32010350100010000001|1001333.991787|1970879.147389|0.03|0.03|0.05|0.03|0.03|0|0
202510|32010350100010000001|1001383.991787|1969279.147389|0.18|0.18|0.18|0.18|0.2|0.03|0.03
202510|32010350100010000001|1001383.991787|1969379.147389|1.68|1.7|1.68|2.11|1.98|0.89|1.09
202510|32010350100010000001|1001383.991787|1969629.147389|0.15|0.13|0.15|0.15|0.15|0.03|0.03
202510|32010350100010000001|1001383.991787|1969779.147389|0.03|0.03|0.03|0.03|0.03|0|0
202510|32010350100010000001|1001383.991787|1970379.147389|0.2|0.2|0.2|0.2|0.23|1.35|1.17
202510|32010350100010000001|1001383.991787|1970429.147389|0.2|0.2|0.2|0.18|0.23|0.89|0.76
202510|32010350100010000001|1001383.991787|1970929.147389|0.03|0.03|0.03|0.03|0.03|0.03|0.03
202510|32010350100010000001|1001433.991787|1969279.147389|0.81|0.91|0.94|1.3|0.99|0.1|0.15
202510|32010350100010000001|1001433.991787|1969329.147389|0.36|0.3|0.28|0.28|0.41|0.43|0.51
202510|32010350100010000001|1001433.991787|1969379.147389|0.89|0.91|0.89|1.12|1.04|1.19|1.42
202510|32010350100010000001|1001433.991787|1969429.147389|0.76|0.79|0.76|0.99|0.91|0.97|1.24
202510|32010350100010000001|1001433.991787|1969629.147389|0.15|0.13|0.1|0.1|0.15|0.03|0.03
202510|32010350100010000001|1001433.991787|1969679.147389|0.13|0.1|0.1|0.1|0.15|0|0
202510|32010350100010000001|1001433.991787|1969779.147389|0.03|0|0.03|0.03|0.03|0|0
202510|32010350100010000001|1001433.991787|1969929.147389|0.08|0.08|0.1|0.08|0.1|0|0
202510|32010350100010000001|1001433.991787|1969979.147389|0.33|0.38|0.33|0.28|0.33|0|0
202510|32010350100010000001|1001433.991787|1970379.147389|0.13|0.13|0.13|0.13|0.15|0.48|0.41
202510|32010350100010000001|1001433.991787|1970429.147389|0.2|0.2|0.2|0.2|0.23|1.24|1.09
202510|32010350100010000001|1001433.991787|1970529.147389|0.05|0.05|0.05|0.05|0.05|0.25|0.28
202510|32010350100010000001|1001433.991787|1971079.147389|0|0|0.03|0|0|0.03|0.03
202510|32010350100010000001|1001483.991787|1969229.147389|0.03|0.03|0.03|0.03|0.03|0|0
202510|32010350100010000001|1001483.991787|1969379.147389|0.79|0.81|0.79|1.02|0.94|1.02|1.3
202510|32010350100010000001|1001483.991787|1969429.147389|0.89|0.89|0.89|1.12|1.04|1.19|1.45
202510|32010350100010000001|1001483.991787|1969479.147389|0.3|0.25|0.23|0.23|0.33|0.56|0.69
202510|32010350100010000001|1001483.991787|1969529.147389|0.97|0.74|0.69|0.66|0.79|0.74|0.89
202510|32010350100010000001|1001483.991787|1969679.147389|0.28|0.2|0.2|0.18|0.23|0|0
202510|32010350100010000001|1001483.991787|1969779.147389|0.23|0.15|0.15|0.15|0.15|0|0
202510|32010350100010000001|1001483.991787|1969829.147389|0.23|0.18|0.18|0.15|0.15|0|0
