STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
202508|32010350100010000001|1000833.991787|1969929.147389|4.19|3.48|2.72|2.97|5.69|0.05|0.05
202508|32010350100010000001|1000833.991787|1969979.147389|4.14|3.66|2.77|3.51|6.2|0|0
202508|32010350100010000001|1000833.991787|1970029.147389|12.9|11.33|8.81|10.9|19.91|0|0
202508|32010350100010000001|1000833.991787|1970079.147389|1.63|1.3|1.02|1.3|2.36|0|0
202508|32010350100010000001|1000833.991787|1970379.147389|0.03|0.03|0.03|0.03|0.05|0.05|0.05
202508|32010350100010000001|1000883.991787|1968579.147389|0|0|0|0|0.03|0.03|0
202508|32010350100010000001|1000883.991787|1968979.147389|0|0|0|0|0.03|0|0
202508|32010350100010000001|1000883.991787|1969029.147389|0|0|0|0|0.03|0|0
202508|32010350100010000001|1000883.991787|1969079.147389|0.03|0.03|0|0.03|0.03|0|0
202508|32010350100010000001|1000883.991787|1969129.147389|0.03|0.03|0.03|0.03|0.03|0.03|0
202508|32010350100010000001|1000883.991787|1969229.147389|0.03|0.03|0.03|0.03|0.03|0.08|0.08
202508|32010350100010000001|1000883.991787|1969429.147389|1.75|1.55|1.47|1.5|1.98|0.13|0.1
202508|32010350100010000001|1000883.991787|1969479.147389|2.44|2.26|1.88|2.11|2.87|0|0
202508|32010350100010000001|1000883.991787|1969529.147389|17.58|15.11|13.28|14.61|20.55|0.03|0.03
202508|32010350100010000001|1000883.991787|1969579.147389|33.12|28.12|24.49|25.93|42.11|0.05|0.05
202508|32010350100010000001|1000883.991787|1969629.147389|22.91|19.53|17.3|18.36|28.47|0.18|0.15
202508|32010350100010000001|1000883.991787|1969679.147389|28.19|23.01|19.23|20.96|37.74|1.22|1.04
202508|32010350100010000001|1000883.991787|1969729.147389|4.04|3.45|2.69|2.59|5.21|0.3|0.28
202508|32010350100010000001|1000883.991787|1969779.147389|15.37|12.95|11.13|11.84|20.37|2.03|1.73
202508|32010350100010000001|1000883.991787|1969829.147389|2.49|2.13|1.65|1.6|3.2|0.33|0.3
202508|32010350100010000001|1000883.991787|1969879.147389|10.74|8.79|7.52|8.33|14.55|1.37|1.17
202508|32010350100010000001|1000883.991787|1969929.147389|10.54|8.76|6.99|7.75|15.09|0.28|0.23
202508|32010350100010000001|1000883.991787|1969979.147389|4.27|3.73|3.48|3.71|5.03|0.03|0.03
202508|32010350100010000001|1000883.991787|1970029.147389|1.68|1.55|1.27|1.52|2.72|0|0
202508|32010350100010000001|1000883.991787|1970079.147389|5.05|4.8|3.45|4.57|8.61|0|0
202508|32010350100010000001|1000883.991787|1970129.147389|2.06|1.88|1.32|1.68|3.38|0.05|0.05
202508|32010350100010000001|1000883.991787|1970379.147389|0.03|0.03|0|0.03|0.03|0.05|0.05
202508|32010350100010000001|1000883.991787|1970479.147389|0.05|0.03|0.03|0.03|0.05|0.3|0.25
202508|32010350100010000001|1000883.991787|1970529.147389|0.05|0.05|0.03|0.03|0.08|0.38|0.3
202508|32010350100010000001|1000933.991787|1968579.147389|0|0|0|0|0|0.03|0.03
202508|32010350100010000001|1000933.991787|1969179.147389|0.2|0.18|0.15|0.18|0.23|2.03|1.7
202508|32010350100010000001|1000933.991787|1969229.147389|0.41|0.38|0.33|0.36|0.46|3.05|2.44
202508|32010350100010000001|1000933.991787|1969279.147389|0.46|0.41|0.36|0.41|0.53|2.74|2.18
202508|32010350100010000001|1000933.991787|1969329.147389|0.66|0.56|0.48|0.51|0.71|2.31|1.8
202508|32010350100010000001|1000933.991787|1969379.147389|3.86|3.51|3.02|3.18|4.45|5.74|4.9
202508|32010350100010000001|1000933.991787|1969429.147389|11.66|10.36|9.09|9.75|12.83|3.28|2.79
202508|32010350100010000001|1000933.991787|1969479.147389|7.72|7.06|6.25|6.48|8.92|0.43|0.36
202508|32010350100010000001|1000933.991787|1969529.147389|13.39|11.71|10.19|11.18|16.48|0.03|0.03
202508|32010350100010000001|1000933.991787|1969579.147389|14.07|12.09|10.95|11.58|16.76|0.03|0.03
202508|32010350100010000001|1000933.991787|1969629.147389|4.78|3.99|3.61|3.4|6.2|0.05|0.05
202508|32010350100010000001|1000933.991787|1969679.147389|24.66|20.7|18.31|19.41|30.2|1.24|1.04
202508|32010350100010000001|1000933.991787|1969729.147389|17.6|15.01|13.23|14.35|21.29|1.52|1.3
202508|32010350100010000001|1000933.991787|1969779.147389|9.22|7.34|6.2|6.93|11.91|1.47|1.3
202508|32010350100010000001|1000933.991787|1969829.147389|6.93|5.72|4.65|5.28|9.3|1.22|1.07
202508|32010350100010000001|1000933.991787|1969879.147389|10.19|8.51|6.93|8|14.05|1.52|1.3
202508|32010350100010000001|1000933.991787|1969929.147389|5.94|5.08|4.01|4.52|8.51|0.64|0.56
202508|32010350100010000001|1000933.991787|1970129.147389|2.74|2.62|2.29|2.82|3.25|0.03|0.03
202508|32010350100010000001|1000933.991787|1970179.147389|0.23|0.23|0.15|0.2|0.41|0.66|0.53
202508|32010350100010000001|1000933.991787|1970229.147389|0.2|0.18|0.15|0.18|0.33|0.84|0.69
202508|32010350100010000001|1000933.991787|1970279.147389|0.48|0.43|0.36|0.41|0.74|1.42|1.14
202508|32010350100010000001|1000933.991787|1970329.147389|0.28|0.25|0.18|0.23|0.46|0.99|0.81
202508|32010350100010000001|1000933.991787|1970379.147389|0.2|0.18|0.15|0.15|0.3|0.53|0.43
202508|32010350100010000001|1000933.991787|1970479.147389|0.03|0.03|0.03|0.03|0.08|0.13|0.1
202508|32010350100010000001|1000933.991787|1970629.147389|1.52|1.22|0.97|1.09|2.26|4.14|3.48
202508|32010350100010000001|1000983.991787|1969129.147389|0.1|0.1|0.08|0.08|0.1|0.28|0.2
202508|32010350100010000001|1000983.991787|1969179.147389|0.25|0.23|0.18|0.2|0.28|1.93|1.52
202508|32010350100010000001|1000983.991787|1969229.147389|1.22|1.09|1.02|1.07|1.3|7.06|5.61
202508|32010350100010000001|1000983.991787|1969279.147389|2.51|2.31|2.06|2.26|2.74|14.27|11.73
202508|32010350100010000001|1000983.991787|1969329.147389|1.65|1.52|1.35|1.45|1.8|9.98|8.05
202508|32010350100010000001|1000983.991787|1969379.147389|5.08|4.39|3.91|4.22|5.79|32.16|27.38
202508|32010350100010000001|1000983.991787|1969429.147389|2.11|1.85|1.45|1.55|2.54|6.88|5.92
202508|32010350100010000001|1000983.991787|1969529.147389|9.73|8.43|7.42|8.03|11.38|0.76|0.66
202508|32010350100010000001|1000983.991787|1969579.147389|5.51|5.11|4.98|5.13|5.92|0|0
202508|32010350100010000001|1000983.991787|1969629.147389|5.54|4.37|3.58|3.96|6.93|0.1|0.1
202508|32010350100010000001|1000983.991787|1969679.147389|1.98|1.63|1.73|1.6|2.59|0.05|0.05
202508|32010350100010000001|1000983.991787|1969779.147389|21.49|18.8|14.86|17.5|31.65|2.77|2.34
202508|32010350100010000001|1000983.991787|1969829.147389|21.89|19.3|15.6|18.08|30.89|2.51|2.13
202508|32010350100010000001|1000983.991787|1969879.147389|17.86|15.65|12.57|14.63|25.76|2.39|2.03
202508|32010350100010000001|1000983.991787|1969929.147389|16.69|14.27|12.32|13.34|22.35|2.21|1.88
202508|32010350100010000001|1000983.991787|1970179.147389|0.05|0.05|0.03|0.05|0.08|0.36|0.28
202508|32010350100010000001|1000983.991787|1970229.147389|0.15|0.13|0.13|0.13|0.2|0.66|0.53
202508|32010350100010000001|1000983.991787|1970279.147389|0.51|0.46|0.36|0.43|0.79|2.59|2.16
202508|32010350100010000001|1000983.991787|1970329.147389|0.79|0.69|0.56|0.61|1.14|3.51|2.95
202508|32010350100010000001|1000983.991787|1970379.147389|0.56|0.48|0.38|0.46|0.86|2.54|2.11
202508|32010350100010000001|1001033.991787|1968979.147389|0.08|0.08|0.08|0.08|0.08|0|0
202508|32010350100010000001|1001033.991787|1969029.147389|0.2|0.18|0.18|0.18|0.2|0|0
202508|32010350100010000001|1001033.991787|1969179.147389|1.22|1.12|0.99|1.04|1.27|3.07|2.44
202508|32010350100010000001|1001033.991787|1969229.147389|3.61|3.38|2.95|3.15|4.55|11.96|9.12
202508|32010350100010000001|1001033.991787|1969279.147389|2.87|2.62|2.34|2.51|3.12|11.33|9.09
202508|32010350100010000001|1001033.991787|1969329.147389|2.06|1.85|1.73|1.75|2.16|8.81|6.91
202508|32010350100010000001|1001033.991787|1969379.147389|0.36|0.28|0.2|0.23|0.38|1.47|1.12
202508|32010350100010000001|1001033.991787|1969429.147389|1.55|1.35|1.07|1.14|1.85|12.93|11.13
202508|32010350100010000001|1001033.991787|1969479.147389|1.65|1.3|1.07|1.19|2.06|6.55|5.77
202508|32010350100010000001|1001033.991787|1969529.147389|2.67|2.08|1.73|1.91|3.33|1.14|0.99
202508|32010350100010000001|1001033.991787|1969579.147389|5.74|5.28|4.6|4.78|6.68|0|0
202508|32010350100010000001|1001033.991787|1969629.147389|1.88|1.68|1.57|1.63|2.13|0.03|0.03
202508|32010350100010000001|1001033.991787|1969729.147389|5.08|3.99|3.28|3.63|6.35|0.97|0.84
202508|32010350100010000001|1001033.991787|1969779.147389|17.17|14.99|11.38|13.92|25.81|2.08|1.8
202508|32010350100010000001|1001033.991787|1969829.147389|17.5|15.65|12.37|14.61|25.83|1.96|1.65
202508|32010350100010000001|1001033.991787|1969879.147389|13.49|11.4|9.37|10.54|18.72|1.93|1.68
202508|32010350100010000001|1001033.991787|1969929.147389|1.75|1.37|1.07|1.4|2.51|0.23|0.2
202508|32010350100010000001|1001033.991787|1970279.147389|0.66|0.58|0.48|0.56|0.94|2.74|2.29
202508|32010350100010000001|1001033.991787|1970329.147389|0.86|0.76|0.61|0.74|1.22|2.95|2.44
202508|32010350100010000001|1001033.991787|1970379.147389|0.61|0.53|0.43|0.51|0.91|2.72|2.26
202508|32010350100010000001|1001033.991787|1970629.147389|0.15|0.13|0.13|0.13|0.18|0.33|0.25
202508|32010350100010000001|1001033.991787|1970779.147389|1.22|1.14|0.91|1.09|1.98|1.55|1.3
202508|32010350100010000001|1001083.991787|1968829.147389|0|0.03|0|0|0.03|0|0
202508|32010350100010000001|1001083.991787|1969079.147389|0.99|0.97|0.84|0.94|1.17|0.28|0.23
202508|32010350100010000001|1001083.991787|1969129.147389|1.47|1.4|1.3|1.37|1.63|1.24|1.02
202508|32010350100010000001|1001083.991787|1969179.147389|3.02|2.77|2.46|2.59|3.25|6.38|5.08
202508|32010350100010000001|1001083.991787|1969229.147389|0.81|0.64|0.46|0.53|0.84|1.5|1.14
202508|32010350100010000001|1001083.991787|1969279.147389|4.75|4.34|3.91|4.19|5.18|11.99|9.65
202508|32010350100010000001|1001083.991787|1969329.147389|1.35|1.17|0.94|1.14|1.52|2.79|2.31
202508|32010350100010000001|1001083.991787|1969379.147389|1.35|1.17|0.99|1.07|1.5|6.43|5.05
202508|32010350100010000001|1001083.991787|1969429.147389|0.15|0.15|0.08|0.13|0.2|1.02|0.91
202508|32010350100010000001|1001083.991787|1969479.147389|0.71|0.61|0.48|0.46|0.91|2.41|2.21
202508|32010350100010000001|1001083.991787|1969529.147389|0.89|0.97|0.91|1.07|1.32|0.08|0.05
202508|32010350100010000001|1001083.991787|1969579.147389|4.85|3.96|3.38|3.66|5.92|0.03|0.03
202508|32010350100010000001|1001083.991787|1969629.147389|6.55|5.33|4.55|4.95|8|0.05|0.03
202508|32010350100010000001|1001083.991787|1969679.147389|2.26|1.96|1.5|1.45|2.92|0.05|0.03
202508|32010350100010000001|1001083.991787|1969779.147389|5.46|4.67|3.68|4.14|7.8|0.64|0.56
202508|32010350100010000001|1001083.991787|1969829.147389|1.65|1.47|1.37|1.42|1.85|0.2|0.15
202508|32010350100010000001|1001083.991787|1969879.147389|1.68|1.32|1.04|1.32|2.41|0.23|0.18
202508|32010350100010000001|1001083.991787|1970329.147389|0.76|0.69|0.56|0.64|1.07|3.33|2.82
202508|32010350100010000001|1001083.991787|1970379.147389|0.48|0.43|0.36|0.41|0.69|2.46|2.03
202508|32010350100010000001|1001083.991787|1970779.147389|0.99|0.91|0.74|0.89|1.6|0.97|0.81
202508|32010350100010000001|1001133.991787|1968979.147389|0.33|0.3|0.28|0.3|0.41|0|0
202508|32010350100010000001|1001133.991787|1969029.147389|1.24|1.17|1.14|1.14|1.3|0.05|0.05
202508|32010350100010000001|1001133.991787|1969079.147389|0.91|0.89|0.79|0.84|1.02|0.23|0.18
202508|32010350100010000001|1001133.991787|1969129.147389|2.72|2.62|2.31|2.54|3.18|1.42|1.14
202508|32010350100010000001|1001133.991787|1969179.147389|3.33|3.12|2.9|3.07|3.63|5.61|4.52
202508|32010350100010000001|1001133.991787|1969229.147389|4.85|4.45|3.99|4.27|5.28|10.34|8.33
202508|32010350100010000001|1001133.991787|1969279.147389|1.5|1.3|1.04|1.27|1.68|2.82|2.31
202508|32010350100010000001|1001133.991787|1969329.147389|5|4.57|4.11|4.42|5.46|11.94|9.6
202508|32010350100010000001|1001133.991787|1969379.147389|3.15|2.95|2.74|2.82|3.38|8.38|6.71
202508|32010350100010000001|1001133.991787|1969429.147389|2.44|2.29|1.88|2.08|3.18|9.7|8.74
202508|32010350100010000001|1001133.991787|1969479.147389|1.47|1.45|1.12|1.32|1.85|1.83|1.45
202508|32010350100010000001|1001133.991787|1969529.147389|4.37|4.29|3.35|4.04|6.4|0.53|0.43
202508|32010350100010000001|1001133.991787|1969579.147389|6.48|5.87|4.98|5.69|8.41|0|0
202508|32010350100010000001|1001133.991787|1969629.147389|5.61|4.6|3.91|4.24|6.86|0|0
202508|32010350100010000001|1001133.991787|1969979.147389|1.02|0.81|0.64|0.81|1.47|0.13|0.1
202508|32010350100010000001|1001133.991787|1970079.147389|1.47|1.22|0.94|1.04|1.98|0.43|0.36
202508|32010350100010000001|1001133.991787|1970129.147389|0.33|0.28|0.2|0.23|0.46|0.71|0.61
202508|32010350100010000001|1001133.991787|1970179.147389|0.1|0.1|0.08|0.08|0.15|0.94|0.81
202508|32010350100010000001|1001133.991787|1970329.147389|0.1|0.08|0.08|0.08|0.15|0.3|0.25
202508|32010350100010000001|1001133.991787|1970379.147389|0.33|0.28|0.23|0.28|0.48|2.29|1.88
202508|32010350100010000001|1001133.991787|1970779.147389|2.64|2.01|2.01|2.03|2.87|1.37|1.27
202508|32010350100010000001|1001133.991787|1970829.147389|1.09|0.89|0.94|0.86|1.42|0|0
202508|32010350100010000001|1001183.991787|1968779.147389|0.2|0.2|0.2|0.2|0.2|0|0
202508|32010350100010000001|1001183.991787|1969079.147389|0.36|0.33|0.28|0.3|0.43|0.23|0.18
202508|32010350100010000001|1001183.991787|1969129.147389|2.39|2.31|2.24|2.36|2.82|1.02|0.81
202508|32010350100010000001|1001183.991787|1969179.147389|1.78|1.65|1.4|1.63|2.08|2.46|2.01
202508|32010350100010000001|1001183.991787|1969229.147389|1.55|1.42|1.19|1.32|1.8|3.89|3.12
202508|32010350100010000001|1001183.991787|1969279.147389|3.99|3.73|3.45|3.68|4.37|8.59|6.93
202508|32010350100010000001|1001183.991787|1969329.147389|4.01|3.76|3.48|3.71|4.39|8.89|7.19
202508|32010350100010000001|1001183.991787|1969429.147389|1.42|1.35|1.37|1.32|1.4|0.74|0.58
202508|32010350100010000001|1001183.991787|1969529.147389|0.79|0.71|0.66|0.69|0.89|0|0
202508|32010350100010000001|1001183.991787|1969579.147389|4.19|3.71|2.95|3.38|5.28|0|0
202508|32010350100010000001|1001183.991787|1969829.147389|1.02|0.89|0.69|0.66|1.32|0.13|0.1
202508|32010350100010000001|1001183.991787|1969879.147389|2.41|2.06|1.52|1.75|3.28|0.33|0.28
202508|32010350100010000001|1001183.991787|1969929.147389|1.12|0.89|0.69|0.89|1.6|0.15|0.13
202508|32010350100010000001|1001183.991787|1969979.147389|1.17|0.91|0.71|0.91|1.68|0.13|0.1
202508|32010350100010000001|1001183.991787|1970229.147389|0.08|0.08|0.08|0.08|0.13|0.33|0.28
202508|32010350100010000001|1001183.991787|1970379.147389|0.1|0.08|0.08|0.08|0.15|0.61|0.51
202508|32010350100010000001|1001183.991787|1970779.147389|1.37|1.04|1.04|1.07|1.5|0.03|0.03
202508|32010350100010000001|1001183.991787|1970829.147389|0.18|0.25|0.3|0.28|0.28|0|0
202508|32010350100010000001|1001233.991787|1969129.147389|0.89|0.84|0.86|0.81|0.86|0.28|0.2
202508|32010350100010000001|1001233.991787|1969179.147389|3.94|3.86|3.4|3.76|5.13|1.8|1.27
202508|32010350100010000001|1001233.991787|1969229.147389|2.87|2.77|2.46|2.67|3.28|1.91|1.55
202508|32010350100010000001|1001233.991787|1969279.147389|1.47|1.35|1.12|1.27|1.73|3.25|2.62
202508|32010350100010000001|1001233.991787|1969329.147389|6.4|5.82|4.88|5.49|8.15|16.61|14.25
202508|32010350100010000001|1001233.991787|1969379.147389|2.87|2.64|2.57|2.67|3.07|2.39|1.91
202508|32010350100010000001|1001233.991787|1969429.147389|2.26|2.06|2.06|2.03|2.36|0.61|0.48
202508|32010350100010000001|1001233.991787|1969579.147389|0.58|0.46|0.36|0.46|0.84|0|0
202508|32010350100010000001|1001233.991787|1969629.147389|1.83|1.88|1.32|1.8|3.07|0|0
202508|32010350100010000001|1001233.991787|1969879.147389|2.41|2.11|1.7|2.01|3.12|0.15|0.13
202508|32010350100010000001|1001233.991787|1970279.147389|0.05|0.05|0.05|0.05|0.08|0.2|0.18
202508|32010350100010000001|1001233.991787|1970329.147389|0.05|0.05|0.03|0.05|0.08|0.2|0.18
202508|32010350100010000001|1001233.991787|1970379.147389|0.18|0.13|0.1|0.13|0.23|1.78|1.5
202508|32010350100010000001|1001233.991787|1970429.147389|0.13|0.1|0.08|0.1|0.15|1.57|1.32
202508|32010350100010000001|1001283.991787|1969129.147389|1.93|1.55|1.4|1.55|2.01|0.15|0.13
202508|32010350100010000001|1001283.991787|1969329.147389|3.38|3.15|2.46|2.72|4.29|2.64|2.26
202508|32010350100010000001|1001283.991787|1969429.147389|0.38|0.3|0.25|0.25|0.38|0.08|0.05
202508|32010350100010000001|1001283.991787|1969629.147389|0.08|0.08|0.05|0.08|0.1|0|0
202508|32010350100010000001|1001283.991787|1969679.147389|0.58|0.56|0.58|0.56|0.58|0|0
202508|32010350100010000001|1001283.991787|1969729.147389|0.84|0.76|0.71|0.74|0.94|0|0
202508|32010350100010000001|1001283.991787|1969779.147389|1.07|0.86|0.66|0.86|1.55|0|0
202508|32010350100010000001|1001283.991787|1969829.147389|1.14|0.91|0.71|0.91|1.65|0|0
202508|32010350100010000001|1001283.991787|1969879.147389|1.14|0.91|0.71|0.91|1.65|0.03|0.03
202508|32010350100010000001|1001283.991787|1970329.147389|0.05|0.05|0.03|0.05|0.08|0.2|0.18
202508|32010350100010000001|1001283.991787|1970379.147389|0.2|0.18|0.15|0.18|0.3|1.91|1.6
202508|32010350100010000001|1001283.991787|1970429.147389|0.18|0.13|0.1|0.13|0.23|1.78|1.5
202508|32010350100010000001|1001333.991787|1968929.147389|0.2|0.2|0.18|0.23|0.25|0.03|0.03
202508|32010350100010000001|1001333.991787|1969279.147389|0.18|0.2|0.1|0.15|0.25|0.1|0.08
202508|32010350100010000001|1001333.991787|1969329.147389|10.39|9.53|8.71|10.59|14.02|1.6|1.37
202508|32010350100010000001|1001333.991787|1969579.147389|0.15|0.1|0.08|0.1|0.18|0.03|0.03
202508|32010350100010000001|1001333.991787|1969629.147389|0.08|0.05|0.05|0.05|0.08|0|0
202508|32010350100010000001|1001333.991787|1969729.147389|0.25|0.23|0.23|0.23|0.3|0|0
202508|32010350100010000001|1001333.991787|1970329.147389|0.05|0.03|0.03|0.03|0.05|0.13|0.1
202508|32010350100010000001|1001333.991787|1970379.147389|0.13|0.13|0.1|0.13|0.2|0.76|0.61
202508|32010350100010000001|1001333.991787|1970429.147389|0.18|0.13|0.1|0.13|0.23|1.78|1.5
202508|32010350100010000001|1001383.991787|1969279.147389|0.23|0.23|0.23|0.23|0.23|0.03|0.03
202508|32010350100010000001|1001383.991787|1969379.147389|1.22|1.24|1.02|1.6|1.5|0.56|0.51
202508|32010350100010000001|1001383.991787|1969629.147389|0.15|0.13|0.1|0.13|0.2|0.03|0.03
202508|32010350100010000001|1001383.991787|1969779.147389|0.03|0.03|0.03|0.03|0.05|0|0
202508|32010350100010000001|1001383.991787|1970379.147389|0.2|0.18|0.15|0.18|0.3|1.91|1.6
202508|32010350100010000001|1001383.991787|1970429.147389|0.18|0.15|0.15|0.15|0.25|1.12|0.89
202508|32010350100010000001|1001383.991787|1970929.147389|0.05|0.05|0.03|0.03|0.08|0.13|0.08
202508|32010350100010000001|1001433.991787|1969279.147389|0.81|0.86|0.69|1.14|1.02|0.08|0.08
202508|32010350100010000001|1001433.991787|1969329.147389|0.08|0.08|0.05|0.08|0.08|0.18|0.13
202508|32010350100010000001|1001433.991787|1969379.147389|0.69|0.71|0.58|0.86|0.84|0.84|0.76
202508|32010350100010000001|1001433.991787|1969429.147389|0.51|0.53|0.43|0.71|0.64|0.41|0.41
202508|32010350100010000001|1001433.991787|1969629.147389|0.03|0.03|0|0|0.03|0|0
202508|32010350100010000001|1001433.991787|1969779.147389|0.03|0.03|0|0.03|0.03|0|0
202508|32010350100010000001|1001433.991787|1969929.147389|0.15|0.13|0.1|0.13|0.18|0|0
202508|32010350100010000001|1001433.991787|1969979.147389|0.51|0.43|0.33|0.41|0.61|0|0
202508|32010350100010000001|1001433.991787|1970379.147389|0.13|0.13|0.1|0.13|0.2|0.58|0.48
202508|32010350100010000001|1001433.991787|1970429.147389|0.2|0.18|0.15|0.18|0.3|1.78|1.47
202508|32010350100010000001|1001433.991787|1970529.147389|0.08|0.05|0.05|0.05|0.08|0.51|0.48
202508|32010350100010000001|1001433.991787|1971079.147389|0|0.03|0.03|0.03|0.03|0.05|0.05
202508|32010350100010000001|1001483.991787|1969229.147389|0.05|0.03|0.03|0.03|0.05|0|0
202508|32010350100010000001|1001483.991787|1969379.147389|0.56|0.56|0.46|0.74|0.66|0.48|0.48
202508|32010350100010000001|1001483.991787|1969429.147389|0.64|0.66|0.53|0.84|0.79|0.74|0.69
202508|32010350100010000001|1001483.991787|1969479.147389|0.03|0.03|0.03|0.03|0.03|0.13|0.13
202508|32010350100010000001|1001483.991787|1969529.147389|0.43|0.41|0.33|0.38|0.69|0.38|0.36
202508|32010350100010000001|1001483.991787|1969679.147389|0.13|0.13|0.1|0.1|0.2|0|0
202508|32010350100010000001|1001483.991787|1969779.147389|0.15|0.13|0.1|0.13|0.23|0|0
202508|32010350100010000001|1001483.991787|1969829.147389|0.15|0.13|0.1|0.13|0.23|0|0
202508|32010350100010000001|1001483.991787|1969979.147389|0.13|0.1|0.08|0.1|0.15|0|0
202508|32010350100010000001|1001483.991787|1970079.147389|2.13|1.96|1.52|1.88|3.28|0.3|0.28
202508|32010350100010000001|1001483.991787|1970479.147389|0.05|0.05|0.03|0.05|0.08|0.2|0.18
202508|32010350100010000001|1001483.991787|1970529.147389|0.05|0.05|0.03|0.05|0.08|0.2|0.18
202508|32010350100010000001|1001483.991787|1971079.147389|0.1|0.08|0.08|0.08|0.13|0.33|0.3
202508|32010350100010000001|1001533.991787|1969379.147389|0.56|0.58|0.46|0.76|0.69|0.48|0.46
202508|32010350100010000001|1001533.991787|1969429.147389|0.66|0.66|0.53|0.84|0.79|0.74|0.69
202508|32010350100010000001|1001533.991787|1969479.147389|0.56|0.58|0.46|0.76|0.69|0.41|0.41
