order_id,customer_id,product_id,quantity,amount,channel,order_date
O00091,C0141,P033,2,259800.0,web,2025-03-14
O00092,C0189,P041,1,89900.0,web,2025/06/05
O00093,C0486,P041,2,179800.0,app ,20250416
O00094,C0049,P023,1,9900.0,app,2025-01-26
O00095,C0302,P007,1,29900.0,web,2025/01/18
O00096,C0369,P003,1,199900.0,web,20250613
O00097,C0190,P058,1,199900.0,web,2025-05-16
O00098,C0136,P032,1,129900.0,web,2025/05/26
O00099,C0043,P031,1,29900.0,app,20250227
O00100,C0404,P018,3,269700.0,web,2025-06-09
O00101,C0380,P043,2,259800.0,APP,2025/04/03
O00102,C0353,P007,1,29900.0,web,20250218
O00103,C0090,P041,1,89900.0,app,2025-06-25
O00104,C0295,P001,1,49900.0,app,2025/03/12
O00105,C0341,P014,2,99800.0,app,20250306
O00106,C0245,P052,3,149700.0,web,2025-02-02
O00107,C0433,P032,1,129900.0,web,2025/02/19
O00108,C0192,P006,2,19800.0,web,20250104
O00109,C0318,P039,1,19900.0,APP,2025-04-29
O00110,C0106,P010,3,29700.0,app ,2025/03/25
O00111,C0363,P007,2,59800.0,app ,20250427
O00112,C0310,P026,3,389700.0,app,2025-06-13
O00113,C0382,P034,2,19800.0,web,2025/04/12
O00114,C0233,P030,1,9900.0,app ,20250605
O00115,C0265,P036,1,29900.0,APP,2025-05-11
O00116,C0344,P021,1,129900.0,web,2025/01/06
O00117,C0037,P060,1,89900.0,web,20250622
O00118,C0305,P017,2,179800.0,app,2025-01-23
O00119,C0041,P033,1,129900.0,web,2025/05/15
O00120,C0017,P010,2,19800.0,web,20250430
O00121,C0344,P051,2,259800.0,app ,2025-03-02
O00122,C0277,P047,1,199900.0,app ,2025/04/10
O00123,C0307,P042,1,129900.0,web,20250306
O00124,C0059,P051,1,129900.0,web,2025-05-14
O00125,C0423,P012,2,59800.0,app,2025/01/24
O00126,C0183,P056,2,39800.0,app,20250206
O00127,C0041,P016,3,389700.0,web,2025-02-14
O00128,C0039,P041,1,89900.0,app,2025/06/28
O00129,C0397,P032,3,389700.0,app,20250410
O00130,C0192,P015,1,129900.0,app ,2025-04-12
O00131,C0267,P027,2,59800.0,web,2025/06/22
O00132,C0494,P028,1,89900.0,web,20250304
O00133,C0147,P017,2,179800.0,app ,2025-01-29
O00134,C0395,P046,2,399800.0,web,2025/04/11
O00135,C0333,P059,1,89900.0,app,20250419
O00136,C0127,P050,1,9900.0,web,2025-04-06
O00137,C0046,P058,3,599700.0,web,2025/06/02
O00138,C0045,P002,2,179800.0,web,20250110
O00139,C0001,P036,3,89700.0,web,2025-02-04
O00140,C0168,P050,1,9900.0,app ,2025/02/24
O00141,C0108,P007,1,29900.0,web,20250602
O00142,C0019,P013,2,399800.0,app,2025-06-22
O00143,C0332,P015,2,259800.0,app,2025/04/06
O00144,C0072,P025,3,29700.0,web,20250503
O00145,C0456,P023,1,9900.0,app,2025-01-12
O00146,C0445,P060,1,89900.0,web,2025/01/04
O00147,C0109,P022,3,29700.0,app,20250416
O00148,C0268,P026,2,259800.0,app,2025-03-31
O00149,C0445,P033,1,129900.0,web,2025/03/08
O00150,C0240,P011,2,99800.0,web,20250525
O00151,C0417,P010,2,19800.0,app,2025-03-06
O00152,C0301,P025,1,9900.0,app ,2025/03/23
O00153,C0090,P037,1,49900.0,web,20250415
O00154,C0103,P048,2,179800.0,app,2025-03-25
O00155,C0476,P043,1,129900.0,web,2025/04/15
O00156,C0250,P053,1,29900.0,app,20250425
O00157,C0453,P038,2,99800.0,web,2025-01-28
O00158,C0008,P041,3,269700.0,app,2025/01/16
O00159,C0153,P045,1,199900.0,web,20250121
O00160,C0347,P024,1,49900.0,app,2025-03-18
O00161,C0174,P040,1,9900.0,app,2025/02/11
O00162,C0343,P046,1,199900.0,app,20250223
O00163,C0158,P056,1,19900.0,app,2025-02-01
O00164,C0493,P033,2,259800.0,app,2025/04/24
O00165,C0431,P017,1,89900.0,app,20250207
O00166,C0215,P024,2,99800.0,app,2025-04-24
O00167,C0177,P037,1,49900.0,app ,2025/06/15
O00168,C0175,P057,2,179800.0,app,20250420
O00169,C0340,P002,1,89900.0,app,2025-04-13
O00170,C0338,P032,1,129900.0,web,2025/03/18
O00171,C0146,P057,1,,app,20250624
O00172,C0450,P060,2,179800.0,web,2025-05-20
O00173,C0324,P024,3,149700.0,app,2025/02/22
O00174,C0478,P009,1,199900.0,app,20250610
O00175,C0161,P004,2,259800.0,APP,2025-06-05
O00176,C0127,P017,1,89900.0,web,2025/05/01
O00177,C0420,P017,1,89900.0,web,20250103
O00178,C0082,P053,1,29900.0,app,2025-06-03
O00179,C0485,P050,1,9900.0,web,2025/02/23
O00180,C0147,P048,1,89900.0,app,20250209
O00181,C0239,P030,1,9900.0,app,2025-03-09
O00182,C0412,P040,3,29700.0,app,2025/04/24
O00183,C0424,P058,2,399800.0,web,20250624
O00184,C0084,P011,1,49900.0,app,2025-05-10
O00185,C0113,P021,1,129900.0,web,2025/02/11
O00186,C0225,P021,1,129900.0,app,20250611
O00187,C0332,P018,1,89900.0,web,2025-04-04
O00188,C0378,P055,2,259800.0,app,2025/05/29
O00189,C0243,P029,1,29900.0,web,20250411
O00190,C0143,P024,1,49900.0,app,2025-06-21
O00191,C0041,P010,1,9900.0,web,2025/05/04
O00192,C0423,P045,2,399800.0,app,20250102
O00193,C0258,P017,1,89900.0,app,2025-04-01
O00194,C0447,P018,1,89900.0,web,2025/02/28
O00195,C0285,P042,2,259800.0,app,20250408
O00196,C0105,P048,1,89900.0,app,2025-01-16
O00197,C0202,P020,3,29700.0,web,2025/05/28
O00198,C0450,P037,1,49900.0,web,20250603
O00199,C0307,P045,3,599700.0,web,2025-01-16
O00200,C0331,P018,1,89900.0,web,2025/04/18
O00201,C0461,P017,2,179800.0,web,20250123
O00202,C0266,P009,1,199900.0,web,2025-02-11
O00203,C0398,P014,3,149700.0,app,2025/02/06
O00204,C0210,P049,3,389700.0,app,20250313
O00205,C0051,P029,1,29900.0,web,2025-05-14
O00206,C0118,P031,2,59800.0,APP,2025/06/14
O00207,C0201,P004,2,259800.0,app,20250426
O00208,C0377,P018,2,179800.0,web,2025-05-30
O00209,C0039,P059,1,89900.0,web,2025/01/06
O00210,C0028,P020,2,19800.0,app ,20250201
O00211,C0259,P056,1,19900.0,app,2025-05-25
O00212,C0084,P056,1,19900.0,web,2025/02/07
O00213,C0454,P047,2,399800.0,app,20250525
O00214,C0155,P043,2,259800.0,app,2025-02-06
O00215,C0117,P044,2,19800.0,web,2025/05/31
O00216,C0002,P009,1,199900.0,app,20250626
O00217,C0093,P013,1,199900.0,app,2025-06-26
O00218,C0166,P015,1,129900.0,app,2025/03/02
O00219,C0387,P027,1,29900.0,app,20250318
O00220,C0400,P015,1,129900.0,web,2025-06-09
O00221,C0350,P028,3,269700.0,app,2025/05/07
O00222,C0296,P037,1,49900.0,web,20250327
O00223,C0258,P055,2,259800.0,web,2025-01-07
O00224,C0081,P019,1,49900.0,web,2025/05/30
O00225,C0425,P026,1,129900.0,web,20250326
O00226,C0268,P052,1,49900.0,web,2025-01-06
O00227,C0419,P026,1,129900.0,web,2025/05/22
O00228,C0235,P025,2,19800.0,web,20250524
O00229,C0321,P026,1,129900.0,app,2025-01-03
O00230,C0311,P026,2,259800.0,web,2025/05/17
O00231,C0301,P046,2,399800.0,app,20250216
O00232,C0463,P028,1,89900.0,web,2025-03-26
O00233,C0474,P049,1,129900.0,web,2025/04/04
O00234,C0357,P018,3,269700.0,web,20250619
O00235,C0213,P032,1,129900.0,web,2025-06-19
O00236,C0062,P053,2,59800.0,app,2025/01/23
O00237,C0049,P003,3,599700.0,web,20250103
O00238,C0127,P002,1,,APP,2025-05-09
O00239,C0223,P033,3,389700.0,APP,2025/03/08
O00240,C0409,P042,1,129900.0,web,20250312
O00241,C0279,P019,2,99800.0,app,2025-05-11
O00242,C0408,P017,2,179800.0,web,2025/06/26
O00243,C0294,P044,1,9900.0,app,20250308
O00244,C0284,P033,3,389700.0,app,2025-02-24
O00245,C0277,P012,1,29900.0,web,2025/05/12
O00246,C0438,P049,1,129900.0,web,20250131
O00247,C0107,P056,2,39800.0,web,2025-03-07
O00248,C0146,P003,1,199900.0,web,2025/04/11
O00249,C0420,P043,1,129900.0,app,20250305
O00250,C0099,P049,2,259800.0,web,2025-01-31
O00251,C0429,P055,2,259800.0,web,2025/04/27
O00252,C0375,P026,3,389700.0,app,20250307
O00253,C0073,P035,1,49900.0,app,2025-06-08
O00254,C0437,P008,3,149700.0,web,2025/02/16
O00255,C0486,P052,2,99800.0,app,20250122
O00256,C0122,P036,1,29900.0,app,2025-04-04
O00257,C0030,P053,1,29900.0,app,2025/03/24
O00258,C0188,P054,2,59800.0,app,20250215
O00259,C0364,P007,1,29900.0,app,2025-03-30
O00260,C0354,P046,1,199900.0,web,2025/04/29
O00261,C0288,P046,2,399800.0,app,20250215
O00262,C0451,P036,1,29900.0,APP,2025-01-01
O00263,C0195,P016,3,389700.0,app,2025/04/06
O00264,C0156,P024,1,49900.0,web,20250602
O00265,C0172,P054,2,59800.0,web,2025-03-02
O00266,C0335,P001,1,49900.0,APP,2025/04/15
O00267,C0041,P049,1,129900.0,web,20250322
O00268,C0063,P025,1,9900.0,web,2025-01-14
O00269,C0023,P010,2,19800.0,web,2025/02/14
O00270,C0360,P054,2,59800.0,APP,20250318
O00271,C0075,P016,2,259800.0,web,2025-06-16
O00272,C0048,P016,2,259800.0,web,2025/03/07
O00273,C0160,P058,2,399800.0,app,20250201
O00274,C0313,P008,1,49900.0,web,2025-04-06
O00275,C0118,P029,1,29900.0,app,2025/02/27
O00276,C0100,P039,3,59700.0,app,20250414
O00277,C0380,P028,2,179800.0,app,2025-02-25
O00278,C0417,P006,2,19800.0,app,2025/05/14
O00279,C0408,P016,1,129900.0,APP,20250308
O00280,C0167,P020,3,29700.0,web,2025-06-27
O00281,C0290,P016,1,129900.0,web,2025/04/28
O00282,C0440,P007,3,,app,20250207
O00283,C0156,P041,1,89900.0,web,2025-05-11
O00284,C0421,P014,1,49900.0,app ,2025/04/22
O00285,C0007,P043,2,259800.0,app ,20250513
O00286,C0196,P026,1,129900.0,web,2025-06-01
O00287,C0421,P026,1,129900.0,APP,2025/02/23
O00288,C0056,P014,2,99800.0,web,20250203
O00289,C0321,P007,2,59800.0,app,2025-02-08
O00290,C0193,P033,2,259800.0,web,2025/04/22
O00291,C0047,P026,2,259800.0,app,20250329
O00292,C0148,P057,3,269700.0,app,2025-02-17
O00293,C0275,P045,1,199900.0,app,2025/02/18
O00294,C0157,P020,1,9900.0,app ,20250203
O00295,C0202,P003,2,399800.0,app,2025-04-10
O00296,C0444,P052,1,49900.0,web,2025/05/15
O00297,C0402,P004,1,129900.0,app,20250118
O00298,C0476,P026,1,129900.0,app,2025-03-11
O00299,C0419,P011,2,99800.0,app ,2025/04/24
O00300,C0427,P002,2,179800.0,app ,20250203
O00301,C0495,P014,2,99800.0,web,2025-02-20
O00302,C0479,P044,1,9900.0,web,2025/04/15
O00303,C0475,P030,1,9900.0,web,20250403
O00304,C0126,P049,1,129900.0,app,2025-05-22
O00305,C0395,P012,2,59800.0,web,2025/03/10
O00306,C0305,P026,1,129900.0,app,20250330
O00307,C0369,P044,1,9900.0,web,2025-04-13
O00308,C0294,P033,2,259800.0,web,2025/05/16
O00309,C0064,P013,3,599700.0,web,20250523
O00310,C0325,P014,1,49900.0,web,2025-03-24
O00311,C0392,P024,1,49900.0,app,2025/01/11
O00312,C0418,P034,1,9900.0,web,20250528
O00313,C0176,P044,1,9900.0,web,2025-02-05
O00314,C0116,P026,2,259800.0,web,2025/03/23
O00315,C0440,P021,3,,app,20250522
O00316,C0204,P028,1,89900.0,app,2025-02-07
O00317,C0486,P048,2,179800.0,web,2025/03/30
O00318,C0321,P036,1,29900.0,app,20250101
O00319,C0031,P040,2,19800.0,web,2025-04-14
O00320,C0388,P002,1,89900.0,web,2025/03/06
O00321,C0113,P042,1,129900.0,app,20250101
O00322,C0365,P009,1,199900.0,web,2025-05-05
O00323,C0434,P023,2,19800.0,app,2025/03/01
O00324,C0325,P015,1,129900.0,web,20250125
O00325,C0414,P013,1,199900.0,APP,2025-04-01
O00326,C0376,P023,1,9900.0,web,2025/05/18
O00327,C0344,P017,1,89900.0,app,20250219
O00328,C0443,P048,1,89900.0,app ,2025-05-20
O00329,C0067,P060,2,179800.0,web,2025/04/02
O00330,C0075,P002,1,89900.0,app,20250201
O00331,C0045,P020,2,19800.0,web,2025-02-02
O00332,C0260,P020,1,9900.0,app,2025/01/26
O00333,C0154,P059,2,179800.0,web,20250211
O00334,C0155,P046,2,399800.0,web,2025-06-27
O00335,C0430,P003,1,199900.0,app,2025/03/02
O00336,C0363,P055,2,259800.0,web,20250210
O00337,C0448,P012,2,59800.0,app,2025-05-10
O00338,C0475,P040,3,29700.0,web,2025/04/09
O00339,C0234,P002,1,89900.0,web,20250408
O00340,C0051,P036,3,89700.0,app,2025-01-31
O00341,C0306,P014,2,99800.0,app,2025/05/31
O00342,C0262,P016,2,259800.0,web,20250425
O00343,C0315,P019,1,49900.0,web,2025-06-05
O00344,C0125,P034,3,29700.0,web,2025/05/27
O00345,C0399,P044,2,19800.0,web,20250217
O00346,C0245,P046,3,599700.0,web,2025-01-02
O00347,C0030,P006,1,9900.0,web,2025/05/19
O00348,C0426,P013,1,199900.0,app,20250621
O00349,C0485,P036,2,59800.0,app,2025-04-11
O00350,C0122,P022,2,19800.0,web,2025/05/08
O00351,C0125,P018,3,269700.0,web,20250228
O00352,C0037,P012,2,59800.0,web,2025-04-30
O00353,C0170,P052,3,149700.0,app,2025/02/07
O00354,C0124,P059,3,269700.0,app ,20250602
O00355,C0357,P054,1,29900.0,app,2025-04-17
O00356,C0035,P030,2,19800.0,app,2025/01/21
O00357,C0087,P053,1,29900.0,app,20250211
O00358,C0134,P051,3,389700.0,web,2025-06-13
O00359,C0196,P040,1,9900.0,web,2025/05/17
O00360,C0274,P007,1,29900.0,app,20250520
O00361,C0201,P032,2,259800.0,web,2025-01-10
O00362,C0369,P048,2,179800.0,app,2025/05/13
O00363,C0285,P019,2,99800.0,app,20250202
O00364,C0077,P006,1,9900.0,app,2025-03-10
O00365,C0059,P020,1,9900.0,web,2025/03/21
O00366,C0431,P027,2,59800.0,app,20250411
O00367,C0126,P053,1,29900.0,app,2025-01-29
O00368,C0500,P043,1,129900.0,app,2025/05/26
O00369,C0401,P037,3,149700.0,app,20250514
O00370,C0109,P048,2,179800.0,APP,2025-02-22
O00371,C0224,P007,1,29900.0,web,2025/06/09
O00372,C0496,P059,3,269700.0,web,20250504
O00373,C0278,P005,1,199900.0,web,2025-02-11
O00374,C0068,P011,1,49900.0,web,2025/02/16
O00375,C0069,P015,1,129900.0,app ,20250608
O00376,C0165,P003,1,199900.0,APP,2025-01-11
O00377,C0489,P058,2,399800.0,web,2025/06/03
O00378,C0305,P005,3,599700.0,web,20250604
O00379,C0397,P023,2,19800.0,web,2025-03-24
O00380,C0162,P053,1,29900.0,app,2025/04/19
O00381,C0365,P037,1,49900.0,web,20250127
O00382,C0342,P009,1,199900.0,web,2025-03-03
O00383,C0309,P015,1,129900.0,web,2025/05/28
O00384,C0379,P003,3,599700.0,web,20250511
O00385,C0343,P029,2,59800.0,app ,2025-05-24
O00386,C0435,P006,2,19800.0,web,2025/04/13
O00387,C0387,P017,1,89900.0,web,20250213
O00388,C0042,P026,1,129900.0,web,2025-04-03
O00389,C0354,P021,1,129900.0,app,2025/01/30
O00390,C0416,P008,2,99800.0,app,20250617
O00391,C0109,P021,3,389700.0,web,2025-04-29
O00392,C0051,P057,2,179800.0,web,2025/01/29
O00393,C0250,P011,2,99800.0,app,20250130
O00394,C0497,P038,1,49900.0,web,2025-04-14
O00395,C0341,P008,1,49900.0,app,2025/04/20
O00396,C0430,P042,1,129900.0,web,20250201
O00397,C0383,P024,1,49900.0,web,2025-05-18
O00398,C0492,P035,1,49900.0,app,2025/02/20
O00399,C0021,P055,1,129900.0,app,20250516
O00400,C0300,P014,2,99800.0,app,2025-06-28
O00401,C0139,P055,2,259800.0,web,2025/02/05
O00402,C0359,P014,2,99800.0,app,20250224
O00403,C0324,P010,1,9900.0,app,2025-06-12
O00404,C0499,P012,1,29900.0,app,2025/02/05
O00405,C0385,P038,1,49900.0,app,20250225
O00406,C0092,P044,2,19800.0,web,2025-02-05
O00407,C0447,P055,1,129900.0,app,2025/03/30
O00408,C0280,P046,2,399800.0,app,20250303
O00409,C0125,P034,1,9900.0,web,2025-04-19
O00410,C0483,P041,2,179800.0,app,2025/03/28
O00411,C0397,P010,1,9900.0,web,20250602
O00412,C0111,P058,2,399800.0,web,2025-03-05
O00413,C0354,P017,3,269700.0,APP,2025/02/26
O00414,C0139,P017,1,89900.0,web,20250423
O00415,C0484,P003,1,199900.0,web,2025-03-11
O00416,C0435,P031,2,59800.0,app,2025/06/29
O00417,C0273,P051,3,389700.0,APP,20250120
O00418,C0099,P001,3,149700.0,APP,2025-02-23
O00419,C0252,P012,1,29900.0,app,2025/01/01
O00420,C0338,P039,2,39800.0,web,20250331
O00421,C0104,P004,1,129900.0,app ,2025-05-18
O00422,C0214,P042,3,389700.0,app,2025/05/31
O00423,C0249,P013,1,199900.0,web,20250628
O00424,C0152,P034,2,19800.0,app,2025-04-23
O00425,C0250,P042,2,259800.0,web,2025/06/01
O00426,C0275,P021,1,129900.0,web,20250113
O00427,C0165,P022,2,19800.0,app,2025-06-06
O00428,C0487,P057,2,179800.0,app,2025/04/20
O00429,C0341,P004,1,129900.0,web,20250401
O00430,C0008,P018,1,89900.0,web,2025-04-05
O00431,C0284,P005,1,199900.0,app,2025/02/12
O00432,C0005,P019,3,149700.0,web,20250518
O00433,C0145,P002,1,89900.0,web,2025-06-08
O00434,C0101,P012,1,29900.0,app,2025/03/15
O00435,C0164,P017,2,179800.0,app,20250114
O00436,C0374,P010,3,29700.0,app,2025-04-09
O00437,C0147,P034,3,,app,2025/04/19
O00438,C0064,P006,2,19800.0,app,20250611
O00439,C0091,P008,3,149700.0,app,2025-05-25
O00440,C0117,P051,1,129900.0,web,2025/05/29
O00441,C0354,P011,2,99800.0,app,20250406
O00442,C0267,P057,2,179800.0,web,2025-02-27
O00443,C0310,P012,1,29900.0,web,2025/05/16
O00444,C0173,P009,1,199900.0,web,20250406
O00445,C0047,P002,1,89900.0,app,2025-02-07
O00446,C0140,P008,1,49900.0,web,2025/06/03
O00447,C0246,P058,2,399800.0,web,20250305
O00448,C0149,P011,3,149700.0,app,2025-06-07
O00449,C0246,P060,1,89900.0,app,2025/01/09
O00450,C0395,P053,2,59800.0,app,20250501
O00451,C0487,P036,2,59800.0,web,2025-02-01
O00452,C0476,P010,1,9900.0,web,2025/01/11
O00453,C0005,P021,1,129900.0,app,20250611
O00454,C0465,P020,3,29700.0,web,2025-04-15
O00455,C0184,P048,2,179800.0,app,2025/05/26
O00456,C0020,P008,1,49900.0,web,20250527
O00457,C0425,P036,2,59800.0,app ,2025-03-23
O00458,C0046,P029,2,59800.0,app,2025/02/06
O00459,C0012,P042,3,389700.0,web,20250323
O00460,C0070,P012,1,29900.0,app,2025-01-12
O00461,C0017,P014,3,149700.0,web,2025/01/04
O00462,C0371,P048,3,269700.0,web,20250212
O00463,C0147,P054,2,59800.0,app,2025-06-04
O00464,C0154,P050,2,19800.0,web,2025/02/20
O00465,C0304,P021,2,259800.0,web,20250105
O00466,C0108,P022,1,9900.0,web,2025-05-14
O00467,C0236,P021,1,129900.0,web,2025/03/28
O00468,C0308,P044,1,9900.0,web,20250416
O00469,C0352,P050,2,19800.0,app,2025-02-25
O00470,C0070,P030,2,19800.0,app,2025/04/20
O00471,C0183,P039,1,19900.0,web,20250309
O00472,C0250,P020,2,19800.0,web,2025-04-06
O00473,C0228,P024,1,49900.0,app ,2025/02/13
O00474,C0102,P023,1,9900.0,APP,20250523
O00475,C0075,P007,1,29900.0,app,2025-03-31
O00476,C0417,P009,2,399800.0,app,2025/02/11
O00477,C0446,P001,1,49900.0,app,20250519
O00478,C0216,P026,1,129900.0,web,2025-03-14
O00479,C0407,P038,2,99800.0,web,2025/01/11
O00480,C0399,P038,3,149700.0,web,20250604
O00481,C0411,P054,3,89700.0,app,2025-02-27
O00482,C0203,P044,1,9900.0,app,2025/05/08
O00483,C0192,P022,2,19800.0,app,20250121
O00484,C0249,P044,3,29700.0,web,2025-01-21
O00485,C0499,P010,1,9900.0,app,2025/03/13
O00486,C0242,P055,2,259800.0,app,20250509
O00487,C0465,P058,1,199900.0,app,2025-04-12
O00488,C0179,P006,1,9900.0,web,2025/01/13
O00489,C0437,P017,2,179800.0,app,20250314
O00490,C0462,P051,2,259800.0,web,2025-01-06
O00491,C0219,P050,2,19800.0,app,2025/04/22
O00492,C0082,P038,2,99800.0,app,20250117
O00493,C0092,P024,2,99800.0,web,2025-03-14
O00494,C0435,P051,2,259800.0,app,2025/01/12
O00495,C0175,P010,3,29700.0,web,20250327
O00496,C0239,P056,1,19900.0,app,2025-06-29
O00497,C0260,P008,2,99800.0,web,2025/05/02
O00498,C0391,P021,1,129900.0,app,20250311
O00499,C0365,P056,1,19900.0,app ,2025-04-18
O00500,C0163,P006,1,9900.0,web,2025/02/21
O00501,C0048,P021,1,129900.0,app,20250206
O00502,C0329,P057,1,89900.0,app,2025-04-27
O00503,C0328,P039,1,19900.0,web,2025/01/03
O00504,C0116,P024,2,99800.0,app,20250108
O00505,C0429,P033,1,129900.0,app,2025-05-18
O00506,C0337,P059,1,89900.0,app ,2025/02/16
O00507,C0337,P018,1,89900.0,app,20250618
O00508,C0369,P056,2,39800.0,app,2025-03-05
O00509,C0225,P028,1,89900.0,app,2025/02/11
O00510,C0352,P057,2,179800.0,app,20250212
O00511,C0328,P052,1,49900.0,app,2025-05-05
O00512,C0147,P032,1,129900.0,web,2025/05/17
O00513,C0063,P012,2,59800.0,web,20250114
O00514,C0294,P048,1,89900.0,app,2025-04-01
O00515,C0323,P042,1,129900.0,app,2025/05/12
O00516,C0443,P027,1,29900.0,app,20250102
O00517,C0325,P010,1,9900.0,web,2025-04-25
O00518,C0013,P046,1,199900.0,APP,2025/01/01
O00519,C0431,P057,1,89900.0,web,20250316
O00520,C0494,P052,3,149700.0,app,2025-03-06
O00521,C0189,P042,2,259800.0,web,2025/06/23
O00522,C0287,P032,1,129900.0,web,20250505
O00523,C0208,P042,3,389700.0,app,2025-05-15
O00524,C0114,P026,2,259800.0,APP,2025/03/07
O00525,C0480,P025,1,9900.0,web,20250523
O00526,C0022,P011,1,49900.0,web,2025-03-13
O00527,C0349,P023,2,19800.0,web,2025/04/26
O00528,C0214,P034,2,19800.0,web,20250501
O00529,C0171,P057,1,89900.0,web,2025-02-16
O00530,C0323,P052,2,99800.0,app,2025/03/31
O00531,C0054,P040,1,9900.0,app ,20250209
O00532,C0394,P023,2,19800.0,web,2025-02-11
O00533,C0298,P029,1,29900.0,app,2025/06/28
O00534,C0320,P031,2,59800.0,web,20250204
